## 1.1.1
## assembly	: /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/polished/pseudococcus_viburni.redbean.cns3.srp1.fa
## coverage	 bam0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.to.cns3.srp1.sorted.bam
## taxonomy	 tax0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.blast.out
## taxonomy	 tax1 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.diamond.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg805	51508	0.3462	0	18.8978	Arthropoda	349.4	0
ctg800	54043	0.3328	0	20.567	Arthropoda	152.1	0
ctg802	90884	0.3663	0	18.4534	Arthropoda	445.7	0
ctg799	172372	0.3948	0	15.6437	Arthropoda	1931.4	0
ctg810	52196	0.317	0	21.7988	no-hit	0.0	0
ctg807	92888	0.3282	0	17.7012	Mollusca	960.0	3
ctg811	50628	0.3341	0	15.5888	no-hit	0.0	0
ctg814	50827	0.3382	0	19.151	no-hit	0.0	0
ctg816	52628	0.3315	0	21.3699	Arthropoda	665.6	0
ctg818	43707	0.3383	0	17.7564	no-hit	0.0	0
ctg806	49552	0.3521	0	21.2365	Arthropoda	620.5	0
ctg815	50049	0.3203	0	21.2884	Arthropoda	1110.8	0
ctg813	72605	0.3663	0	22.6463	Nematoda	741.9	0
ctg819	50744	0.3242	0	22.8114	Arthropoda	325.5	0
ctg820	51327	0.3409	0	18.3237	Arthropoda	160.6	0
ctg824	47800	0.3304	0	7.43	Arthropoda	398.7	0
ctg817	44878	0.3368	0	20.8103	no-hit	0.0	0
ctg798	85589	0.3377	0	19.2876	Arthropoda	338.6	0
ctg821	35709	0.3744	0	31.3108	Arthropoda	466.4	0
ctg825	47017	0.3431	0	10.3514	Arthropoda	190.7	0
ctg823	48456	0.3431	0	19.6808	Arthropoda	374.5	0
ctg826	80638	0.3206	0	21.7768	Arthropoda	1294.6	0
ctg812	88031	0.3046	0	16.9595	Arthropoda	729.5999999999999	0
ctg829	48252	0.357	0	17.9921	no-hit	0.0	0
ctg833	45730	0.3345	0	12.081	Arthropoda	189.9	0
ctg822	72620	0.356	0	20.2869	Arthropoda	254.6	0
ctg831	45954	0.366	0	13.7395	Arthropoda	574.7	0
ctg835	71493	0.3525	0	6.3476	Arthropoda	835.1	0
ctg828	48474	0.3399	0	20.2162	no-hit	0.0	0
ctg843	44673	0.3435	0	2.5028	no-hit	0.0	0
ctg830	45248	0.352	0	16.5702	Arthropoda	768.4000000000001	0
ctg827	47787	0.3347	0	75.0084	Arthropoda	654.8	0
ctg841	44993	0.3403	0	19.7339	Arthropoda	937.2	0
ctg834	46844	0.3432	0	22.3237	Arthropoda	271.6	0
ctg838	66129	0.3708	0	31.8259	no-hit	0.0	0
ctg847	42274	0.358	0	13.3798	no-hit	0.0	0
ctg845	46205	0.3366	0	19.0739	Arthropoda	196.8	0
ctg836	42739	0.3318	0	21.6979	no-hit	0.0	0
ctg837	42301	0.3371	0	19.9013	Arthropoda	230.7	0
ctg849	42222	0.3541	0	13.3962	Arthropoda	175.3	0
ctg855	38612	0.3144	0	1.533	no-hit	0.0	0
ctg839	45090	0.3446	0	15.1697	Arthropoda	484.1	0
ctg842	54559	0.3228	0	18.5643	Arthropoda	177.2	0
ctg852	43988	0.3387	0	14.9516	Arthropoda	783.5	0
ctg846	44387	0.3324	0	21.485	no-hit	0.0	0
ctg844	44556	0.3184	0	20.3702	Arthropoda	189.5	0
ctg853	42891	0.3252	0	18.5542	no-hit	0.0	0
ctg851	43722	0.3289	0	24.6699	no-hit	0.0	0
ctg850	115542	0.3266	0	21.4597	Arthropoda	376.7	0
ctg854	41620	0.3691	0	16.7505	Arthropoda	380.5	0
ctg861	40598	0.3344	0	18.9542	Arthropoda	623.2	0
ctg863	39554	0.3422	0	24.7753	Arthropoda	2090.2	1
ctg862	40012	0.3224	0	25.478	no-hit	0.0	0
ctg840	40059	0.3401	0	55.329	no-hit	0.0	0
ctg859	39022	0.342	0	21.5736	no-hit	0.0	0
ctg867	39699	0.3414	0	21.8684	Arthropoda	7522.0	1
ctg865	40684	0.3489	0	17.1358	Arthropoda	592.0	0
ctg869	38176	0.3157	0	5.6852	no-hit	0.0	0
ctg876	867	0.3322	0	0.0	no-hit	0.0	0
ctg871	35674	0.3264	0	7.9276	no-hit	0.0	0
ctg856	2466	0.2206	0	0.0	no-hit	0.0	0
ctg878	33520	0.3072	0	8.2408	no-hit	0.0	0
ctg874	39245	0.329	0	18.2669	no-hit	0.0	0
ctg873	39150	0.3202	0	25.367	Arthropoda	186.0	0
ctg857	39330	0.3606	0	21.4047	Arthropoda	584.3	0
ctg887	36949	0.3364	0	5.162	no-hit	0.0	0
ctg868	79585	0.3176	0	19.9163	Arthropoda	211.1	0
ctg848	44114	0.3468	0	44.1305	Arthropoda	1130.2	0
ctg875	39228	0.3203	0	17.9395	no-hit	0.0	0
ctg864	50188	0.3397	0	20.5742	Arthropoda	163.7	0
ctg881	73424	0.3738	0	15.8547	Arthropoda	743.6999999999999	0
ctg870	45328	0.3674	0	56.7327	no-hit	0.0	0
ctg888	34895	0.3481	0	7.5391	Chordata	281.2	0
ctg872	38892	0.3495	0	17.249	no-hit	0.0	0
ctg883	50940	0.3399	0	5.81	no-hit	0.0	0
ctg886	36598	0.3457	0	16.3534	Arthropoda	134.8	0
ctg891	33785	0.3185	0	5.2561	no-hit	0.0	0
ctg885	30144	0.3157	0	18.5456	no-hit	0.0	0
ctg896	54142	0.338	0	5.8308	no-hit	0.0	0
ctg892	34837	0.3335	0	55.6935	no-hit	0.0	0
ctg899	35732	0.3359	0	3.8653	no-hit	0.0	0
ctg898	33410	0.3223	0	2.3623	no-hit	0.0	0
ctg866	40961	0.3285	0	18.465	no-hit	0.0	0
ctg832	50635	0.3167	0	62.2168	Arthropoda	961.5	0
ctg904	33083	0.332	0	4.3736	Arthropoda	145.2	0
ctg893	37663	0.3323	0	15.5417	Arthropoda	358.6	0
ctg897	35692	0.3248	0	19.5325	no-hit	0.0	0
ctg860	39088	0.3479	0	57.5448	Arthropoda	449.5	0
ctg908	43657	0.3538	0	9.1897	Arthropoda	254.6	0
ctg877	5463	0.0033	0	0.0	no-hit	0.0	0
ctg902	36014	0.3306	0	9.8616	no-hit	0.0	0
ctg894	101605	0.3232	0	33.7245	Arthropoda	360.5	0
ctg890	34974	0.3414	0	14.48	Arthropoda	137.5	0
ctg906	33043	0.3395	0	15.1272	Arthropoda	2321.7	0
ctg909	35588	0.3349	0	6.2835	Arthropoda	731.5	0
ctg907	35047	0.3401	0	14.2622	Arthropoda	472.3	0
ctg905	33957	0.3421	0	12.5895	no-hit	0.0	0
ctg914	32775	0.3379	0	5.6187	no-hit	0.0	0
ctg921	28531	0.3479	0	2.0747	Streptophyta	250.0	1
ctg900	104018	0.3323	0	14.5426	Arthropoda	308.2	0
ctg917	33431	0.3631	0	5.9019	Arthropoda	203.8	0
ctg910	34101	0.3325	0	6.5574	no-hit	0.0	0
ctg911	33853	0.3311	0	11.4625	no-hit	0.0	0
ctg916	33508	0.3508	0	6.4772	no-hit	0.0	0
ctg927	31370	0.3391	0	3.9835	Mollusca	186.4	0
ctg924	30145	0.3352	0	5.4544	Arthropoda	510.79999999999995	0
ctg925	32409	0.3341	0	6.8998	Arthropoda	196.4	0
ctg901	34869	0.3397	0	18.1074	no-hit	0.0	0
ctg932	31019	0.3254	0	4.8767	no-hit	0.0	0
ctg923	32693	0.3362	0	5.2305	no-hit	0.0	0
ctg919	33458	0.3384	0	19.6573	Arthropoda	144.8	0
ctg882	62567	0.3283	0	39.4193	Arthropoda	848.1999999999999	0
ctg934	31906	0.3623	0	5.3595	Arthropoda	214.9	0
ctg928	58503	0.3336	0	6.1831	Nematoda	242.3	0
ctg918	29581	0.3201	0	105.1651	Arthropoda	339.0	0
ctg858	30609	0.4502	0	0.6446	no-hit	0.0	0
ctg929	32339	0.3391	0	35.3872	Arthropoda	225.3	0
ctg903	34373	0.3413	0	22.0041	no-hit	0.0	0
ctg944	28389	0.3311	0	0.2317	no-hit	0.0	0
ctg930	33193	0.3362	0	33.8823	Arthropoda	1149.7	0
ctg931	31341	0.3559	0	12.591	Arthropoda	166.4	0
ctg937	31262	0.333	0	17.672	no-hit	0.0	0
ctg947	29902	0.3414	0	6.5985	no-hit	0.0	0
ctg943	31360	0.3402	0	5.8723	Arthropoda	348.6	0
ctg880	13097	0.3144	0	1199.1836	no-hit	0.0	0
ctg936	31879	0.3335	0	17.1237	Euryarchaeota	183.0	0
ctg913	38680	0.3679	0	52.7107	no-hit	0.0	0
ctg954	28086	0.3278	0	6.791	no-hit	0.0	0
ctg920	65206	0.3344	0	24.3082	Arthropoda	132.9	0
ctg945	30438	0.346	0	11.452	Arthropoda	611.7	1
ctg957	29114	0.3375	0	3.1626	Arthropoda	503.8	0
ctg960	29219	0.3716	0	1.8007	Chordata	183.0	0
ctg935	59892	0.3382	0	18.5584	Arthropoda	164.5	0
ctg952	26124	0.3258	0	22.91	Arthropoda	163.3	0
ctg948	30167	0.3396	0	15.2612	no-hit	0.0	0
ctg951	28010	0.3553	0	15.4972	no-hit	0.0	0
ctg938	6532	0.2956	0	9.0619	no-hit	0.0	0
ctg915	33275	0.3216	0	12.0569	no-hit	0.0	0
ctg955	26126	0.3419	0	5.2865	no-hit	0.0	0
ctg965	29462	0.3448	0	5.8041	Arthropoda	235.7	0
ctg972	27135	0.3011	0	2.1814	no-hit	0.0	0
ctg958	28598	0.3449	0	21.388	no-hit	0.0	0
ctg939	31290	0.3252	0	21.2295	Arthropoda	344.0	0
ctg959	28594	0.3316	0	11.9606	Arthropoda	483.8	0
ctg977	24008	0.322	0	3.5613	no-hit	0.0	0
ctg963	57886	0.3458	0	30.9043	Nematoda	395.6	0
ctg884	8646	0.5737	0	37.2738	no-hit	0.0	0
ctg962	27860	0.341	0	21.2464	Arthropoda	492.6	0
ctg946	30299	0.323	0	31.9089	no-hit	0.0	0
ctg961	28340	0.3065	0	18.1016	Arthropoda	338.2	0
ctg974	28556	0.3336	0	4.8367	no-hit	0.0	0
ctg986	25963	0.3361	0	6.0797	no-hit	0.0	0
ctg985	22583	0.3169	0	2.0386	no-hit	0.0	0
ctg942	4859	0.5859	0	2283.4492	no-hit	0.0	0
ctg953	29483	0.3218	0	19.1845	no-hit	0.0	0
ctg978	27100	0.3295	0	1.9415	no-hit	0.0	0
ctg984	26686	0.3424	0	5.1756	no-hit	0.0	0
ctg971	28595	0.3401	0	16.5602	no-hit	0.0	0
ctg982	26416	0.3181	0	9.4611	no-hit	0.0	0
ctg967	27353	0.3431	0	11.0605	Arthropoda	577.7	0
ctg976	27874	0.3183	0	22.1795	no-hit	0.0	0
ctg992	24241	0.3323	0	5.4263	no-hit	0.0	0
ctg987	27203	0.321	0	7.9785	no-hit	0.0	0
ctg968	29154	0.3735	0	114.1499	Cnidaria	488.79999999999995	0
ctg994	26533	0.361	0	4.9575	no-hit	0.0	0
ctg1000	26779	0.3132	0	0.4912	no-hit	0.0	0
ctg956	31023	0.3486	0	28.6202	Nematoda	510.4	0
ctg990	27144	0.3416	0	9.9342	no-hit	0.0	0
ctg979	35464	0.3356	0	17.989	no-hit	0.0	0
ctg997	25931	0.3347	0	5.8335	no-hit	0.0	0
ctg988	27960	0.3684	0	19.0533	Arthropoda	261.5	0
ctg1007	23889	0.2987	0	2.2025	no-hit	0.0	0
ctg933	3115	0.3178	0	4.2227	no-hit	0.0	0
ctg964	2365	0.2956	0	30.5904	no-hit	0.0	0
ctg1002	25179	0.3516	0	7.575	Chordata	559.7	0
ctg999	26423	0.3777	0	16.428	Arthropoda	138.3	0
ctg991	27593	0.3307	0	23.5971	Rotifera	176.8	0
ctg1005	21715	0.3305	0	3.6345	no-hit	0.0	0
ctg1001	24845	0.331	0	19.8539	no-hit	0.0	0
ctg1004	25644	0.3431	0	15.1318	no-hit	0.0	0
ctg879	5905	0.003	0	563.5777	no-hit	0.0	0
ctg993	37395	0.3327	0	15.3013	no-hit	0.0	0
ctg970	1453	0.1287	0	4.5264	no-hit	0.0	0
ctg995	24153	0.3337	0	11.4367	Arthropoda	235.0	0
ctg969	103659	0.3314	0	14.9737	Arthropoda	397.9	0
ctg1006	25871	0.3268	0	8.6435	no-hit	0.0	0
ctg1010	23508	0.3248	0	7.2741	Arthropoda	386.4	0
ctg1009	24162	0.3253	0	26.4035	no-hit	0.0	0
ctg1012	25901	0.3414	0	15.4895	no-hit	0.0	0
ctg1014	26158	0.3522	0	7.2915	no-hit	0.0	0
ctg998	26803	0.3339	0	44.6592	Arthropoda	588.2	0
ctg1013	25802	0.3294	0	17.843	no-hit	0.0	0
ctg1025	35574	0.332	0	4.622	Arthropoda	367.5	0
ctg1008	24609	0.3235	0	18.708	no-hit	0.0	0
ctg1019	24083	0.3263	0	12.8354	no-hit	0.0	0
ctg981	27328	0.3195	0	19.2533	no-hit	0.0	0
ctg980	28160	0.3468	0	431.3774	Arthropoda	138.7	0
ctg996	25228	0.3259	0	11.7315	Arthropoda	430.3	0
ctg1015	27229	0.3196	0	24.6372	Arthropoda	589.0	0
ctg941	2930	0.2765	0	136.9258	no-hit	0.0	0
ctg1023	25292	0.3435	0	9.6215	Arthropoda	155.2	0
ctg1028	26923	0.3283	0	10.0158	no-hit	0.0	0
ctg983	23006	0.3267	0	23.7279	Arthropoda	360.9	0
ctg1017	22316	0.3424	0	20.0408	no-hit	0.0	0
ctg1022	25028	0.3417	0	3.4162	no-hit	0.0	0
ctg1016	26073	0.3447	0	11.3513	Arthropoda	136.0	0
ctg1026	25844	0.3389	0	6.6166	Arthropoda	536.1	0
ctg1021	26619	0.3456	0	7.4123	Arthropoda	135.6	0
ctg1029	26113	0.3372	0	12.8451	no-hit	0.0	0
ctg949	3305	0.2832	0	678.5879	no-hit	0.0	0
ctg1020	27114	0.3467	0	24.9843	Arthropoda	426.8	0
ctg1039	22942	0.3312	0	2.2934	no-hit	0.0	0
ctg966	386	0.057	0	0.0	no-hit	0.0	0
ctg1027	40404	0.3389	0	14.9757	no-hit	0.0	0
ctg1024	26131	0.3475	0	7.299	Arthropoda	181.8	0
ctg1040	24098	0.3963	0	4.0939	no-hit	0.0	0
ctg895	18903	0.3326	0	1210.798	no-hit	0.0	0
ctg889	2758	0.269	0	591.399	no-hit	0.0	0
ctg1056	21559	0.3407	0	1.2203	no-hit	0.0	0
ctg1030	26237	0.3222	0	17.7978	Arthropoda	1847.8	1
ctg1034	23883	0.3608	0	6.8845	no-hit	0.0	0
ctg1033	25001	0.3491	0	8.4181	no-hit	0.0	0
ctg1032	22893	0.3423	0	14.0772	no-hit	0.0	0
ctg1049	23607	0.3186	0	7.2436	no-hit	0.0	0
ctg1038	24677	0.3268	0	8.2621	Arthropoda	241.9	0
ctg1043	23371	0.342	0	8.161	no-hit	0.0	0
ctg1050	25313	0.3425	0	3.6375	no-hit	0.0	0
ctg1058	25027	0.319	0	3.4163	no-hit	0.0	0
ctg1068	23506	0.3349	0	5.0364	no-hit	0.0	0
ctg1053	24496	0.3381	0	11.5451	Arthropoda	817.4	0
ctg1057	24432	0.365	0	8.6142	no-hit	0.0	0
ctg1042	51392	0.343	0	17.7886	Arthropoda	155.2	0
ctg1055	22195	0.3171	0	9.4824	Arthropoda	266.5	0
ctg1062	21722	0.3534	0	10.9	no-hit	0.0	0
ctg1069	23176	0.3249	0	3.4054	no-hit	0.0	0
ctg1045	24297	0.3576	0	11.9103	no-hit	0.0	0
ctg1066	23368	0.3549	0	5.3476	no-hit	0.0	0
ctg1048	24900	0.3471	0	20.0742	no-hit	0.0	0
ctg1036	24016	0.3225	0	24.9209	no-hit	0.0	0
ctg1076	22891	0.3431	0	5.1717	no-hit	0.0	0
ctg1061	23428	0.3146	0	27.5115	no-hit	0.0	0
ctg1054	22435	0.3857	0	9.381	Arthropoda	194.5	0
ctg1037	11368	0.3863	0	4.0498	no-hit	0.0	0
ctg1035	25020	0.3361	0	24.9724	no-hit	0.0	0
ctg1064	24159	0.3402	0	9.5282	no-hit	0.0	0
ctg1075	23640	0.3316	0	5.286	no-hit	0.0	0
ctg1074	21537	0.3162	0	3.6645	no-hit	0.0	0
ctg1065	21586	0.3248	0	13.1015	Arthropoda	198.4	0
ctg1073	22905	0.3321	0	8.327	no-hit	0.0	0
ctg1067	34899	0.3305	0	19.411	no-hit	0.0	0
ctg1078	21470	0.3624	0	1.838	no-hit	0.0	0
ctg1086	24879	0.3278	0	0.5287	no-hit	0.0	0
ctg1071	23886	0.3713	0	24.2305	Nematoda	699.1	0
ctg1003	14419	0.3252	0	641.774	no-hit	0.0	0
ctg1081	22226	0.3219	0	24.8566	no-hit	0.0	0
ctg1047	20214	0.3157	0	17.2443	Arthropoda	381.3	0
ctg1070	23542	0.3382	0	13.1304	Arthropoda	508.0	0
ctg1082	20268	0.3411	0	3.5695	no-hit	0.0	0
ctg1059	41732	0.3458	0	24.4279	Arthropoda	1026.2	0
ctg1044	23861	0.3385	0	37.4864	Arthropoda	563.5	0
ctg1093	22137	0.3383	0	5.942	Arthropoda	491.4	0
ctg1092	22326	0.3248	0	4.1242	no-hit	0.0	0
ctg1077	35102	0.3488	0	27.7302	Nematoda	195.7	0
ctg1083	22345	0.3286	0	7.9471	no-hit	0.0	0
ctg1072	23771	0.3336	0	16.0474	no-hit	0.0	0
ctg1098	21873	0.3326	0	5.7131	Arthropoda	136.0	0
ctg1088	23712	0.3293	0	9.4305	Arthropoda	215.3	0
ctg1100	20645	0.3341	0	7.0086	no-hit	0.0	0
ctg1087	21793	0.3678	0	24.7469	Nematoda	408.3	0
ctg1085	22679	0.3316	0	20.5901	Arthropoda	1747.9	0
ctg1099	21953	0.323	0	10.1861	no-hit	0.0	0
ctg1097	20571	0.3068	0	0.9592	no-hit	0.0	0
ctg1101	20876	0.3493	0	3.1505	no-hit	0.0	0
ctg1080	22665	0.3407	0	16.5403	no-hit	0.0	0
ctg1094	22889	0.3319	0	5.1721	Arthropoda	195.0	0
ctg1106	22748	0.3097	0	2.8912	no-hit	0.0	0
ctg975	1557	0.1034	0	4270.5688	no-hit	0.0	0
ctg926	3572	0.9874	0	458.4702	no-hit	0.0	0
ctg1090	20910	0.3386	0	9.1215	no-hit	0.0	0
ctg1102	22815	0.3453	0	4.9006	no-hit	0.0	0
ctg1107	22447	0.309	0	2.93	no-hit	0.0	0
ctg1095	23219	0.3459	0	6.5149	Arthropoda	156.0	0
ctg1116	22533	0.3754	0	2.0432	no-hit	0.0	0
ctg1104	21720	0.3868	0	145.0437	Arthropoda	353.2	0
ctg1126	22145	0.335	0	1.188	no-hit	0.0	0
ctg989	19322	0.3574	0	16.3385	Arthropoda	2544.8	0
ctg1117	21218	0.3063	0	6.1994	no-hit	0.0	0
ctg1112	20400	0.3093	0	6.1256	no-hit	0.0	0
ctg1119	22328	0.3383	0	6.1858	no-hit	0.0	0
ctg1138	20163	0.3153	0	0.9786	no-hit	0.0	0
ctg1133	20572	0.3063	0	4.4758	no-hit	0.0	0
ctg1128	20016	0.3238	0	1.6429	no-hit	0.0	0
ctg1135	21573	0.2964	0	4.573	no-hit	0.0	0
ctg1063	24017	0.3259	0	23.8245	no-hit	0.0	0
ctg1103	21377	0.3349	0	19.6905	no-hit	0.0	0
ctg1125	21149	0.3343	0	2.4878	no-hit	0.0	0
ctg1123	21756	0.3338	0	4.2323	no-hit	0.0	0
ctg1130	21154	0.3225	0	8.7054	no-hit	0.0	0
ctg1113	20396	0.3166	0	10.9637	Arthropoda	139.4	0
ctg1108	22475	0.3435	0	17.2654	no-hit	0.0	0
ctg1142	21458	0.3526	0	6.7431	no-hit	0.0	0
ctg1105	32290	0.3535	0	25.053	no-hit	0.0	0
ctg1137	20387	0.3395	0	1.613	no-hit	0.0	0
ctg1115	22564	0.3561	0	42.2644	Arthropoda	593.6	0
ctg1124	19776	0.3424	0	10.9749	no-hit	0.0	0
ctg1051	2642	0.9875	0	164.2988	no-hit	0.0	0
ctg1127	21688	0.3457	0	17.8919	no-hit	0.0	0
ctg1141	21916	0.3346	0	9.0029	Arthropoda	1875.4	0
ctg1118	17826	0.3281	0	14.3891	no-hit	0.0	0
ctg1096	21530	0.3313	0	18.9396	no-hit	0.0	0
ctg1140	33216	0.3389	0	7.1282	Proteobacteria	163.7	0
ctg1145	21149	0.3468	0	2.4878	Nematoda	316.6	0
ctg1148	19077	0.2824	0	4.1371	Arthropoda	645.6	0
ctg1144	20898	0.3297	0	6.609	no-hit	0.0	0
ctg1134	10484	0.2506	0	10.0373	Arthropoda	210.7	0
ctg1151	22145	0.3398	0	9.2068	no-hit	0.0	0
ctg1131	20732	0.3505	0	16.8135	Arthropoda	231.1	0
ctg1154	21631	0.3302	0	4.8648	no-hit	0.0	0
ctg1143	17048	0.3311	0	5.401	no-hit	0.0	0
ctg1136	20307	0.3289	0	17.4892	no-hit	0.0	0
ctg1161	19694	0.3443	0	2.0037	no-hit	0.0	0
ctg1120	21325	0.3344	0	16.9628	no-hit	0.0	0
ctg1165	19302	0.343	0	3.0666	no-hit	0.0	0
ctg1162	20177	0.3345	0	9.4529	no-hit	0.0	0
ctg1139	20003	0.5259	0	804.2378	Arthropoda	15849.3	0
ctg1147	21575	0.3362	0	11.8888	no-hit	0.0	0
ctg1168	18590	0.3428	0	10.6137	no-hit	0.0	0
ctg1155	18957	0.3334	0	11.1021	no-hit	0.0	0
ctg1121	21141	0.3261	0	12.755	Arthropoda	172.2	0
ctg1169	20023	0.3199	0	1.9708	Arthropoda	201.8	0
ctg1166	19732	0.3457	0	8.3328	Arthropoda	566.6	0
ctg1156	19146	0.3181	0	9.6184	Arthropoda	273.9	0
ctg1174	20323	0.3171	0	6.1488	no-hit	0.0	0
ctg1167	20121	0.378	0	1.3075	no-hit	0.0	0
ctg1164	25649	0.3429	0	7.1798	no-hit	0.0	0
ctg1186	17861	0.3157	0	0.7365	no-hit	0.0	0
ctg1182	19819	0.3311	0	2.9866	no-hit	0.0	0
ctg1172	18884	0.3466	0	5.2242	Arthropoda	193.4	0
ctg1185	19648	0.3362	0	5.3558	no-hit	0.0	0
ctg1175	20675	0.3642	0	15.2693	Arthropoda	493.4	0
ctg1046	6114	0.2833	0	26.8929	no-hit	0.0	0
ctg1150	11363	0.3336	0	45.1466	no-hit	0.0	0
ctg1190	19912	0.3347	0	1.9818	no-hit	0.0	0
ctg1180	20664	0.3172	0	6.0473	no-hit	0.0	0
ctg1188	19531	0.3317	0	5.3879	no-hit	0.0	0
ctg1122	21669	0.3366	0	23.0674	no-hit	0.0	0
ctg1163	17712	0.3245	0	17.4523	no-hit	0.0	0
ctg1177	18526	0.3114	0	22.0107	no-hit	0.0	0
ctg1178	20082	0.3416	0	11.1351	Arthropoda	330.79999999999995	0
ctg1183	45258	0.324	0	5.9582	Arthropoda	162.5	0
ctg1192	19084	0.3247	0	17.2315	no-hit	0.0	0
ctg1079	7576	0.4159	0	13430.7913	Arthropoda	11301.1	0
ctg1173	19360	0.3139	0	11.8901	no-hit	0.0	0
ctg1201	18553	0.33	0	9.9258	Arthropoda	169.1	0
ctg1160	6993	0.4429	0	732.6509	no-hit	0.0	0
ctg1195	19246	0.3352	0	12.644	no-hit	0.0	0
ctg1205	18530	0.3438	0	6.0339	no-hit	0.0	0
ctg1203	17679	0.2802	0	2.9762	no-hit	0.0	0
ctg1181	20002	0.3315	0	12.1661	no-hit	0.0	0
ctg1153	4887	0.3491	0	0.0	no-hit	0.0	0
ctg1114	987	0.3516	0	439.7947	no-hit	0.0	0
ctg1184	18418	0.3275	0	9.6415	Arthropoda	533.2	0
ctg1018	16975	0.3202	0	325.0689	no-hit	0.0	0
ctg1207	17398	0.3375	0	5.2924	no-hit	0.0	0
ctg1171	19135	0.3398	0	18.2167	no-hit	0.0	0
ctg1208	18624	0.3335	0	4.5909	Arthropoda	381.3	0
ctg1191	18959	0.312	0	11.1009	Arthropoda	350.5	0
ctg1204	19950	0.3953	0	173.7364	Arthropoda	261.5	0
ctg1193	18340	0.3312	0	7.5308	no-hit	0.0	0
ctg1209	17437	0.3312	0	7.9208	Arthropoda	148.3	0
ctg1179	20787	0.3385	0	46.8266	no-hit	0.0	0
ctg1197	20390	0.3699	0	12.9023	Arthropoda	335.1	0
ctg1221	19777	0.3519	0	14.6324	Arthropoda	233.0	0
ctg1220	16080	0.3292	0	9.8163	no-hit	0.0	0
ctg1223	1120	0.3152	0	11.7445	no-hit	0.0	0
ctg1194	30294	0.3275	0	3.2566	no-hit	0.0	0
ctg1231	18791	0.3306	0	7.7001	no-hit	0.0	0
ctg1189	18459	0.3359	0	8.5512	Arthropoda	426.70000000000005	0
ctg1222	18686	0.3476	0	8.7993	no-hit	0.0	0
ctg1202	20434	0.3459	0	25.749	no-hit	0.0	0
ctg1226	18983	0.3334	0	5.197	no-hit	0.0	0
ctg1232	18247	0.3284	0	6.4879	no-hit	0.0	0
ctg1210	18199	0.3547	0	32.5251	Arthropoda	151.4	0
ctg1230	19195	0.3207	0	6.1675	Arthropoda	150.2	0
ctg1218	18842	0.3604	0	6.283	Arthropoda	178.3	0
ctg1215	4119	0.3588	0	6.3869	no-hit	0.0	0
ctg1236	18073	0.3357	0	5.0947	Arthropoda	510.0	0
ctg1243	16163	0.3163	0	4.0691	Arthropoda	163.3	0
ctg1241	17711	0.3667	0	6.3129	no-hit	0.0	0
ctg1229	16371	0.2999	0	4.8209	no-hit	0.0	0
ctg1227	19944	0.3505	0	22.0946	Arthropoda	146.4	0
ctg1244	16465	0.3356	0	6.7906	no-hit	0.0	0
ctg1228	18718	0.3541	0	21.0822	no-hit	0.0	0
ctg1233	17907	0.3338	0	11.3858	no-hit	0.0	0
ctg1238	19856	0.392	0	27.161	Nematoda	738.3	0
ctg1242	14369	0.3391	0	102.0708	no-hit	0.0	0
ctg1237	18119	0.3303	0	9.0746	Arthropoda	155.2	0
ctg1251	33148	0.3218	0	2.1825	no-hit	0.0	0
ctg1249	17618	0.3308	0	4.853	no-hit	0.0	0
ctg1260	17098	0.3309	0	6.1546	no-hit	0.0	0
ctg1254	17412	0.3374	0	4.155	no-hit	0.0	0
ctg1132	1883	0.1365	0	342.2937	no-hit	0.0	0
ctg1247	17222	0.3359	0	12.2205	no-hit	0.0	0
ctg1259	19231	0.3412	0	4.446	Nematoda	208.4	0
ctg1265	18180	0.3028	0	0.0	no-hit	0.0	0
ctg1255	17717	0.3433	0	4.8259	no-hit	0.0	0
ctg1258	17430	0.3085	0	6.4147	no-hit	0.0	0
ctg1252	17599	0.3604	0	2.2423	no-hit	0.0	0
ctg1234	19235	0.3252	0	20.1736	Candidatus Tectomicrobia	226.9	0
ctg1269	17134	0.3184	0	3.0708	no-hit	0.0	0
ctg1157	6150	0.3109	0	327.2423	no-hit	0.0	0
ctg1274	16848	0.4172	0	1.5615	no-hit	0.0	0
ctg1261	17989	0.3617	0	8.409	Arthropoda	236.5	0
ctg1273	16863	0.3077	0	0.78	no-hit	0.0	0
ctg1248	17437	0.3336	0	21.4994	no-hit	0.0	0
ctg1268	17759	0.3217	0	11.1103	no-hit	0.0	0
ctg1264	28774	0.3209	0	11.8857	Arthropoda	751.5	0
ctg1187	4872	0.2991	0	14348.5596	no-hit	0.0	0
ctg1200	18790	0.3315	0	14.701	no-hit	0.0	0
ctg1250	17063	0.4259	0	48.9521	Arthropoda	266.5	0
ctg1277	16109	0.3271	0	6.9407	no-hit	0.0	0
