"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","gid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"3321","g21394.t1",-1.47501536763171,7.04802555118565,-10.0061881227576,4.09339487210225e-10,8.86387291071074e-09,12.5099159253608,"g21394","6b18b147b45a8248644f442b2112bbfe",537,"Pfam","PF00171","Aldehyde dehydrogenase family",59,519,"9.2E-132",TRUE,"27-07-2020","IPR015590","Aldehyde dehydrogenase domain","GO:0016491|GO:0055114"
"3322","g21397.t1",0.687963735412508,5.92087677289912,10.0197539881329,3.98504995032783e-10,8.66776360384593e-09,12.6366293363519,"g21397","d074933b056e0da9dc11b44deec49f29",605,"Pfam","PF02755","RPEL repeat",526,548,"2.1E-6",TRUE,"27-07-2020","IPR004018","RPEL repeat",""
"3323","g21397.t1",0.687963735412508,5.92087677289912,10.0197539881329,3.98504995032783e-10,8.66776360384593e-09,12.6366293363519,"g21397","d074933b056e0da9dc11b44deec49f29",605,"Pfam","PF02755","RPEL repeat",488,509,"5.6E-7",TRUE,"27-07-2020","IPR004018","RPEL repeat",""
"3324","g21397.t1",0.687963735412508,5.92087677289912,10.0197539881329,3.98504995032783e-10,8.66776360384593e-09,12.6366293363519,"g21397","d074933b056e0da9dc11b44deec49f29",605,"Pfam","PF02755","RPEL repeat",449,470,"1.5E-7",TRUE,"27-07-2020","IPR004018","RPEL repeat",""
"3325","g21401.t1",0.565675033213941,4.0195213746245,8.27347798751159,1.52781633743959e-08,1.60001497533688e-07,9.27195801377714,"g21401","36b6c7a07effcb0aa1fd69844739d9c9",485,"Pfam","PF02755","RPEL repeat",447,467,"4.0E-7",TRUE,"27-07-2020","IPR004018","RPEL repeat",""
"3326","g21401.t1",0.565675033213941,4.0195213746245,8.27347798751159,1.52781633743959e-08,1.60001497533688e-07,9.27195801377714,"g21401","36b6c7a07effcb0aa1fd69844739d9c9",485,"Pfam","PF00646","F-box domain",198,231,"1.1E-5",TRUE,"27-07-2020","IPR001810","F-box domain","GO:0005515"
"3327","g21419.t1",2.50909778056334,3.19122694477132,7.78796184326628,4.52179337136971e-08,3.92561758146292e-07,8.4161315702147,"g21419","941b9ba1c4c0750c7e66014adb8337b6",530,"Pfam","PF06628","Catalase-related immune-responsive",463,524,"6.1E-16",TRUE,"27-07-2020","IPR010582","Catalase immune-responsive domain",""
"3328","g21419.t1",2.50909778056334,3.19122694477132,7.78796184326628,4.52179337136971e-08,3.92561758146292e-07,8.4161315702147,"g21419","941b9ba1c4c0750c7e66014adb8337b6",530,"Pfam","PF00199","Catalase",58,437,"6.7E-172",TRUE,"27-07-2020","IPR011614","Catalase core domain","GO:0004096|GO:0020037|GO:0055114"
"3329","g21419.t1",2.50909778056334,3.19122694477132,7.78796184326628,4.52179337136971e-08,3.92561758146292e-07,8.4161315702147,"g21419","941b9ba1c4c0750c7e66014adb8337b6",530,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"3330","g21420.t1",-1.24394154267354,3.93838025963271,-7.05567724065038,2.46355098962108e-07,1.60264948449756e-06,6.26032807152509,"g21420","1b3323641d32b9702437490e6e5c07fe",527,"Pfam","PF00199","Catalase",58,437,"4.0E-166",TRUE,"27-07-2020","IPR011614","Catalase core domain","GO:0004096|GO:0020037|GO:0055114"
"3331","g21420.t1",-1.24394154267354,3.93838025963271,-7.05567724065038,2.46355098962108e-07,1.60264948449756e-06,6.26032807152509,"g21420","1b3323641d32b9702437490e6e5c07fe",527,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"3332","g21420.t1",-1.24394154267354,3.93838025963271,-7.05567724065038,2.46355098962108e-07,1.60264948449756e-06,6.26032807152509,"g21420","1b3323641d32b9702437490e6e5c07fe",527,"Pfam","PF06628","Catalase-related immune-responsive",463,524,"2.4E-17",TRUE,"27-07-2020","IPR010582","Catalase immune-responsive domain",""
"3333","g21428.t1",-1.94602190570422,0.923224360521103,-6.79959302910195,4.5295492872519e-07,2.66649559583724e-06,6.35317391798492,"g21428","9d41b0948fb779a868fb5bda3531b05e",356,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"3334","g21429.t1",0.988634283574739,7.04922016251423,10.2406993535239,2.58272569508424e-10,6.11838811214784e-09,12.9799181678443,"g21429","40cc68a8aeebb92bb3071b0694d1dfbf",793,"Pfam","PF08011","PD-(D/E)XK nuclease superfamily",676,775,"1.5E-7",TRUE,"27-07-2020","IPR012547","PD-(D/E)XK nuclease superfamily 9",""
"3335","g21442.t1",11.2834472647564,2.25212203064452,10.8371651403237,8.24826170263255e-11,2.45659933079851e-09,14.3944110674527,"g21442","1485cc2eac3d4fb3061f5d98f29e6031",167,"Pfam","PF12906","RING-variant domain",15,59,"1.8E-10",TRUE,"27-07-2020","IPR011016","Zinc finger, RING-CH-type","GO:0008270"
"3336","g21443.t1",10.448876206826,1.923202350428,11.0973144917905,5.0796616565544e-11,1.65914146975572e-09,14.8546056915768,"g21443","44c4e49412e6fac6ab3e43d4905a39ae",172,"Pfam","PF12906","RING-variant domain",12,57,"2.9E-13",TRUE,"27-07-2020","IPR011016","Zinc finger, RING-CH-type","GO:0008270"
"3337","g21445.t1",-0.803954905433462,6.73202744989279,-9.21747504938511,2.02620797247869e-09,3.06623627571473e-08,10.8892957599741,"g21445","dbb6f4723407cdfb2fbb09828924ca24",237,"Pfam","PF10417","C-terminal domain of 1-Cys peroxiredoxin",199,233,"9.8E-14",TRUE,"27-07-2020","IPR019479","Peroxiredoxin, C-terminal","GO:0051920|GO:0055114"
"3338","g21445.t1",-0.803954905433462,6.73202744989279,-9.21747504938511,2.02620797247869e-09,3.06623627571473e-08,10.8892957599741,"g21445","dbb6f4723407cdfb2fbb09828924ca24",237,"Pfam","PF00578","AhpC/TSA family",46,178,"2.8E-38",TRUE,"27-07-2020","IPR000866","Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant","GO:0016209|GO:0016491|GO:0055114"
"3339","g21447.t1",14.2660804412188,2.79079069710189,15.2779755894148,5.4100260945906e-14,7.14747678266104e-12,20.4031976385179,"g21447","5cf3db3293bc05f047740be1721790b9",545,"Pfam","PF03133","Tubulin-tyrosine ligase family",106,395,"1.1E-95",TRUE,"27-07-2020","IPR004344","Tubulin-tyrosine ligase/Tubulin polyglutamylase","GO:0006464"
"3340","g21451.t1",1.02029787378283,5.65331756817775,8.68842112396778,6.19609970952999e-09,7.59224821720648e-08,9.86084140415649,"g21451","59776c816bb588871255eb6dfd6bbbd3",669,"Pfam","PF02854","MIF4G domain",5,197,"8.0E-21",TRUE,"27-07-2020","IPR003890","MIF4G-like, type 3","GO:0003723|GO:0005515"
"3341","g21459.t1",0.657082987090678,5.73353776462882,8.47770249631823,9.77060222390576e-09,1.10099569073099e-07,9.37050492885173,"g21459","527726e34fb1e95f63aa4ac62964260d",905,"Pfam","PF09596","MamL-1 domain",13,65,"4.9E-9",TRUE,"27-07-2020","IPR019082","Neurogenic mastermind-like, N-terminal","GO:0003713|GO:0007219|GO:0016607|GO:0045944"
"3342","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"Pfam","PF14843","Growth factor receptor domain IV",491,604,"9.3E-25",TRUE,"27-07-2020","IPR032778","Growth factor receptor domain 4",""
"3343","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"Pfam","PF01030","Receptor L domain",46,156,"1.1E-24",TRUE,"27-07-2020","IPR000494","Receptor L-domain",""
"3344","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"Pfam","PF07714","Protein tyrosine kinase",861,1114,"2.6E-87",TRUE,"27-07-2020","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672|GO:0006468"
"3345","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"Pfam","PF00757","Furin-like cysteine rich region",174,323,"1.8E-24",TRUE,"27-07-2020","IPR006211","Furin-like cysteine-rich domain","GO:0004714|GO:0005524|GO:0006468|GO:0007169|GO:0016020"
"3346","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"Pfam","PF01030","Receptor L domain",338,465,"2.1E-23",TRUE,"27-07-2020","IPR000494","Receptor L-domain",""
"3347","g21472.t1",0.567419791029164,7.73918838885254,7.2112499566092,1.70854182706563e-07,1.18204253292456e-06,6.29483922300318,"g21472","8b3aba8066a23777d393cbea5fbee321",1353,"SignalP_EUK","SignalP-noTM","",1,12,"-",TRUE,"27-07-2020","","",""
"3348","g21485.t1",1.88527671760749,0.578623840299418,7.35923168023134,1.20974407055597e-07,8.88554001930095e-07,7.73633294423712,"g21485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","g21487.t1",1.98228215589254,0.564879843279753,8.86808744321071,4.22160632841131e-09,5.58488116608536e-08,11.0050390803189,"g21487","57270f956d1673bcd63e32f964ce38a2",326,"Pfam","PF00685","Sulfotransferase domain",66,308,"4.3E-33",TRUE,"27-07-2020","IPR000863","Sulfotransferase domain","GO:0008146"
"3350","g21496.t1",10.2362185474659,0.0375102384567005,10.4833513057081,1.61506501449653e-10,4.28949612741927e-09,13.5042304768916,"g21496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF00041","Fibronectin type III domain",1971,2049,"4.1E-10",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3352","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF07679","Immunoglobulin I-set domain",928,1010,"1.1E-12",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3353","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF00041","Fibronectin type III domain",1682,1769,"1.0E-12",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3354","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF13927","Immunoglobulin domain",1024,1097,"1.1E-11",TRUE,"27-07-2020","","",""
"3355","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF05699","hAT family C-terminal dimerisation region",559,620,"4.5E-6",TRUE,"27-07-2020","IPR008906","HAT, C-terminal dimerisation domain","GO:0046983"
"3356","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF13927","Immunoglobulin domain",828,906,"1.6E-12",TRUE,"27-07-2020","","",""
"3357","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF07679","Immunoglobulin I-set domain",1880,1962,"1.2E-10",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3358","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF13927","Immunoglobulin domain",1299,1378,"1.6E-10",TRUE,"27-07-2020","","",""
"3359","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF07679","Immunoglobulin I-set domain",1401,1482,"5.3E-6",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3360","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF13927","Immunoglobulin domain",1204,1282,"1.8E-13",TRUE,"27-07-2020","","",""
"3361","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF00041","Fibronectin type III domain",1583,1668,"1.1E-11",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3362","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF04937","Protein of unknown function (DUF 659)",177,323,"5.1E-28",TRUE,"27-07-2020","IPR007021","Domain of unknown function DUF659",""
"3363","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF00041","Fibronectin type III domain",1488,1567,"2.1E-9",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3364","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF00041","Fibronectin type III domain",1784,1866,"1.2E-11",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3365","g21498.t1",2.30179554259543,4.13905954990042,9.90099218271748,5.04380697154867e-10,1.0362770113927e-08,12.8104151056523,"g21498","7d5bc826e2cec43eae95eed92e855cdf",2457,"Pfam","PF07679","Immunoglobulin I-set domain",1117,1190,"1.4E-8",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3366","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF00041","Fibronectin type III domain",1344,1420,"8.1E-14",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3367","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF00041","Fibronectin type III domain",859,938,"2.4E-14",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3368","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF00041","Fibronectin type III domain",1052,1139,"1.1E-12",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3369","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF00041","Fibronectin type III domain",1153,1235,"2.1E-11",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3370","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF13927","Immunoglobulin domain",388,469,"1.2E-13",TRUE,"27-07-2020","","",""
"3371","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF07679","Immunoglobulin I-set domain",1253,1333,"9.4E-6",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3372","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF07679","Immunoglobulin I-set domain",300,381,"1.3E-12",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3373","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF00041","Fibronectin type III domain",953,1036,"1.1E-17",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"3374","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF07679","Immunoglobulin I-set domain",487,564,"1.6E-10",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3375","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF13927","Immunoglobulin domain",576,654,"1.9E-9",TRUE,"27-07-2020","","",""
"3376","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF07679","Immunoglobulin I-set domain",204,291,"1.3E-13",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"3377","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF13927","Immunoglobulin domain",778,840,"3.7E-8",TRUE,"27-07-2020","","",""
"3378","g21501.t1",2.09162709832227,4.43939723816289,9.68436241911813,7.78709935504389e-10,1.46467235710518e-08,12.3006571988618,"g21501","bba199ec0043f7d1abcd72d7c63baf8b",1808,"Pfam","PF13927","Immunoglobulin domain",671,749,"3.5E-14",TRUE,"27-07-2020","","",""
"3379","g21504.t1",0.774720705832026,5.45251464009054,9.97410236651765,4.3619139625476e-10,9.26768558538329e-09,12.6062393764339,"g21504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","g21508.t2",0.907211244009884,5.38448980349196,9.88041968404511,5.25485854653815e-10,1.06387656821367e-08,12.4334882382164,"g21508","4e5afe92fb505e031feae271844c049a",156,"Pfam","PF04930","FUN14 family",59,153,"5.5E-25",TRUE,"27-07-2020","IPR007014","FUN14",""
"3381","g21514.t1",3.05256574018256,8.22206210101513,25.3350041963065,4.91047165733481e-19,1.68619863648712e-15,33.5647094974779,"g21514","cd67e153945808534c0b061d4eb32ca5",1078,"Pfam","PF07714","Protein tyrosine kinase",304,436,"7.2E-23",TRUE,"27-07-2020","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672|GO:0006468"
"3382","g21514.t1",3.05256574018256,8.22206210101513,25.3350041963065,4.91047165733481e-19,1.68619863648712e-15,33.5647094974779,"g21514","cd67e153945808534c0b061d4eb32ca5",1078,"Pfam","PF07714","Protein tyrosine kinase",940,1067,"3.4E-39",TRUE,"27-07-2020","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672|GO:0006468"
"3383","g21514.t1",3.05256574018256,8.22206210101513,25.3350041963065,4.91047165733481e-19,1.68619863648712e-15,33.5647094974779,"g21514","cd67e153945808534c0b061d4eb32ca5",1078,"Pfam","PF02019","WIF domain",35,164,"5.1E-31",TRUE,"27-07-2020","IPR003306","WIF domain",""
"3384","g2153.t1",3.65298633038039,-4.71142780639747,9.67173364745039,7.98822950031118e-10,1.49534432335525e-08,11.8008900598094,"g2153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","g21536.t1",2.67227635720802,5.70873614960541,7.54092397180218,7.9486528438754e-08,6.27669483188782e-07,7.34482608938857,"g21536","bc6f606d9bdce6849e267f3381015b8d",542,"Pfam","PF03015","Male sterility protein",400,493,"2.1E-24",TRUE,"27-07-2020","IPR033640","Fatty acyl-CoA reductase, C-terminal",""
"3386","g21536.t1",2.67227635720802,5.70873614960541,7.54092397180218,7.9486528438754e-08,6.27669483188782e-07,7.34482608938857,"g21536","bc6f606d9bdce6849e267f3381015b8d",542,"Pfam","PF07993","Male sterility protein",58,327,"1.5E-69",TRUE,"27-07-2020","IPR013120","Male sterility, NAD-binding",""
"3387","g21537.t1",-2.55819302254092,2.08758290253925,-10.0195167641265,3.98691892112855e-10,8.66776360384593e-09,13.2558829545053,"g21537","0f448169216005134e66ddb65b2d30b3",1086,"Pfam","PF01403","Sema domain",47,471,"1.3E-39",TRUE,"27-07-2020","IPR001627","Sema domain","GO:0005515"
"3388","g21537.t1",-2.55819302254092,2.08758290253925,-10.0195167641265,3.98691892112855e-10,8.66776360384593e-09,13.2558829545053,"g21537","0f448169216005134e66ddb65b2d30b3",1086,"Pfam","PF07714","Protein tyrosine kinase",815,1059,"7.3E-81",TRUE,"27-07-2020","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672|GO:0006468"
"3389","g21537.t1",-2.55819302254092,2.08758290253925,-10.0195167641265,3.98691892112855e-10,8.66776360384593e-09,13.2558829545053,"g21537","0f448169216005134e66ddb65b2d30b3",1086,"Pfam","PF01833","IPT/TIG domain",594,676,"5.2E-11",TRUE,"27-07-2020","IPR002909","IPT domain",""
"3390","g21537.t1",-2.55819302254092,2.08758290253925,-10.0195167641265,3.98691892112855e-10,8.66776360384593e-09,13.2558829545053,"g21537","0f448169216005134e66ddb65b2d30b3",1086,"SignalP_EUK","SignalP-noTM","",1,22,"-",TRUE,"27-07-2020","","",""
"3391","g21538.t1",5.65756222620124,1.97014264421254,9.39186447080816,1.41299579834845e-09,2.33535231787983e-08,12.0658238909026,"g21538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","g21542.t3",1.30737349932459,5.46301121407583,11.0520398073214,5.52371156019315e-11,1.77326628123958e-09,14.7341130311754,"g21542","77a7e7090c20e1e2ba034b0b73a6f171",420,"Pfam","PF00069","Protein kinase domain",52,265,"6.6E-27",TRUE,"27-07-2020","IPR000719","Protein kinase domain","GO:0004672|GO:0005524|GO:0006468"
"3393","g21542.t3",1.30737349932459,5.46301121407583,11.0520398073214,5.52371156019315e-11,1.77326628123958e-09,14.7341130311754,"g21542","77a7e7090c20e1e2ba034b0b73a6f171",420,"Pfam","PF12605","Casein kinase 1 gamma C terminal",367,391,"4.2E-9",TRUE,"27-07-2020","IPR022247","Casein kinase 1 gamma C-terminal","GO:0004674"
"3394","g21559.t1",4.71421354017178,-2.16519014629545,6.8673748310818,3.85216157007489e-07,2.32833246292029e-06,6.56976763720628,"g21559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",461,496,"0.012",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3396","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",561,592,"2.4E-6",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3397","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",142,176,"3.2E-4",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3398","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",384,414,"0.18",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3399","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",643,676,"4.6E-4",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3400","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",598,635,"3.2E-4",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3401","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF04003","Dip2/Utp12 Family",771,874,"1.4E-13",TRUE,"27-07-2020","IPR007148","Small-subunit processome, Utp12",""
"3402","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",100,134,"2.4E-7",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3403","g21565.t1",-0.526027663523283,5.23924291978061,-7.83593965518115,4.05637445677516e-08,3.59300562918714e-07,7.98903122167215,"g21565","8b540989a3200c5d8c65e248976238f3",877,"Pfam","PF00400","WD domain, G-beta repeat",180,217,"2.0E-4",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"3404","g21569.t1",8.85931190401985,2.15798579450959,7.91286175995335,3.41022828779173e-08,3.10857165021617e-07,8.9569655002994,"g21569","2db5dc325987bbb48dfe228efca7454d",396,"Pfam","PF03953","Tubulin C-terminal domain",261,345,"2.6E-23",TRUE,"27-07-2020","IPR018316","Tubulin/FtsZ, 2-layer sandwich domain",""
"3405","g21569.t1",8.85931190401985,2.15798579450959,7.91286175995335,3.41022828779173e-08,3.10857165021617e-07,8.9569655002994,"g21569","2db5dc325987bbb48dfe228efca7454d",396,"Pfam","PF00091","Tubulin/FtsZ family, GTPase domain",3,210,"6.7E-65",TRUE,"27-07-2020","IPR003008","Tubulin/FtsZ, GTPase domain","GO:0003924"
"3406","g21570.t1",1.59205043599298,4.99186085033671,11.3261881116375,3.3372437481676e-11,1.17173072657128e-09,15.3806453856908,"g21570","0f3d854fe739aef7e675ce4ee36861eb",707,"Pfam","PF00057","Low-density lipoprotein receptor domain class A",263,300,"1.9E-6",TRUE,"27-07-2020","IPR002172","Low-density lipoprotein (LDL) receptor class A repeat","GO:0005515"
