"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"1689","g19816",-3.82065987994168,3.44032361794162,-4.17874532954177,0.000161315185262796,0.00179070361663242,"scaffold_60",1613,"MALT_CULPI","J9K4K7","Alpha amylase, catalytic domain","Y",1353332,"A",-0.321423812,"A","A","A"
"1690","g2684",-1.99643677852744,4.31949606548033,-4.17693920098375,0.000161965667613476,0.00179601143771769,"scaffold_677",529,NA,NA,"Low-density lipoprotein receptor domain class A,Immunoglobulin domain","Y",92898,"A",-0.189990998,"A","A","A"
"1691","g10200",3.5410358297713,-1.86637048399809,4.17692698627893,0.000162016275089287,0.00179601143771769,"scaffold_72",1132,NA,NA,NA,"N",1284286,"A",0.153484757,"A","A","A"
"1692","g15114",2.66791165078171,4.31568340548906,4.17666438881135,0.000162080716444522,0.00179601143771769,"scaffold_405",1429,NA,NA,NA,"N",311851,"A",-0.155767055,"A","A","A"
"1693","g10091",5.06288949681819,2.72429881997227,4.17809706556705,0.000162353684754135,0.00179797355904033,"scaffold_130",810,NA,NA,"Ribonuclease T2 family","Y",951268,"A",-0.102713299,"A","A","A"
"1694","g3908",3.10854369350835,-0.950935407201639,4.17569549269857,0.000162492221245542,0.00179844548768163,"scaffold_104",653,NA,NA,NA,"N",1087456,"A",0.216634848,"A","A","A"
"1695","g22621",-3.59624082265042,0.363221069417696,-4.17540312752559,0.000162657962330955,0.00179921777919945,"scaffold_6",821,NA,"A0A2P8ZG59","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"1696","g2673",-4.43180531307712,-0.703890158318275,-4.17585835968487,0.000162761328923982,0.00179929962028051,"scaffold_221",632,NA,NA,"Carboxylesterase family","Y",641268,"A",-0.341545576,"A","A","A"
"1697","g17496",-2.09190805325634,1.57134974532705,-4.17275912014042,0.000163708736031533,0.00180870659508263,"scaffold_41",1705,"SPOPB_XENLA","N6U5F7","BTB/POZ domain","Y",1577355,"A",0.165155028,"A","A","A"
"1698","g9987",-3.19881354387975,2.62348248562464,-4.16721352982183,0.000166064698372801,0.00183365549457695,"scaffold_53",532,"PEBPH_CAEEL","Q16LF6","Phosphatidylethanolamine-binding protein","Y",1421213,"A",0.153286275,"A","A","A"
"1699","g4784",2.89907103776828,-2.26969953066318,4.1657584370608,0.000166673690379755,0.00183929665740437,"scaffold_193",594,NA,NA,NA,"N",713562,"A",-0.023922091,"A","A","A"
"1700","g1958",-2.41169657949661,0.53377597332506,-4.16468715063403,0.000167127693751953,0.00184322184126787,"scaffold_218",1365,"VGLU2_HUMAN","A0A2J7QA10","Major Facilitator Superfamily","Y",649598,"A",-0.150086793,"A","A","A"
"1701","g22665",-2.39396698888066,2.24548609000357,-4.16302840453785,0.000167838939298496,0.00184997782063933,"scaffold_6",842,NA,"A0A2J7R4W8","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"1702","g1482",-3.82329723080676,2.34507121667102,-4.16212717952977,0.000168330854615104,0.00185430974922361,"scaffold_20",949,"GGHA_DICDI","A0A3Q0ILW1","Peptidase C26","Y",2080048,"A",-0.276802087,"A","A","A"
"1703","g19237",2.97666617863481,-3.40039397182317,4.15918080078909,0.000169506136006994,0.00186616003757788,"scaffold_421",213,NA,NA,NA,"N",295146,"A",-0.00802893,"A","A","A"
"1704","g22717",2.46532258590232,5.365269384002,4.15805017937529,0.000169991796121157,0.00187040855955139,"scaffold_6",1324,NA,"J9K4G4","CUB domain","Y",2881478,"A",-0.080544033,"A","A","A"
"1705","g19506",-2.28414271078074,3.84035751528513,-4.15778275120637,0.0001701079977766,0.00187058935502257,"scaffold_7",1054,"ACOD_HUMAN","J9JQB9","Fatty acid desaturase","Y",2872801,"A",0.125011388,"A","A","A"
"1706","g23072",-3.28945095772295,-2.37825652710286,-4.15518436204807,0.000171264986798924,0.00188139998755562,"scaffold_82",710,NA,"A0A212FDA2","IPT/TIG domain","Y",1220856,"A",-0.13113478,"A","A","A"
"1707","g14556",1.37491885764177,10.4755769550097,4.15492380760732,0.000171357439924851,0.00188139998755562,"scaffold_419",7121,"SPTCB_DROME","A0A2J7RAX6","Spectrin repeat,Calponin homology (CH) domain,Pleckstrin homology domain","Y",297481,"A",0.073039327,"A","A","A"
"1708","g21117",-2.67001293815519,-0.0784354348317139,-4.15468066407149,0.000171465272352478,0.00188139998755562,"scaffold_341",1031,NA,"A0A139WD60","Carboxylesterase family","Y",391211,"A",0.28096253,"A","A","A"
"1709","g14538",-2.84004294971911,0.846563851945321,-4.15462301913603,0.000171492483798206,0.00188139998755562,"scaffold_145",1241,NA,"R4FLB9","Ecdysteroid kinase","Y",902093,"A",-0.013096565,"A","A","A"
"1710","g3757",-2.98748244966932,0.367918697114636,-4.15393877597401,0.00017179642061228,0.00188363221640914,"scaffold_1620",1177,"VGL2B_DANRE","A0A437B905","Major Facilitator Superfamily","Y",11278,"A",-0.362098533,"A","A","A"
"1711","g18893",-2.67413861530476,1.30084236333509,-4.15274087248043,0.00017231880279181,0.00188825554269061,"scaffold_425",1922,NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y",291072,"A",0.240349395,"A","A","A"
"1712","g16788",3.62731852931587,-4.02697085417618,4.1526174395829,0.00017243677562267,0.00188844457134897,"scaffold_8",970,NA,NA,NA,"N",2847527,"A",0.125929299,"A","A","A"
"1713","g12567",-2.42767467413826,0.204965151730368,-4.15207591012646,0.000172611366887554,0.00188891481014226,"scaffold_326",1398,NA,"J9JVG0","Carboxylesterase family","Y",405242,"A",-0.000799771,"A","A","A"
"1714","g10460",-3.90849612246974,-1.18070377153127,-4.1522190263629,0.000172681208842276,0.00188891481014226,"scaffold_23",1753,NA,NA,"Predicted AAA-ATPase","Y",1994711,"A",-0.220666726,"A","A","A"
"1715","g8590",-2.88120514462013,0.0173212610827689,-4.15092725258109,0.00017312325023327,0.00189188866513102,"scaffold_447",385,NA,NA,NA,"N",269477,"A",-0.019476095,"A","A","A"
"1716","g23462",-2.30108756808116,0.92035528848474,-4.15084733439741,0.000173154885560021,0.00189188866513102,"scaffold_48",1252,"DDL_WOLWR","A0A1A9VJZ8","D-ala D-ala ligase N-terminus,D-ala D-ala ligase C-terminus","Y",1470363,"A",0.232023323,"A","A","A"
"1717","g13976",-2.83366602545957,4.65734595190568,-4.14881144495266,0.000174062491774674,0.00190069752957679,"scaffold_39",940,NA,NA,"Peptidase C13 family","Y",1602743,"A",-0.171190146,"A","A","A"
"1718","g660",2.77749202663964,5.89194390424162,4.14819864553684,0.000174334907366576,0.001902564131674,"scaffold_132",2341,"PCE_TACTR","A0A482XBK3","Trypsin","Y",944065,"A",0.057402153,"A","A","A"
"1719","g8589",-2.85686000199802,3.53498023003422,-4.14742648863729,0.000174680986291212,0.00190523200231177,"scaffold_447",268,NA,NA,NA,"N",269477,"A",-0.019476095,"A","A","A"
"1720","g20067",-3.93057458128625,-1.25178661641666,-4.14479291114328,0.000176003365633283,0.00191829807886534,"scaffold_604",1438,NA,NA,NA,"N",140827,"A",0.214317724,"A","A","A"
"1721","g20462",-3.13633116595552,-3.46484294661113,-4.14414547910307,0.000176163187052986,0.00191829807886534,"scaffold_1353",380,"PLXA4_HUMAN","N6T8S8","Plexin cytoplasmic RasGAP domain","Y",15514,"A",-1.574364817,"A","A","A"
"1722","g7647",-2.54895909742556,-0.53969465634844,-4.14406814062458,0.000176185892143907,0.00191829807886534,"scaffold_92",1246,"FPPS_CHICK","A0A067RTI2","Polyprenyl synthetase","Y",1188863,"A",-1.147387023,"A","A","A"
"1723","g9136",2.28210238917352,2.93149850828627,4.14334881235769,0.00017651004834869,0.00192071206993012,"scaffold_680",1326,NA,NA,NA,"N",91533,"A",-0.116132877,"A","A","A"
"1724","g12281",-2.82038608097218,0.83975196395337,-4.13669610028397,0.00017954361255355,0.00195103214786533,"scaffold_209",948,NA,NA,"Carboxylesterase family","Y",669739,"A",-0.339148443,"A","A","A"
"1725","g913",-4.80414392600584,-1.85506098676039,-4.1382461187868,0.000179543884364788,0.00195103214786533,"scaffold_675",2488,"YRD6_CAEEL","A0A3Q0JHJ1",NA,"Y",93493,"A",0.629283879,"A","A","A"
"1726","g12680",-3.51610926714082,-3.54830457348423,-4.13665687646116,0.000179608591776391,0.00195103214786533,"scaffold_272",429,NA,"A0A2P8XH20","Glycosyl hydrolases family 31","Y",510019,"A",-0.233176055,"A","A","A"
"1727","g18116",1.96062587137508,2.43917470493479,4.13459303619126,0.000180509369693861,0.00195968162848304,"scaffold_859",1761,NA,"A0A067R0R3","Immunoglobulin I-set domain,Immunoglobulin domain","Y",35811,"A",-0.743364146,"A","A","A"
"1728","g833",-2.53269937765742,2.74476380232688,-4.13416954009648,0.000180705572643774,0.00196067637818178,"scaffold_127",577,NA,NA,NA,"N",957964,"A",-0.014110982,"A","A","A"
"1729","g6434",3.76842258709183,-2.21923507904789,4.13335322666703,0.000181185083650925,0.00196474212456402,"scaffold_184",373,NA,NA,NA,"N",759718,"A",-0.446570669,"A","A","A"
"1730","g1419",-2.19050571949517,5.59423294542098,-4.13138643400855,0.000181996441111723,0.00197239958058017,"scaffold_20",2697,NA,NA,NA,"N",2080048,"A",-0.276802087,"A","A","A"
"1731","g13772",-3.88485585395761,-1.96784033485231,-4.13026703389276,0.000182656095861943,0.00197840504986457,"scaffold_1641",2480,NA,"A0A482WJY3","Ankyrin repeats (many copies)","Y",11053,"A",-5.63197732,"A","A","A"
"1732","g20567",2.55428903288175,1.90619090568828,4.12875071626522,0.000183228408695608,0.00198345810313738,"scaffold_227",490,NA,NA,NA,"N",625897,"A",0.166562426,"A","A","A"
"1733","g5063",-1.80663668858134,2.52492956956769,-4.12820459392946,0.000183483983970727,0.00198507860096201,"scaffold_155",1862,NA,NA,NA,"N",863585,"A",0.17527447,"A","A","A"
"1734","g15571",1.51877572814748,4.41806341784577,4.1272603402846,0.000183927754041081,0.00198873209949033,"scaffold_166",2786,"RN207_DANRE","J9JQP5","Zinc finger, C3HC4 type (RING finger),Actin interacting protein 3,B-box zinc finger","Y",818316,"A",0.308824859,"A","A","A"
"1735","g15239",2.03763708096852,2.46326646780281,4.12567312148219,0.000184676100463335,0.00199567274212511,"scaffold_230",1708,"ZN668_MACFA,ZN425_MACFA",NA,"Zinc finger, C2H2 type","Y",618070,"A",-0.301260178,"A","A","A"
"1736","g5000",-3.28599785456316,0.815285754935648,-4.12488813426847,0.000185071822097601,0.00199766158324327,"scaffold_176",1841,"DHGL_DROME","A0A2P8ZHS7","GMC oxidoreductase","Y",803147,"A",-0.044774936,"A","A","A"
"1737","g12210",3.90378129127278,-1.4549794996112,4.12514391815258,0.000185073239644437,0.00199766158324327,"scaffold_449",1160,NA,"Q8A7P0","Predicted AAA-ATPase","Y",264459,"A",0.417029838,"A","A","A"
"1738","g17103",-2.52904141178479,1.87958846536278,-4.12127913904993,0.00018676407074534,0.00201475233740183,"scaffold_219",1781,NA,NA,"C2H2-type zinc finger,Zinc finger, C2H2 type","Y",649525,"A",0.039959354,"A","A","A"
"1739","g8180",-3.08232401403108,3.61108986338368,-4.12105306431266,0.000186882801437063,0.00201487386092208,"scaffold_66",1183,"CYSP_SCHJA","A0A0U4DX43","Papain family cysteine protease","Y",1324262,"A",-0.483923326,"A","A","A"
"1740","g17542",-2.2110618254536,2.64729204378609,-4.11974522194929,0.00018749779641176,0.00202034263501384,"scaffold_41",1023,NA,NA,"Farnesoic acid 0-methyl transferase","Y",1577355,"A",0.165155028,"A","A","A"
"1741","g15661",1.84875511182672,2.11940238811699,4.11948934563282,0.000187620517945482,0.00202050378573225,"scaffold_21",1124,"DPEP1_HUMAN","J9JMM4","Membrane dipeptidase (Peptidase family M19)","Y",2065129,"A",-0.086951811,"A","A","A"
"1742","g1498",3.15627631608844,-2.90109856652609,4.11598809208445,0.000189323789648666,0.00203767608043791,"scaffold_20",270,NA,NA,NA,"N",2080048,"A",-0.276802087,"A","A","A"
"1743","g5032",-2.94615208178925,-1.128916719223,-4.11488773812041,0.000189847969315782,0.00204189013257479,"scaffold_155",496,NA,NA,"Ecdysteroid kinase","Y",863585,"A",0.17527447,"A","A","A"
"1744","g22942",-2.5897293381835,-0.194598882559987,-4.11470121422623,0.000189933137298546,0.00204189013257479,"scaffold_37",238,NA,NA,NA,"N",1648890,"A",-0.516653857,"A","A","A"
"1745","g346",-3.0834115226878,1.1304662305364,-4.11324774548633,0.000190651311880924,0.00204843635900026,"scaffold_42",1741,"VNNL1_DROME","J9K095","Carbon-nitrogen hydrolase","Y",1571520,"A",-0.296514865,"A","A","A"
"1746","g2605",1.61976981958316,6.6887980695977,4.11275536825371,0.000190879855175971,0.00204960668619254,"scaffold_90",2754,NA,"J9LII4","DDB1-and CUL4-substrate receptor 15, WD repeat","Y",1197345,"A",-0.385385309,"A","A","A"
"1747","g7835",-1.83796969527404,5.73796580790538,-4.11255258111994,0.000190978872514714,0.00204960668619254,"scaffold_307",862,"FABG_THEMA","A0A482XBH5","Enoyl-(Acyl carrier protein) reductase","Y",447214,"A",-0.504153506,"A","A","A"
"1748","g22551",-3.1547598654353,0.119873037766689,-4.11205233134382,0.000191239086386576,0.00205122518916586,"scaffold_587",599,NA,NA,"bZIP transcription factor","Y",153686,"A",0.229636822,"A","A","A"
"1749","g21255",-4.42647060383771,7.92173239882663,-4.11217059980453,0.000191604592727126,0.0020539705597718,"scaffold_43",1399,NA,NA,"PBP/GOBP family","Y",1553300,"A",-0.218640579,"A","A","A"
"1750","g15710",-5.27184760837158,2.81031811391996,-4.1134608178928,0.000191944317245402,0.00205643657373374,"scaffold_59",2111,"PAO_PSESP","Q8XUN6",NA,"Y",1359663,"A",-0.669052076,"A","A","A"
"1751","g4662",-1.53945731131903,3.51613940294102,-4.10810914400662,0.000193161340778808,0.00206829353413014,"scaffold_501",687,"PLS1_MOUSE","A0A087U3V7","Scramblase","Y",222918,"A",-0.514202815,"A","A","A"
"1752","g1393",2.35291791088463,0.140814441385101,4.10665786269016,0.000193879638315606,0.00207473678786075,"scaffold_20",2049,NA,NA,"PD-(D/E)XK nuclease superfamily,Predicted AAA-ATPase","Y",2080048,"A",-0.276802087,"A","A","A"
"1753","g16187",-1.65871054874605,4.26863150023346,-4.1064463191503,0.00019398440392127,0.00207473678786075,"scaffold_54",998,"LST_PHOPY","A0A482XRQ3","Sulfotransferase domain","Y",1412569,"A",0.132418539,"A","A","A"
"1754","g7375",4.0573766938431,-3.60011026829294,4.10592078344012,0.000194468449682624,0.00207872802913313,"scaffold_774",1181,NA,NA,"7tm Odorant receptor","Y",52062,"A",0.280672545,"A","A","A"
"1755","g10458",-2.69529877740579,3.58082229187343,-4.10412226839577,0.000195142279227062,0.00208474221836364,"scaffold_23",2211,NA,"A0A261DD54","Predicted AAA-ATPase","Y",1994711,"A",-0.220666726,"A","A","A"
"1756","g19267",-2.60144161737126,2.2253181327365,-4.10181585538294,0.000196295683245861,0.00209587002572702,"scaffold_18",1235,"AADAT_BOVIN","A0A2A3ETA7","Aminotransferase class I and II","Y",2121024,"A",0.062807853,"A","A","A"
"1757","g7332",-1.68709722466425,7.87891895086758,-4.10073338607388,0.000196838750395939,0.00209958163456175,"scaffold_149",1572,"TRE12_DROSE","A0A2P8YT21","Sugar (and other) transporter","Y",892767,"A",-0.02607312,"A","A","A"
"1758","g16583",-3.85500327388159,0.0282825328654906,-4.10096368324698,0.000196867273644437,0.00209958163456175,"scaffold_213",2312,NA,NA,NA,"N",663385,"A",0.023143658,"A","A","A"
"1759","g15844",3.19798997102165,-4.71416071693206,4.09998373811753,0.000197236020790058,0.00210038273748899,"scaffold_182",214,NA,NA,NA,"N",777760,"A",-0.134473112,"A","A","A"
"1760","g3537",-2.51899522167459,-1.36528900516161,-4.09974056767521,0.000197339552965923,0.00210038273748899,"scaffold_10",2151,"PPO3_DROME","A0A0L0C2T8","Hemocyanin, all-alpha domain,Hemocyanin, copper containing domain,Hemocyanin, ig-like domain","Y",2776264,"A",-0.506933192,"A","A","A"
"1761","g5289",-2.57239280381739,1.70846914429206,-4.09969258625247,0.000197364008373596,0.00210038273748899,"scaffold_500",634,NA,NA,"Gamma interferon inducible lysosomal thiol reductase (GILT)","Y",222989,"A",-0.292949631,"A","A","A"
"1762","g4731",-3.1746947553915,-0.394429531357793,-4.09967416068465,0.000197390494610678,0.00210038273748899,"scaffold_181",1975,NA,NA,"Predicted AAA-ATPase","Y",778394,"A",0.11410331,"A","A","A"
"1763","g2004",-3.5474734524036,-0.211301501096125,-4.09940159159021,0.000197574205579972,0.00210106229024766,"scaffold_581",1392,NA,"J9MAL5","Major Facilitator Superfamily","Y",161916,"A",-0.485204043,"A","A","A"
"1764","g4218",3.49671442881875,-4.33262242895868,4.09917726753285,0.000197678483118933,0.00210106229024766,"scaffold_28",199,NA,NA,NA,"N",1812903,"A",0.061554665,"A","A","A"
"1765","g9383",2.28434013454942,2.01099907240656,4.09732677931021,0.000198560627618177,0.00210889970074698,"scaffold_153",902,NA,NA,NA,"N",873851,"A",-0.707359672,"A","A","A"
"1766","g18796",-4.4459084465148,-1.20406905406701,-4.09811323033655,0.000198640827325146,0.00210889970074698,"scaffold_114",439,NA,NA,NA,"N",1045659,"A",-0.645627953,"A","A","A"
"1767","g4488",-1.70134456425525,4.10467284213879,-4.09636964518816,0.000199046994944356,0.00211201590730715,"scaffold_94",1449,"VGLU1_HUMAN","A0A1W4XVW4","Major Facilitator Superfamily","Y",1173942,"A",-0.107696948,"A","A","A"
"1768","g4186",-2.06206374793204,4.83581029177074,-4.09438571953996,0.000200059052597987,0.0021215538332351,"scaffold_28",2504,"AASS_BOVIN","T1HVD2","Saccharopine dehydrogenase C-terminal domain,Alanine dehydrogenase/PNT, C-terminal domain,Alanine dehydrogenase/PNT, N-terminal domain,Saccharopine dehydrogenase NADP binding domain","Y",1812903,"A",0.061554665,"A","A","A"
"1769","g17697",1.60782522557381,4.73241947471036,4.09319061244973,0.00020067115906032,0.00212473220327433,"scaffold_136",1856,"ZFP26_MOUSE",NA,"Zinc finger, C2H2 type,C2H2-type zinc finger","Y",931572,"A",-0.204187468,"A","A","A"
"1770","g1022",1.74143176299513,2.73989332243779,4.09318390063206,0.000200674601997838,0.00212473220327433,"scaffold_197",1408,"CD5R1_BOVIN","A0A2J7RQU1","Cyclin-dependent kinase 5 activator protein","Y",695333,"A",-0.302706707,"A","A","A"
"1771","g3763",-1.61739524405714,3.18782154859183,-4.09313684188186,0.000200698742972897,0.00212473220327433,"scaffold_777",1428,"VGLU2_RAT","T1IC35","Major Facilitator Superfamily","Y",51939,"A",-0.356334687,"A","A","A"
"1772","g8844",-2.71825478365073,4.48038503700634,-4.08261366033211,0.000206172126440648,0.00218144537169058,"scaffold_2",1648,"CATA_DROME","A0A067RLP1","Catalase-related immune-responsive,Catalase","Y",3312200,"A",-0.03043378,"A","A","A"
"1773","g3875",-3.66579676198935,-3.53382853889136,-4.08057004339473,0.000207346388407696,0.00219263250775855,"scaffold_31",458,NA,NA,NA,"N",1715383,"A",0.241031092,"A","A","A"
"1774","g6675",-2.28516234118676,1.68985752102327,-4.07903254464231,0.000208065446214404,0.00219899608290522,"scaffold_1424",1464,NA,NA,"Ankyrin repeats (3 copies)","Y",14283,"A",0.151493397,"A","A","A"
"1775","g18556",-2.06703455688962,4.68917084028221,-4.0787966781196,0.000208190811171462,0.00219908141895986,"scaffold_312",1492,"FACR1_DROME","T1H8B9","Male sterility protein","Y",428059,"A",0.372173189,"A","A","A"
"1776","g13918",-3.5296435039197,1.89498306241671,-4.07847466400191,0.000208428532819185,0.00220035279382145,"scaffold_118",1288,NA,NA,NA,"N",993109,"A",-0.041123667,"A","A","A"
"1777","g21439",4.61134379226611,-1.54617568440458,4.0747803181888,0.000211022170063553,0.00222647983484612,"scaffold_348",535,NA,NA,"RING-variant domain","Y",384002,"A",-0.179294032,"A","A","A"
"1778","g6649",2.41593917501965,1.8235558307835,4.0704925146209,0.000212655552776078,0.00224245160798576,"scaffold_347",459,NA,"J9K4T1",NA,"Y",385342,"A",-0.174770372,"A","A","A"
"1779","g17638",-2.65888001292718,1.31306353286909,-4.06826873173855,0.000213868425111559,0.00225397363823306,"scaffold_448",2486,"FGFR2_DROME","A0A482XBJ6","Immunoglobulin domain,Protein tyrosine kinase","Y",266916,"A",0.210466457,"A","A","A"
"1780","g22648",-2.16002128960506,0.293154045650879,-4.0633242644549,0.000216585214414621,0.00228132369947176,"scaffold_6",836,NA,"A0A482XJX4","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"1781","g8679",3.34593666870854,-1.64536573806981,4.06062121875683,0.000218125520391642,0.00229625793476861,"scaffold_337",303,NA,NA,NA,"N",394383,"A",-0.232714823,"A","A","A"
"1782","g2683",-4.07343257760069,3.93805573213597,-4.0588967287053,0.000219326737487048,0.00230760774475009,"scaffold_677",641,NA,NA,"Laminin G domain","Y",92898,"A",-0.189990998,"A","A","A"
"1783","g3461",-2.71667990719584,0.381176099934151,-4.05646688410912,0.000220414325334007,0.0023164709515213,"scaffold_10",737,NA,NA,NA,"N",2776264,"A",-0.506933192,"A","A","A"
"1784","g18580",-5.28294974496222,-1.89370324926931,-4.05955690081498,0.00022041624500048,0.0023164709515213,"scaffold_312",1055,"CCH1R_DROME","J9JWL6","7 transmembrane receptor (rhodopsin family)","Y",428059,"A",0.372173189,"A","A","A"
"1785","g11550",1.4918761396194,8.95597065360975,4.05615020253706,0.000220590254031525,0.00231700093716362,"scaffold_65",1581,"TCPZ_BOVIN","Q2F6C3","TCP-1/cpn60 chaperonin family","Y",1324386,"A",0.045272809,"A","A","A"
"1786","g5417",-1.53971234117096,5.72101931272705,-4.05405169161621,0.000221775585363041,0.00232814694847237,"scaffold_195",1055,NA,NA,"Ecdysteroid kinase","Y",708106,"A",-0.006726191,"A","A","A"
"1787","g18767",4.46361503363229,-0.801246645139713,4.05371101406448,0.000222554420378027,0.00233501557228183,"scaffold_114",377,NA,NA,NA,"N",1045659,"A",-0.645627953,"A","A","A"
"1788","g20716",-2.15000828901595,2.85323577063986,-4.05095844395442,0.000223534313683236,0.00234398481389653,"scaffold_131",1309,NA,"A0A182FNJ0","Phosphatidylethanolamine-binding protein","Y",945783,"A",0.121337146,"A","A","A"
"1789","g9866",5.0381561410075,-1.71705215332068,4.05304996918079,0.000223680056803561,0.00234420200391838,"scaffold_80",1569,NA,NA,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),Fic/DOC family,N-terminal conserved domain of Nudc.","Y",1236135,"A",0.12319606,"A","A","A"
"1790","g15431",-2.38619388607844,3.57327835895139,-4.0454697672527,0.000226689227768646,0.00237441135834321,"scaffold_29",989,"PSH_DROME","X1X3A7","Trypsin","Y",1762846,"A",0.042220582,"A","A","A"
"1791","g4831",-2.26804296542474,4.37298822094339,-4.0443433887654,0.000227341895725922,0.0023799180362732,"scaffold_304",1102,NA,NA,"Annexin","Y",450191,"A",-0.303096258,"A","A","A"
"1792","g3598",-2.43853834063367,1.43653881592093,-4.04403375126143,0.000227521976589855,0.0023804740731491,"scaffold_1016",1826,NA,"A0A261DD54","Predicted AAA-ATPase","Y",24151,"A",1.192035911,"A","A","A"
"1793","g14914",2.32513548375956,0.0556129380222068,4.04139486068316,0.000229059693186259,0.00239522598301682,"scaffold_33",1521,"HMX3_DANRE","J9MAN2","Homeodomain","Y",1685622,"A",0.059508469,"A","A","A"
"1794","g13911",-2.40221642236328,4.64323202072897,-4.03960684751478,0.000230107732680948,0.00240484385732168,"scaffold_118",1357,NA,NA,NA,"N",993109,"A",-0.041123667,"A","A","A"
"1795","g3364",4.28699846127506,-2.92052912929183,4.03982147698639,0.000230436305113418,0.00240693609168327,"scaffold_84",1028,NA,NA,NA,"N",1218258,"A",0.187609239,"A","A","A"
"1796","g9689",-1.90688512564789,7.47214457204744,-4.03824312759516,0.000230909864454974,0.00241053955939104,"scaffold_111",384,NA,NA,NA,"N",1061684,"A",-0.156802555,"A","A","A"
"1797","g8705",1.805232948458,3.62381983882657,4.03587272518861,0.000232311213161249,0.00242381910715651,"scaffold_251",1200,NA,"D6WKZ3",NA,"Y",539445,"A",0.233603158,"A","A","A"
"1798","g3787",-2.36407462342841,0.877464810291808,-4.03388076199934,0.000233495552532245,0.00243482097576588,"scaffold_189",1323,"VGLU3_DANRE","T1IC35","Major Facilitator Superfamily","Y",748106,"A",0.1394694,"A","A","A"
"1799","g14720",-3.25106841701702,5.0469344506915,-4.03367806199597,0.000233648154113412,0.00243505794412027,"scaffold_309",1020,"CATL_DROME","U4U785","Papain family cysteine protease,Cathepsin propeptide inhibitor domain (I29)","Y",442925,"A",0.324811728,"A","A","A"
"1800","g20712",-2.11418529364499,4.01096156937891,-4.0326685695842,0.000234218863603025,0.00243964970760728,"scaffold_131",2479,NA,NA,"Predicted AAA-ATPase","Y",945783,"A",0.121337146,"A","A","A"
"1801","g4836",4.14665490465009,-2.0106899626229,4.03286945936554,0.000234456931763955,0.00244077346676424,"scaffold_304",1871,NA,"A0A0R3QEM9","GAG-pre-integrase domain","Y",450191,"A",-0.303096258,"A","A","A"
"1802","g538",-3.50550889317227,-3.52254352905405,-4.03171878865771,0.000234862412968144,0.00244363783614857,"scaffold_262",2348,NA,NA,"DNA/RNA non-specific endonuclease","Y",520221,"A",-0.020481646,"A","A","A"
"1803","g18263",-3.14218013634595,0.709307998488514,-4.02778198478257,0.000237179648923931,0.00246637894491114,"scaffold_381",1871,NA,NA,NA,"N",349709,"A",-0.372928631,"A","A","A"
"1804","g1511",-2.14201240956197,4.54519130559753,-4.02575522030484,0.000238387759528476,0.00247756768481119,"scaffold_20",1262,NA,"A0A482WU47","Ecdysteroid kinase","Y",2080048,"A",-0.276802087,"A","A","A"
"1805","g1818",3.00117430765452,-3.1917357270718,4.0227827909851,0.000240214812458159,0.00249517314059724,"scaffold_229",535,NA,NA,"Immunoglobulin I-set domain","Y",622971,"A",-0.172915102,"A","A","A"
"1806","g19827",-2.54228211974678,0.0452996240868285,-4.02238183183559,0.000240449429687329,0.00249622721883042,"scaffold_1241",863,NA,NA,"Major Facilitator Superfamily","Y",17620,"A",-1.369529476,"A","A","A"
"1807","g7046",-2.50105966065372,5.69135390695648,-4.02097983241414,0.000241310844159867,0.00250378362875116,"scaffold_249",4649,"UDB10_HUMAN","A0A2P8YRX1","UDP-glucoronosyl and UDP-glucosyl transferase","Y",540863,"A",-0.439826644,"A","A","A"
"1808","g10563",-1.81525569071079,5.90249052440349,-4.01761351206108,0.00024339153147615,0.00252397556617607,"scaffold_637",1916,"PERO_DROME","J9JZ85","Animal haem peroxidase","Y",115262,"A",0.024441666,"A","A","A"
"1809","g16527",-2.48029098502099,2.67327937121562,-4.01580221339157,0.000244519380411052,0.00253426968674783,"scaffold_25",1800,NA,NA,"Predicted AAA-ATPase","Y",1916934,"A",0.236780962,"A","A","A"
"1810","g9289",-1.75097698361015,2.19776623253136,-4.0146116920415,0.000245262501688544,0.00254056720671741,"scaffold_58",1088,NA,"A0A2P8XTM5","Arrestin (or S-antigen), N-terminal domain,Arrestin (or S-antigen), C-terminal domain","Y",1360862,"A",0.057971928,"A","A","A"
"1811","g18186",1.61170894939389,4.75017217431395,4.0140753006175,0.000245598317363983,0.00254264100069426,"scaffold_78",578,"APOD_CAVPO","A0A482X4G8","Lipocalin / cytosolic fatty-acid binding protein family","Y",1238903,"A",-0.410988649,"A","A","A"
"1812","g5210",-2.24896160045902,4.20635344608816,-4.01385296815322,0.00024573772672601,0.00254268026400991,"scaffold_224",996,NA,NA,"Pterin 4 alpha carbinolamine dehydratase","Y",632881,"A",0.004857207,"A","A","A"
