seq	length	PV04.asn	PV13.asn	PV21.asn	PV23.asn	b.status.asn	A.lo	B.lo	A.st	B.st	AB.ratio.st	AB.ratio.lo	b.status.kmer	b.status.old.final	norm_cov_PV04	norm_cov_PV13	norm_cov_PV21	norm_cov_PV23	fraction_of_B_windows	cov.b.status	b.status.final	assignment_changes
scaffold_1275	17055	Y	Y	Y	Y	A	10837	4977	15705	109	-7.157668	-1.12246	A	A	18.9751853311563	9.65953689605409	7.85146853294006	7.16931686733247	1	B	Bc	A -> Bc
scaffold_1276	17023	Y	Y	Y	NA	A	15692	92	15742	42	-8.516158	-7.398675	A	A	0.385753429799373	0.871842462082408	0.383645791503219	0.393230583750142	0	A	A	A -> A
scaffold_1277	17008	Y	Y	Y	Y	A	15818	750	16302	266	-5.932154	-4.396702	A	A	0.436107201171105	1.10084155781724	0.694442739578055	0.640381889571353	0	A	A	A -> A
scaffold_1278	16973	Y	Y	Y	Y	A	3734	136	3835	35	-6.735462	-4.76886	A	A	15.7669725803727	16.2379428888219	17.7713230562039	17.1867772365141	0	A	A	A -> A
scaffold_1279	16960	Y	Y	Y	Y	A	7987	4044	8494	3537	-1.26368	-0.9816946	A	B2	0.76022652628418	0.572547168622677	0.352628524031894	0.402113100571857	0	A	A	B2 -> A
scaffold_1280	16949	Y	NA	NA	NA	A	647	12	659	0	-9.366322	-5.63941	A	A	0.00234033368991986	0.00243172701077849	0.00211656726808508	0.00203326870753841	0	A	A	A -> A
scaffold_1281	16919	Y	Y	Y	Y	A	16344	3	16347	0	-13.99683	-11.99656	A	A	5.49471970422086	7.31182900956313	8.45477612961037	8.48065136284396	0	A	A	A -> A
scaffold_1282	16916	Y	Y	Y	Y	A	16544	210	16754	0	-14.0323	-6.293008	A	A	2.08200082577933	1.97687194035145	2.06558202092718	2.01493833395787	0	A	A	A -> A
scaffold_1283	16904	Y	Y	Y	Y	A	16355	47	16402	0	-14.00167	-8.41257	A	A	1.90300283392452	1.29421279985889	2.17766890013906	1.47188289154271	0	A	A	A -> A
scaffold_1284	16903	Y	Y	Y	Y	A	6493	266	6758	1	-11.72259	-4.604196	A	A	0.656234633935777	0.33441431627183	0.41042291013094	0.493158897994428	0	A	A	A -> A
scaffold_1285	16880	Y	Y	Y	Y	A	14738	895	15593	40	-8.571151	-4.039996	A	A	0.758857421691721	0.978932463119453	0.627278992324594	0.52799165838479	0	A	A	A -> A
scaffold_1286	16879	Y	Y	Y	Y	A	16009	695	16700	4	-11.70572	-4.523742	A	A	1.23298894581761	0.925382131991701	0.428323422701456	1.08158816533342	0	A	A	A -> A
scaffold_1287	16872	Y	Y	NA	NA	B	15545	565	15656	454	-5.104797	-4.779598	A	B3	0.252560854306251	0.797650073610867	0.146704239973486	0.134855569494452	0	A	Bc	B3 -> Bc
scaffold_1288	16861	Y	Y	Y	Y	A	9045	7631	10006	6670	-0.5850346	-0.2452188	A	B2	1.48527579152826	1.30852306263853	1.09950671882973	1.05742680721419	0.5	Bc	Bc	B2 -> Bc
scaffold_1289	16860	NA	Y	NA	NA	A	1835	539	2047	327	-2.642448	-1.765535	A	A	0.204584013662894	0.309773332803503	0.203164154083292	0.181154792355692	0	A	A	A -> A
scaffold_1290	16827	Y	Y	Y	Y	A	15964	202	16161	5	-11.39536	-6.297289	A	A	0.942383124073341	0.475801457097803	1.18282967683332	1.57665162351944	0	A	A	A -> A
scaffold_1291	16824	Y	Y	Y	Y	A	16701	46	16721	26	-9.274572	-8.473144	A	A	1.96583994895182	2.46818159350325	2.94896565269008	2.83679108489874	0	A	A	A -> A
scaffold_1292	16809	NA	Y	NA	NA	A	9038	57	9078	17	-8.978393	-7.283966	A	A	0.00954995026556311	0.241381616376407	0.0219600429977045	0.0203131364147347	0	A	A	A -> A
scaffold_1293	16785	Y	Y	Y	Y	A	14904	1458	15240	1122	-3.762528	-3.352745	A	A	1.32979468123041	1.00705675741948	1.36747255213822	0.942035549617949	0	A	A	A -> A
scaffold_1294	16763	Y	Y	Y	Y	A	15699	220	15844	75	-7.703813	-6.150574	A	A	2.60028620760843	2.4886647017718	3.1205917269751	3.00661301096466	0	A	A	A -> A
scaffold_1295	16745	Y	Y	Y	Y	A	16554	63	16617	0	-14.02046	-8.014979	A	A	0.684682731828163	1.55214838090013	1.12527377718702	1.39322895452842	0	A	A	A -> A
scaffold_1296	16730	Y	Y	Y	Y	A	16186	320	16431	75	-7.756293	-5.656119	A	A	1.41492971491845	1.03108423622547	1.32634240692453	1.32043369882208	0	A	A	A -> A
scaffold_1297	16705	Y	Y	Y	Y	A	14521	25	14546	0	-13.82843	-9.125513	A	A	0.767432389317418	0.587871216357798	1.21837467975303	1.01915313054954	0	A	A	A -> A
scaffold_1298	16705	Y	Y	Y	Y	A	10791	1198	11953	36	-8.335752	-3.170059	A	A	0.479297336861663	0.362830340277017	0.308406822816841	0.149435474673749	0	A	A	A -> A
scaffold_1299	16698	Y	Y	Y	Y	A	15231	426	15657	0	-13.93461	-5.156726	A	A	1.22038830396186	1.14826556513665	2.41946084525912	1.70639958291924	0	A	A	A -> A
scaffold_1300	16681	Y	Y	Y	Y	A	16005	141	16119	27	-9.169209	-6.816578	A	A	11.3273914757052	6.20822038095441	8.61613851854319	7.83540135877091	0	A	A	A -> A
scaffold_1301	16642	Y	Y	NA	Y	A	9006	136	9090	52	-7.422303	-6.038799	A	A	0.351582118123979	0.467240498673647	0.323955788820246	0.287391453102853	0	A	A	A -> A
scaffold_1302	16637	Y	Y	Y	Y	A	14478	2069	15396	1151	-3.740437	-2.806259	A	A	3.17915282547905	2.87907755261069	3.0268244652029	2.6545740399811	0	A	A	A -> A
scaffold_1303	16588	Y	Y	Y	Y	A	15708	13	15721	0	-13.9405	-10.13195	A	A	0.408412626916652	1.04446309619229	1.21212317825284	1.55744635787484	0	A	A	A -> A
scaffold_1304	16560	Y	Y	NA	NA	B	4151	915	4161	905	-2.199694	-2.180387	A	B1	64.9964810539947	23.163995708375	0.0371407578608467	0.0190423434725232	1	B	B	B1 -> B
scaffold_1305	16514	Y	Y	Y	Y	A	3099	38	3135	2	-10.02975	-6.31265	A	A	3.97801737890134	7.79276142034569	4.44507534242972	3.45532022352922	0	A	A	A -> A
scaffold_1306	16510	Y	Y	Y	Y	A	1118	25	1143	0	-10.15987	-5.427555	A	A	34.3860612202767	33.7323278188989	44.1145892333888	33.4618843578423	0	A	A	A -> A
scaffold_1307	16510	Y	Y	Y	Y	A	10154	2219	11155	1218	-3.19405	-2.193559	A	B2	0.912703864271908	0.562115650959461	0.501773742992269	0.489325339285423	0	A	A	B2 -> A
scaffold_1308	16505	Y	Y	Y	Y	A	8004	493	8389	108	-6.266271	-4.018318	A	A	0.881613272525947	0.305914940922312	0.543433468417204	0.524728327278059	0	A	A	A -> A
scaffold_1309	16505	Y	Y	Y	Y	A	1245	2	1247	0	-10.2854	-8.698126	A	A	28.8407681624533	29.9573628797695	37.2340113245994	28.4424982485867	0	A	A	A -> A
scaffold_1310	16485	Y	Y	Y	Y	A	16272	70	16342	0	-13.99639	-7.840446	A	A	2.72028414316011	2.94207566169822	2.71514546796829	2.85608432851627	0	A	A	A -> A
scaffold_1311	16477	Y	Y	Y	Y	A	4940	250	5186	4	-10.01876	-4.299044	A	A	0.670088020569415	0.241982521416934	0.362013667378034	0.489590902425911	0	A	A	A -> A
scaffold_1312	16468	Y	Y	Y	Y	A	10873	4098	12077	2894	-2.060746	-1.407539	A	B2	1.4747320909108	0.710523688742819	0.398044411087516	0.543040779419671	0	A	A	B2 -> A
scaffold_1313	16422	Y	Y	Y	Y	A	14084	1856	14373	1567	-3.196464	-2.923114	A	A	2.04648762269392	1.64084196488195	2.05769969294869	2.15046025513612	0	A	A	A -> A
scaffold_1314	16368	Y	Y	Y	Y	A	15111	65	15176	0	-13.8896	-7.839013	A	A	2.23014563744534	1.05243090318935	2.35621283513046	2.20980139787224	0	A	A	A -> A
scaffold_1315	16359	Y	Y	Y	Y	A	9990	2942	11249	1683	-2.739961	-1.763342	A	B2	1.07943246438826	0.799122290960161	0.398779159791184	0.347625409341958	0.5	Bc	Bc	B2 -> Bc
scaffold_1316	16353	Y	Y	Y	Y	A	12891	996	13089	798	-4.034126	-3.692739	A	A	0.518073306683182	0.794942124121784	1.01323599812718	0.794222779778099	0	A	A	A -> A
scaffold_1317	16304	Y	Y	Y	Y	A	15453	51	15501	3	-11.92017	-8.215253	A	A	0.627593228609501	0.916617641215107	1.07685752012668	1.73065054823311	0	A	A	A -> A
scaffold_1318	16296	Y	Y	Y	Y	A	13284	1900	15180	4	-11.56805	-2.804968	A	A	11.6445198280877	17.1041058290697	18.6102429931453	14.293890418547	0	A	A	A -> A
scaffold_1319	16281	NA	Y	NA	NA	A	15941	279	16053	167	-6.578328	-5.831262	A	A	0.0429180038661487	0.886164355282198	0.0341877344313063	0.0412958829567116	0	A	A	A -> A
scaffold_1320	16215	Y	Y	Y	Y	A	15014	1041	15403	652	-4.560078	-3.848977	A	A	1.31249272751159	0.880888021345698	0.970362797516234	1.23224229785432	0	A	A	A -> A
scaffold_1321	16213	Y	Y	NA	NA	B	12693	993	13593	93	-7.176094	-3.674757	A	B3	0.347375335472852	0.883825671632532	0.333842455147888	0.354129262451327	0	A	Bc	B3 -> Bc
scaffold_1322	16204	Y	Y	Y	Y	A	13249	83	13329	3	-11.70239	-7.301387	A	A	0.828209747949626	0.715414280411368	0.669820766909303	0.854974828524413	0	A	A	A -> A
scaffold_1323	16196	Y	Y	Y	Y	A	15814	143	15886	71	-7.785634	-6.779081	A	A	4.26903139838222	4.17008132571283	3.85904398496834	3.72903436028609	0	A	A	A -> A
scaffold_1324	16186	Y	Y	Y	Y	A	1234	19	1249	4	-7.965784	-5.948367	A	A	8.27526884747482	8.47857821990604	13.8641942402014	8.3820638980759	0	A	A	A -> A
scaffold_1325	16139	Y	Y	Y	Y	A	15159	839	15310	688	-4.473921	-4.173737	A	A	0.104934031492221	0.886964915868449	0.767247743584978	0.865173756496522	0	A	A	A -> A
scaffold_1326	16103	Y	Y	Y	Y	A	1153	0	1153	0	-10.17243	-10.17243	A	A	31.0703047876433	29.150077972275	37.1912310635619	27.206803629906	0	A	A	A -> A
scaffold_1327	16087	Y	Y	Y	Y	A	14730	1166	15154	742	-4.350288	-3.657979	A	A	2.55889026518777	2.69565419659481	2.29668766867217	2.37904495022728	0	A	A	A -> A
scaffold_1328	16060	Y	Y	Y	Y	A	15755	126	15879	2	-12.36996	-6.954929	A	A	0.872809338813504	1.61380511486494	1.14746879948375	1.53888463480995	0	A	A	A -> A
scaffold_1329	16049	Y	Y	Y	Y	A	14641	1203	15814	30	-8.99481	-3.604205	A	A	1.02736707767956	1.35614187949528	1.41273763158402	1.36873360595644	0	A	A	A -> A
scaffold_1330	16017	Y	Y	Y	Y	A	9197	4025	9551	3671	-1.379237	-1.191973	A	B2	1.03434678978286	0.885331811040562	0.523867057831212	0.546356245621467	0	A	A	B2 -> A
scaffold_1331	15983	Y	Y	Y	Y	A	14531	774	14938	367	-5.343234	-4.228893	A	A	0.798553947788226	1.57758992495471	0.761443404183684	0.891197315042606	0	A	A	A -> A
scaffold_1332	15976	Y	Y	Y	Y	A	15321	227	15547	1	-12.92444	-6.070427	A	A	1.23460578420885	1.02417092065437	2.00993401290282	2.22084589191743	0	A	A	A -> A
scaffold_1333	15939	Y	Y	Y	Y	A	8357	149	8493	13	-9.244873	-5.800123	A	A	0.26845053769495	0.473406559750799	0.358936139991547	0.373780934847423	0	A	A	A -> A
scaffold_1334	15894	Y	Y	Y	Y	A	15653	144	15797	0	-13.94745	-6.754335	A	A	1.36233414034495	1.45744865411809	1.49331098107365	1.88617768292087	0	A	A	A -> A
scaffold_1335	15853	Y	Y	Y	Y	A	1021	0	1021	0	-9.997179	-9.997179	A	A	27.351203010341	28.5719598324056	35.2101433899797	26.2521350950651	0	A	A	A -> A
scaffold_1336	15836	Y	Y	Y	Y	A	14180	372	14510	42	-8.398595	-5.24864	A	A	1.18386821312613	0.599690630824297	0.918500761929145	0.882445135958554	0	A	A	A -> A
scaffold_1337	15829	Y	Y	Y	Y	A	13334	465	13799	0	-13.75238	-4.838744	A	A	3.56048270555336	3.64659999205255	3.75419587102793	3.66782450023624	0	A	A	A -> A
scaffold_1338	15828	Y	Y	Y	Y	A	1303	12	1314	1	-9.360847	-6.648288	A	A	22.91621154965	23.4405263928155	28.1299716095907	21.592834682872	0	A	A	A -> A
scaffold_1339	15800	Y	Y	Y	Y	A	10978	692	11628	42	-8.079175	-3.985747	A	B3	0.430880393371244	0.57160995059979	0.417984333544347	0.410627413284674	0	A	A	B3 -> A
scaffold_1340	15796	Y	Y	Y	Y	A	15156	314	15371	99	-7.264161	-5.588489	A	A	0.749483887919223	1.22731365401632	1.09958562978836	1.11088320109484	0	A	A	A -> A
scaffold_1341	15732	Y	Y	Y	Y	A	10224	1049	11085	188	-5.874209	-3.28364	A	A	0.465855901507047	0.566577855486215	0.769534407808327	0.829278743544209	0	A	A	A -> A
scaffold_1342	15720	Y	Y	Y	Y	A	15406	70	15476	0	-13.91784	-7.761551	A	A	1.52893136647711	1.38918293390917	1.63956630537138	1.60425715635641	0	A	A	A -> A
scaffold_1343	15699	Y	Y	Y	Y	A	14356	1290	15607	39	-8.60807	-3.475193	A	A	1.69162021657939	1.5721759643799	1.54784371421608	1.33108555043255	0	A	A	A -> A
scaffold_1344	15656	Y	Y	Y	Y	A	14208	1150	14810	548	-4.753719	-3.625845	A	B3	0.935226995476983	0.897842266303668	0.380419210083768	0.378161912054611	0	A	A	B3 -> A
scaffold_1345	15631	Y	Y	Y	Y	A	12308	235	12429	114	-6.756049	-5.704783	A	A	1.44658896833887	1.10297573991279	2.03529424142896	1.7411769497711	0	A	A	A -> A
scaffold_1346	15630	Y	Y	NA	Y	A	6623	236	6684	175	-5.24728	-4.804744	A	A	0.189829776851904	0.302282373032157	0.105684570101865	0.190931751902116	0	A	A	A -> A
scaffold_1347	15610	NA	NA	NA	NA	A	25	0	25	0	-4.70044	-4.70044	A	A	0.000213013531520372	0.000137626638314287	0.000303368796502666	0.000115674742175662	0	A	A	A -> A
scaffold_1348	15599	Y	Y	Y	Y	A	11849	2078	13671	256	-5.733312	-2.510925	A	A	0.757495824184076	0.571460693541337	0.270289322645867	0.335798888870787	0	A	A	A -> A
scaffold_1349	15594	Y	Y	Y	Y	A	12460	1435	12965	930	-3.799809	-3.117292	A	A	12.6425586021808	12.8091283290866	9.29492532392947	9.49309209990389	0	A	A	A -> A
scaffold_1350	15582	Y	Y	Y	Y	A	3659	64	3663	60	-5.908466	-5.81526	A	A	0.0270808700711296	0.235781569079365	0.516545874447403	0.509933364831619	0	A	A	A -> A
scaffold_1351	15577	Y	Y	Y	Y	A	3210	14	3223	1	-10.65464	-7.741916	A	A	2.95182985192275	3.60796082874497	4.17897706847542	3.01575294481826	0	A	A	A -> A
scaffold_1352	15543	Y	Y	Y	Y	A	12330	211	12541	0	-13.61448	-5.862082	A	A	0.479071185931723	0.568313695691996	0.496914581517651	0.445559556200003	0	A	A	A -> A
scaffold_1353	15514	Y	Y	Y	Y	A	15043	127	15170	0	-13.88903	-6.876901	A	A	0.951318431769983	1.01782943407345	0.983202487273414	1.29808077681292	0	A	A	A -> A
scaffold_1354	15468	Y	Y	Y	Y	A	15196	23	15218	1	-12.89359	-9.306536	A	A	1.31220651990316	1.40092675064476	1.77049361434987	1.78952573355708	0	A	A	A -> A
scaffold_1355	15465	Y	Y	NA	Y	A	5466	728	6189	5	-10.01076	-2.906759	A	A	0.0809939380290151	0.170853779450405	0.154248127618309	0.122813991756138	0	A	A	A -> A
scaffold_1356	15462	Y	Y	Y	Y	A	12167	664	12279	552	-4.472887	-4.193594	A	A	0.222880656119213	0.711760390084291	1.0717774079679	1.12310236400072	0	A	A	A -> A
scaffold_1357	15456	Y	Y	Y	Y	A	8151	1666	9662	155	-5.952853	-2.2899	A	A	0.9441482273896	0.421406951308277	0.520684315833221	0.544555955620001	0	A	A	A -> A
scaffold_1358	15450	Y	Y	Y	Y	A	14220	419	14572	67	-7.743547	-5.08149	A	A	0.213474278850665	1.36681763598142	0.467750844785652	0.491967936916535	0	A	A	A -> A
scaffold_1359	15432	Y	Y	Y	Y	A	14628	14	14642	0	-13.83792	-9.929653	A	A	1.1359054482668	0.506196590930017	1.72016245136016	1.65268414278499	0	A	A	A -> A
scaffold_1360	15420	Y	Y	Y	Y	A	3141	44	3185	0	-11.63753	-6.125614	A	A	192.335134095303	251.455107062863	243.610484986751	207.480872936998	0	A	A	A -> A
scaffold_1361	15413	Y	Y	Y	Y	A	1261	8	1269	0	-10.31061	-7.131571	A	A	52.8151558658484	49.9715403619193	66.701823544575	46.4126509066619	0	A	A	A -> A
scaffold_1362	15392	Y	Y	Y	Y	A	4916	54	4957	13	-8.468188	-6.482203	A	A	0.259664433308936	0.20334820411775	0.438925548387323	0.419120546115121	0	A	A	A -> A
scaffold_1363	15341	Y	Y	Y	Y	A	11799	50	11848	1	-12.53248	-7.854074	A	A	1.77354690989621	1.15410015923984	1.76407903020185	1.69656885905603	0	A	A	A -> A
scaffold_1364	15340	Y	Y	Y	Y	A	14155	29	14184	0	-13.79208	-8.882235	A	A	0.604782013024792	0.431110598511112	1.66887383540577	1.70283647501589	0	A	A	A -> A
scaffold_1365	15333	Y	Y	Y	Y	A	14436	646	15082	0	-13.88064	-4.479861	A	A	1.62224630745265	1.97087355116464	2.13179357594654	2.20541227455645	0	A	A	A -> A
scaffold_1366	15317	NA	NA	NA	NA	A	1052	46	1092	6	-7.286723	-4.485701	A	A	0.0154129835031811	0.0195032453718197	0.0189982516838722	0.0165056452532625	0	A	A	A -> A
scaffold_1367	15251	Y	Y	Y	Y	A	12821	2327	14619	529	-4.785807	-2.461458	A	A	1.066489311788	0.900168350331517	0.932389090647648	0.352482119291614	0	A	A	A -> A
scaffold_1368	15168	Y	Y	Y	Y	A	1600	22	1611	11	-7.069674	-6.121196	A	A	13.4809864309442	12.9439481593406	17.4715350636461	12.9801055735675	0	A	A	A -> A
scaffold_1369	15168	Y	Y	Y	Y	A	14829	10	14839	0	-13.8572	-10.3968	A	A	1.36171386746242	1.37002763193985	1.52561186680532	1.52155460336597	0	A	A	A -> A
scaffold_1370	15165	Y	Y	NA	Y	A	1028	8	1036	0	-10.0182	-6.837102	A	A	10.8969671377362	10.9108722136663	13.7361322758096	10.536620016618	0	A	A	A -> A
scaffold_1371	15152	Y	Y	Y	Y	A	15089	11	15100	0	-13.88236	-10.29634	A	A	0.791623970121802	1.84901194734908	2.52599414656044	2.53357337200019	0	A	A	A -> A
scaffold_1372	15139	Y	Y	Y	Y	A	13737	196	13843	90	-7.249179	-6.123833	A	A	1.69051667511213	1.50097743989254	1.78939541930653	1.55633034099611	0	A	A	A -> A
scaffold_1373	15138	Y	Y	Y	Y	A	14151	0	14151	0	-13.78872	-13.78872	A	A	1.53049753204587	2.28413794841327	3.83617383558112	3.36968507144138	0	A	A	A -> A
scaffold_1374	15110	Y	Y	Y	Y	A	10473	12	10485	0	-13.35618	-9.654085	A	A	18.749884578571	20.9169810918444	25.9850840752425	19.3362371495137	0	A	A	A -> A
scaffold_1375	15084	Y	Y	Y	Y	A	14614	236	14850	0	-13.85827	-5.946419	A	A	0.700047857665672	0.870465226497587	1.4690256951617	1.59736717769922	0	A	A	A -> A
scaffold_1376	15051	Y	Y	Y	Y	A	8572	5906	13236	1242	-3.412678	-0.5373745	A	A	1.40149484826305	0.729571409325853	0.661450944564173	0.641802570911875	0	A	A	A -> A
scaffold_1377	15044	NA	Y	Y	Y	A	7177	500	7326	351	-4.379575	-3.840699	A	A	0.0253898992173864	0.246860513463665	0.354603051574449	0.358761139803516	0	A	A	A -> A
scaffold_1378	15038	NA	NA	NA	NA	A	504	11	515	0	-9.011227	-5.395177	A	A	0.000843608655668788	0.00054372214150926	0.000938163619242352	0.000953094706658629	0	A	A	A -> A
scaffold_1379	15011	Y	Y	Y	Y	A	13343	1401	14668	76	-7.573696	-3.250633	A	A	0.819012630670197	0.650246128766196	0.357936601182262	0.798927972107723	0	A	A	A -> A
scaffold_1380	15004	Y	Y	Y	Y	A	13152	529	13605	76	-7.465169	-4.633256	A	A	1.26747555505508	0.935500597512835	1.21614939071972	1.23415500415452	0	A	A	A -> A
scaffold_1381	14999	Y	Y	Y	Y	A	10709	1846	12506	49	-7.966592	-2.535703	A	B3	0.175919148696582	0.577850640206168	0.288952641149786	0.279084051548575	0	A	A	B3 -> A
scaffold_1382	14997	Y	Y	Y	Y	A	12031	2508	12716	1823	-2.801581	-2.261692	A	A	1.7732006456093	1.26443698589908	1.67440987754773	1.70023623714952	0	A	A	A -> A
scaffold_1383	14991	NA	NA	NA	NA	A	17	0	17	0	-4.169925	-4.169925	A	A	8.35163185256085e-05	6.2028907409256e-05	3.85786908847322e-05	0	0	A	A	A -> A
scaffold_1384	14970	Y	Y	Y	Y	A	10161	23	10173	11	-9.727637	-8.725934	A	A	0.278557889007751	0.223216838522278	0.57733712339745	0.872741491389562	0	A	A	A -> A
scaffold_1385	14969	Y	Y	Y	NA	A	5901	8597	6780	7718	0.1869159	0.5427972	B	B3	0.928544751609333	1.18027054295647	0.321365755800394	0.281915638899298	0	A	Bc	B3 -> Bc
scaffold_1386	14937	Y	Y	Y	Y	A	1375	33	1376	32	-5.382919	-5.338802	A	A	19.5380796877052	20.4798110444408	22.7672617721998	17.3093631372293	0	A	A	A -> A
scaffold_1387	14911	Y	Y	Y	Y	A	13837	120	13940	17	-9.597121	-6.837485	A	A	0.723072086781899	0.710991813153423	0.583890240117278	0.522572866941462	0	A	A	A -> A
scaffold_1388	14907	Y	Y	NA	NA	B	3405	11164	4078	10491	1.363002	1.712833	B	B1	1.14430775294184	0.874184053337107	0.0809977150893534	0.089020674823637	0.5	Bc	Bc	B1 -> Bc
scaffold_1389	14840	Y	Y	NA	NA	B	5633	539	5759	413	-3.798366	-3.383128	A	B3	0.286144736595162	0.292173599527805	0.0564827106089646	0.0707489532250444	0	A	Bc	B3 -> Bc
scaffold_1390	14831	Y	Y	Y	Y	A	10507	1360	11025	842	-3.709233	-2.948749	A	A	0.418400803258075	0.59955978859773	0.397043118701371	0.294253734990795	0	A	A	A -> A
scaffold_1391	14814	Y	Y	NA	Y	A	11427	1877	13228	76	-7.42463	-2.605304	A	A	0.539538877315466	0.79904863163261	0.57424381381924	0.663935547988725	0	A	A	A -> A
scaffold_1392	14811	Y	Y	Y	Y	A	13785	350	14135	0	-13.78709	-5.295589	A	A	1.03641217649157	0.811962274793875	0.686150074614696	0.930570716368791	0	A	A	A -> A
scaffold_1393	14755	Y	Y	Y	Y	A	14031	597	14583	45	-8.308537	-4.552431	A	A	1.65667004485483	1.60046696136859	1.64822722147501	1.63234982648789	0	A	A	A -> A
scaffold_1394	14742	Y	Y	Y	Y	A	2428	28	2456	0	-11.26268	-6.388166	A	A	3.30536193532646	6.64869540608094	3.74154206041774	2.96421740334642	0	A	A	A -> A
scaffold_1395	14738	Y	Y	Y	Y	A	14329	306	14634	1	-12.83714	-5.544656	A	A	1.33374716138355	1.68259226557677	1.79014595020192	1.71122370843448	0	A	A	A -> A
scaffold_1396	14730	Y	Y	Y	Y	A	14217	342	14333	226	-5.980605	-5.373366	A	A	1.19263367302892	1.35476948991885	1.7688066734121	1.77575881001645	0	A	A	A -> A
scaffold_1397	14714	Y	Y	Y	Y	A	13244	82	13318	8	-10.53127	-7.318121	A	A	0.580888838841657	0.743008421393381	1.37618256839388	1.2344515225077	0	A	A	A -> A
scaffold_1398	14702	Y	Y	Y	Y	A	14066	164	14230	0	-13.79675	-6.413705	A	A	1.67028695831691	1.47157670698223	1.95015633137693	1.80035028266997	0	A	A	A -> A
scaffold_1399	14690	Y	Y	Y	Y	A	10283	4260	11499	3044	-1.91712	-1.271138	A	A	1.62083403712254	0.918211008774182	0.837804662059438	0.611202528552111	0	A	A	A -> A
scaffold_1400	14678	Y	Y	Y	Y	A	11355	530	11771	114	-6.677582	-4.418599	A	A	0.323732710245294	0.673211362532795	0.525208544127885	0.517316997670213	0	A	A	A -> A
scaffold_1401	14662	Y	Y	Y	Y	A	14562	1	14563	0	-13.83012	-12.83002	A	A	3.42891447553629	3.62418332643585	3.5122215539146	3.42736766646573	0	A	A	A -> A
scaffold_1402	14659	Y	Y	Y	Y	A	14170	14	14184	0	-13.79208	-9.883763	A	A	0.370503725390838	0.582709248219335	1.48171107015535	1.23935059222209	0	A	A	A -> A
scaffold_1403	14656	Y	Y	Y	Y	A	2540	73	2613	0	-11.35204	-5.101727	A	A	0.0202550532064636	0.108428468554736	0.077373071723047	0.0335717427784748	0	A	A	A -> A
scaffold_1404	14652	Y	Y	Y	Y	A	14483	41	14500	24	-9.180009	-8.429855	A	A	0.838968338869809	1.32803212322042	1.60375125161549	1.51713452483749	0	A	A	A -> A
scaffold_1405	14627	Y	Y	Y	Y	A	14046	384	14334	96	-7.207341	-5.18926	A	A	2.80051705046638	2.31797084059831	2.87114191171442	2.8913928216491	0	A	A	A -> A
scaffold_1406	14626	Y	Y	Y	Y	A	13663	801	13792	672	-4.357186	-4.090634	A	A	0.679096522342961	0.945954406814651	1.00217969603499	0.958989230844427	0	A	A	A -> A
scaffold_1407	14623	Y	Y	Y	Y	A	11598	2302	12939	961	-3.749657	-2.332414	A	A	1.09742131636732	0.521590421185973	0.725354792437875	0.514936704736147	0	A	A	A -> A
scaffold_1408	14599	Y	Y	Y	Y	A	11806	280	11909	177	-6.064152	-5.392929	A	A	5.96317681061501	6.49221682592266	8.32763654664603	7.11344107919646	0	A	A	A -> A
scaffold_1409	14569	Y	Y	Y	Y	A	12876	1269	13678	467	-4.86931	-3.341896	A	A	0.491350899911792	0.940456125693826	0.541795627631461	0.649424070121703	0	A	A	A -> A
scaffold_1410	14569	Y	Y	Y	Y	A	13401	1000	14131	270	-5.704529	-3.742934	A	A	1.78052943715631	1.1543560284829	1.12707470062059	0.668591863666727	0	A	A	A -> A
scaffold_1411	14550	Y	Y	Y	Y	A	12469	596	13065	0	-13.67353	-4.384587	A	A	1.55953775125275	1.08247421681235	1.37817463170502	1.2325779175288	0	A	A	A -> A
scaffold_1412	14520	Y	Y	Y	Y	A	5305	17	5322	0	-12.37802	-8.203484	A	A	0.161001632790946	0.278294631494984	0.248985117393203	0.344723765457241	0	A	A	A -> A
scaffold_1413	14495	Y	Y	Y	Y	A	12890	1126	13979	37	-8.523149	-3.515805	A	A	0.366400165155866	0.890128390146321	0.683021693499315	0.836302318382509	0	A	A	A -> A
scaffold_1414	14480	Y	Y	Y	Y	A	14331	81	14359	53	-8.054881	-7.4494	A	A	1.37759416699511	0.944744843120169	2.38453134781671	2.22257449616319	0	A	A	A -> A
scaffold_1415	14467	Y	Y	Y	Y	A	14125	31	14156	0	-13.78923	-8.786065	A	A	0.405214608787043	0.828883566894784	2.12741489453112	2.08848303165577	0	A	A	A -> A
scaffold_1416	14463	Y	Y	Y	Y	A	13143	331	13435	39	-8.391888	-5.307077	A	A	28.7115731096222	31.2304664670757	24.8023561058669	25.3830837908731	0	A	A	A -> A
scaffold_1417	14461	NA	NA	NA	NA	A	1023	25	1047	1	-9.033423	-5.29956	A	A	0.00264624739597995	0.00248697150643986	0.00279695508914308	0.00144837810977696	0	A	A	A -> A
scaffold_1418	14434	Y	Y	Y	Y	A	3420	1658	3595	1483	-1.276902	-1.044104	A	B3	0.132774993900494	0.213827212663202	0.130290760578891	0.081228107333127	0	A	A	B3 -> A
scaffold_1419	14423	Y	Y	Y	Y	A	13683	665	14347	1	-12.80856	-4.360824	A	A	2.01539796933356	2.68964902299625	2.36645197040663	2.31946594111993	0	A	A	A -> A
