gene	seq	b.status.final
g21595	scaffold_123	A
g21596	scaffold_123	A
g21597	scaffold_123	A
g21598	scaffold_123	A
g21599	scaffold_123	A
g216	scaffold_360	B-A
g2160	scaffold_14	A
g21600	scaffold_123	A
g21601	scaffold_123	A
g21602	scaffold_123	A
g21603	scaffold_123	A
g21604	scaffold_123	A
g21605	scaffold_123	A
g21606	scaffold_123	A
g21607	scaffold_123	A
g21608	scaffold_123	A
g21609	scaffold_123	A
g2161	scaffold_14	A
g21610	scaffold_123	A
g21611	scaffold_123	A
g21612	scaffold_123	A
g21613	scaffold_123	A
g21614	scaffold_123	A
g21615	scaffold_123	A
g21616	scaffold_123	A
g21617	scaffold_123	A
g21618	scaffold_123	A
g21619	scaffold_123	A
g2162	scaffold_14	A
g21620	scaffold_123	A
g21621	scaffold_123	A
g21622	scaffold_123	A
g21623	scaffold_123	A
g21624	scaffold_123	A
g21625	scaffold_123	A
g21626	scaffold_123	A
g21627	scaffold_123	A
g21628	scaffold_123	A
g21629	scaffold_123	A
g2163	scaffold_14	A
g21630	scaffold_352	A
g21631	scaffold_352	A
g21632	scaffold_352	A
g21633	scaffold_352	A
g21634	scaffold_352	A
g21635	scaffold_352	A
g21636	scaffold_352	A
g21637	scaffold_352	A
g21638	scaffold_352	A
g21639	scaffold_352	A
g2164	scaffold_14	A
g21640	scaffold_352	A
g21641	scaffold_352	A
g21642	scaffold_352	A
g21643	scaffold_352	A
g21644	scaffold_352	A
g21645	scaffold_352	A
g21646	scaffold_352	A
g21647	scaffold_352	A
g21648	scaffold_352	A
g21649	scaffold_939	A
g2165	scaffold_14	A
g21650	scaffold_939	A
g21651	scaffold_939	A
g21652	scaffold_1385	Bc
g21653	scaffold_860	A
g21654	scaffold_860	A
g21655	scaffold_860	A
g21656	scaffold_9	A
g21657	scaffold_9	A
g21658	scaffold_9	A
g21659	scaffold_9	A
g2166	scaffold_14	A
g21660	scaffold_9	A
g21661	scaffold_9	A
g21662	scaffold_9	A
g21663	scaffold_9	A
g21664	scaffold_9	A
g21665	scaffold_9	A
g21666	scaffold_9	A
g21667	scaffold_9	A
g21668	scaffold_9	A
g21669	scaffold_9	A
g2167	scaffold_14	A
g21670	scaffold_9	A
g21671	scaffold_9	A
g21672	scaffold_9	A
g21673	scaffold_9	A
g21674	scaffold_9	A
g21675	scaffold_9	A
g21676	scaffold_9	A
g21677	scaffold_9	A
g21678	scaffold_9	A
g21679	scaffold_9	A
g2168	scaffold_14	A
g21680	scaffold_9	A
g21681	scaffold_9	A
g21682	scaffold_9	A
g21683	scaffold_9	A
g21684	scaffold_9	A
g21685	scaffold_9	A
g21686	scaffold_9	A
g21687	scaffold_9	A
g21688	scaffold_9	A
g21689	scaffold_9	A
g2169	scaffold_14	A
g21690	scaffold_9	A
g21691	scaffold_9	A
g21692	scaffold_9	A
g21693	scaffold_9	A
g21694	scaffold_9	A
g21695	scaffold_9	A
g21696	scaffold_9	A
g21697	scaffold_9	A
g21698	scaffold_9	A
g21699	scaffold_9	A
g217	scaffold_360	B-A
g2170	scaffold_14	A
g21700	scaffold_9	A
g21701	scaffold_9	A
g21702	scaffold_9	A
g21703	scaffold_9	A
g21704	scaffold_9	A
g21705	scaffold_9	A
g21706	scaffold_9	A
g21707	scaffold_9	A
g21708	scaffold_9	A
g21709	scaffold_9	A
g2171	scaffold_14	A
g21710	scaffold_9	A
g21711	scaffold_9	A
g21712	scaffold_9	A
g21713	scaffold_9	A
g21714	scaffold_9	A
g21715	scaffold_9	A
g21716	scaffold_9	A
g21717	scaffold_9	A
g21718	scaffold_9	A
g21719	scaffold_9	A
g2172	scaffold_14	A
g21720	scaffold_9	A
g21721	scaffold_9	A
g21722	scaffold_9	A
g21723	scaffold_9	A
g21724	scaffold_9	A
g21725	scaffold_9	A
g21726	scaffold_9	A
g21727	scaffold_9	A
g21728	scaffold_9	A
g21729	scaffold_9	A
g2173	scaffold_14	A
g21730	scaffold_9	A
g21731	scaffold_9	A
g21732	scaffold_9	A
g21733	scaffold_9	A
g21734	scaffold_9	A
g21735	scaffold_9	A
g21736	scaffold_9	A
g21737	scaffold_9	A
g21738	scaffold_9	A
g21739	scaffold_9	A
g2174	scaffold_14	A
g21740	scaffold_9	A
g21741	scaffold_9	A
g21742	scaffold_9	A
g21743	scaffold_9	A
g21744	scaffold_9	A
g21745	scaffold_9	A
g21746	scaffold_9	A
g21747	scaffold_9	A
g21748	scaffold_9	A
g21749	scaffold_9	A
g2175	scaffold_14	A
g21750	scaffold_9	A
g21751	scaffold_9	A
g21752	scaffold_9	A
g21753	scaffold_9	A
g21754	scaffold_9	A
g21755	scaffold_9	A
g21756	scaffold_9	A
g21757	scaffold_9	A
g21758	scaffold_9	A
g21759	scaffold_9	A
g2176	scaffold_14	A
g21760	scaffold_9	A
g21761	scaffold_9	A
g21762	scaffold_9	A
g21763	scaffold_9	A
g21764	scaffold_9	A
g21765	scaffold_9	A
g21766	scaffold_9	A
g21767	scaffold_9	A
g21768	scaffold_9	A
g21769	scaffold_9	A
g2177	scaffold_14	A
g21770	scaffold_9	A
g21771	scaffold_9	A
g21772	scaffold_9	A
g21773	scaffold_9	A
g21774	scaffold_9	A
g21775	scaffold_9	A
g21776	scaffold_9	A
g21777	scaffold_9	A
g21778	scaffold_9	A
g21779	scaffold_9	A
g2178	scaffold_14	A
g21780	scaffold_9	A
g21781	scaffold_9	A
g21782	scaffold_9	A
g21783	scaffold_9	A
g21784	scaffold_9	A
g21785	scaffold_856	A
g21786	scaffold_420	A
g21787	scaffold_420	A
g21788	scaffold_420	A
g21789	scaffold_420	A
g2179	scaffold_14	A
g21790	scaffold_420	A
g21791	scaffold_420	A
g21792	scaffold_420	A
g21793	scaffold_420	A
g21794	scaffold_420	A
g21795	scaffold_420	A
g21796	scaffold_420	A
g21797	scaffold_420	A
g21798	scaffold_420	A
g21799	scaffold_420	A
g218	scaffold_360	B-A
g2180	scaffold_14	A
g21800	scaffold_420	A
g21801	scaffold_420	A
g21802	scaffold_1367	A
g21803	scaffold_541	A
g21804	scaffold_541	A
g21805	scaffold_541	A
g21806	scaffold_541	A
g21807	scaffold_541	A
g21808	scaffold_541	A
g21809	scaffold_541	A
g2181	scaffold_14	A
g21810	scaffold_541	A
g21811	scaffold_541	A
g21812	scaffold_541	A
g21813	scaffold_541	A
g21814	scaffold_541	A
g21815	scaffold_541	A
g21816	scaffold_541	A
g21817	scaffold_541	A
g21818	scaffold_541	A
g21819	scaffold_541	A
g2182	scaffold_14	A
g21820	scaffold_541	A
g21821	scaffold_541	A
g21822	scaffold_541	A
g21823	scaffold_541	A
g21824	scaffold_541	A
g21825	scaffold_365	A
g21826	scaffold_365	A
g21827	scaffold_365	A
g21828	scaffold_365	A
g21829	scaffold_365	A
g2183	scaffold_14	A
g21830	scaffold_365	A
g21831	scaffold_365	A
g21832	scaffold_365	A
g21833	scaffold_365	A
g21834	scaffold_365	A
g21835	scaffold_365	A
g21836	scaffold_365	A
g21837	scaffold_365	A
g21838	scaffold_365	A
g21839	scaffold_365	A
g2184	scaffold_14	A
g21840	scaffold_365	A
g21841	scaffold_365	A
g21842	scaffold_365	A
g21843	scaffold_365	A
g21844	scaffold_365	A
g21845	scaffold_365	A
g21846	scaffold_365	A
g21847	scaffold_365	A
g21848	scaffold_365	A
g21849	scaffold_365	A
g2185	scaffold_14	A
g21850	scaffold_365	A
g21851	scaffold_365	A
g21852	scaffold_365	A
g21853	scaffold_365	A
g21854	scaffold_365	A
g21855	scaffold_611	A
g21856	scaffold_611	A
g21857	scaffold_611	A
g21858	scaffold_239	A
g21859	scaffold_239	A
g2186	scaffold_14	A
g21860	scaffold_239	A
g21861	scaffold_239	A
g21862	scaffold_239	A
g21863	scaffold_239	A
g21864	scaffold_239	A
g21865	scaffold_239	A
g21866	scaffold_239	A
g21867	scaffold_239	A
g21868	scaffold_239	A
g21869	scaffold_239	A
g2187	scaffold_14	A
g21870	scaffold_239	A
g21871	scaffold_239	A
g21872	scaffold_239	A
g21873	scaffold_239	A
g21874	scaffold_239	A
g21875	scaffold_239	A
g21876	scaffold_239	A
g21877	scaffold_239	A
g21878	scaffold_239	A
g21879	scaffold_792	A
g2188	scaffold_14	A
g21880	scaffold_792	A
g21881	scaffold_792	A
g21882	scaffold_792	A
g21883	scaffold_792	A
g21884	scaffold_461	A
g21885	scaffold_461	A
g21886	scaffold_461	A
g21887	scaffold_461	A
g21888	scaffold_461	A
g21889	scaffold_1136	A
g2189	scaffold_14	A
g21890	scaffold_1136	A
g21891	scaffold_1136	A
g21892	scaffold_1136	A
g21893	scaffold_1136	A
g21894	scaffold_634	A
g21895	scaffold_634	A
g21896	scaffold_634	A
g21897	scaffold_634	A
g21898	scaffold_634	A
g21899	scaffold_634	A
g219	scaffold_360	B-A
g2190	scaffold_14	A
g21900	scaffold_22	A
g21901	scaffold_22	A
g21902	scaffold_22	A
g21903	scaffold_22	A
g21904	scaffold_22	A
g21905	scaffold_22	A
g21906	scaffold_22	A
g21907	scaffold_22	A
g21908	scaffold_22	A
g21909	scaffold_22	A
g2191	scaffold_14	A
g21910	scaffold_22	A
g21911	scaffold_22	A
g21912	scaffold_22	A
g21913	scaffold_22	A
g21914	scaffold_22	A
g21915	scaffold_22	A
g21916	scaffold_22	A
g21917	scaffold_22	A
g21918	scaffold_22	A
g21919	scaffold_22	A
g2192	scaffold_14	A
g21920	scaffold_22	A
g21921	scaffold_22	A
g21922	scaffold_22	A
g21923	scaffold_22	A
g21924	scaffold_22	A
g21925	scaffold_22	A
g21926	scaffold_22	A
g21927	scaffold_22	A
g21928	scaffold_22	A
g21929	scaffold_22	A
g2193	scaffold_14	A
g21930	scaffold_22	A
g21931	scaffold_22	A
g21932	scaffold_22	A
g21933	scaffold_22	A
g21934	scaffold_22	A
g21935	scaffold_22	A
g21936	scaffold_22	A
g21937	scaffold_22	A
g21938	scaffold_22	A
g21939	scaffold_22	A
g2194	scaffold_14	A
g21940	scaffold_22	A
g21941	scaffold_22	A
g21942	scaffold_22	A
g21943	scaffold_22	A
g21944	scaffold_22	A
g21945	scaffold_22	A
g21946	scaffold_22	A
g21947	scaffold_22	A
g21948	scaffold_22	A
g21949	scaffold_22	A
g2195	scaffold_14	A
g21950	scaffold_22	A
g21951	scaffold_22	A
g21952	scaffold_22	A
g21953	scaffold_22	A
g21954	scaffold_22	A
g21955	scaffold_22	A
g21956	scaffold_22	A
g21957	scaffold_22	A
g21958	scaffold_22	A
g21959	scaffold_22	A
g2196	scaffold_14	A
g21960	scaffold_22	A
g21961	scaffold_22	A
g21962	scaffold_22	A
g21963	scaffold_22	A
g21964	scaffold_22	A
g21965	scaffold_22	A
g21966	scaffold_22	A
g21967	scaffold_22	A
g21968	scaffold_22	A
g21969	scaffold_22	A
g2197	scaffold_14	A
g21970	scaffold_22	A
g21971	scaffold_22	A
g21972	scaffold_22	A
g21973	scaffold_22	A
g21974	scaffold_22	A
g21975	scaffold_22	A
g21976	scaffold_22	A
g21977	scaffold_22	A
g21978	scaffold_22	A
g21979	scaffold_22	A
g2198	scaffold_14	A
g21980	scaffold_22	A
g21981	scaffold_22	A
g21982	scaffold_22	A
g21983	scaffold_22	A
g21984	scaffold_22	A
g21985	scaffold_22	A
g21986	scaffold_22	A
g21987	scaffold_22	A
g21988	scaffold_22	A
g21989	scaffold_928	A
g2199	scaffold_14	A
g21990	scaffold_928	A
g21991	scaffold_928	A
g21992	scaffold_928	A
g21993	scaffold_928	A
g21994	scaffold_871	A
g21995	scaffold_871	A
g21996	scaffold_871	A
g21997	scaffold_871	A
g21998	scaffold_871	A
g21999	scaffold_997	A
g22	scaffold_93	A
g220	scaffold_360	B-A
g2200	scaffold_14	A
g22000	scaffold_1038	A
g22001	scaffold_865	A
g22002	scaffold_865	A
g22003	scaffold_1291	A
g22004	scaffold_124	A
g22005	scaffold_124	A
g22006	scaffold_124	A
g22007	scaffold_124	A
g22008	scaffold_124	A
g22009	scaffold_124	A
g2201	scaffold_14	A
g22010	scaffold_124	A
g22011	scaffold_124	A
g22012	scaffold_124	A
g22013	scaffold_124	A
g22014	scaffold_124	A
g22015	scaffold_124	A
g22016	scaffold_124	A
g22017	scaffold_124	A
g22018	scaffold_124	A
g22019	scaffold_124	A
g2202	scaffold_14	A
g22020	scaffold_124	A
g22021	scaffold_124	A
g22022	scaffold_124	A
g22023	scaffold_124	A
g22024	scaffold_124	A
g22025	scaffold_124	A
g22026	scaffold_124	A
g22027	scaffold_124	A
g22028	scaffold_124	A
g22029	scaffold_124	A
g2203	scaffold_14	A
g22030	scaffold_124	A
g22031	scaffold_124	A
g22032	scaffold_124	A
g22033	scaffold_124	A
g22034	scaffold_124	A
g22035	scaffold_124	A
g22036	scaffold_124	A
g22037	scaffold_124	A
g22038	scaffold_124	A
g22039	scaffold_124	A
g2204	scaffold_14	A
g22040	scaffold_342	A
g22041	scaffold_342	A
g22042	scaffold_342	A
g22043	scaffold_342	A
g22044	scaffold_342	A
g22045	scaffold_342	A
g22046	scaffold_342	A
g22047	scaffold_342	A
g22048	scaffold_342	A
g22049	scaffold_342	A
g2205	scaffold_14	A
g22050	scaffold_342	A
g22051	scaffold_342	A
g22052	scaffold_342	A
g22053	scaffold_342	A
g22054	scaffold_342	A
g22055	scaffold_342	A
g22056	scaffold_342	A
g22057	scaffold_342	A
g22058	scaffold_342	A
g22059	scaffold_342	A
g2206	scaffold_14	A
g22060	scaffold_342	A
g22061	scaffold_342	A
g22062	scaffold_342	A
g22063	scaffold_342	A
g22064	scaffold_342	A
g22065	scaffold_342	A
g22066	scaffold_342	A
g22067	scaffold_2038	A
g22068	scaffold_11	A
g22069	scaffold_11	A
g2207	scaffold_14	A
g22070	scaffold_11	A
g22071	scaffold_11	A
g22072	scaffold_11	A
g22073	scaffold_11	A
g22074	scaffold_11	A
g22075	scaffold_11	A
g22076	scaffold_11	A
g22077	scaffold_11	A
g22078	scaffold_11	A
g22079	scaffold_11	A
g2208	scaffold_14	A
g22080	scaffold_11	A
g22081	scaffold_11	A
g22082	scaffold_11	A
g22083	scaffold_11	A
g22084	scaffold_11	A
g22085	scaffold_11	A
g22086	scaffold_11	A
g22087	scaffold_11	A
g22088	scaffold_11	A
g22089	scaffold_11	A
g2209	scaffold_14	A
g22090	scaffold_11	A
g22091	scaffold_11	A
g22092	scaffold_11	A
g22093	scaffold_11	A
g22094	scaffold_11	A
g22095	scaffold_11	A
g22096	scaffold_11	A
g22097	scaffold_11	A
g22098	scaffold_11	A
g22099	scaffold_11	A
g221	scaffold_360	B-A
g2210	scaffold_14	A
g22100	scaffold_11	A
g22101	scaffold_11	A
g22102	scaffold_11	A
g22103	scaffold_11	A
g22104	scaffold_11	A
g22105	scaffold_11	A
g22106	scaffold_11	A
g22107	scaffold_11	A
g22108	scaffold_11	A
g22109	scaffold_11	A
g2211	scaffold_14	A
g22110	scaffold_11	A
g22111	scaffold_11	A
g22112	scaffold_11	A
g22113	scaffold_11	A
g22114	scaffold_11	A
g22115	scaffold_11	A
g22116	scaffold_11	A
g22117	scaffold_11	A
g22118	scaffold_11	A
g22119	scaffold_11	A
g2212	scaffold_14	A
g22120	scaffold_11	A
g22121	scaffold_11	A
g22122	scaffold_11	A
g22123	scaffold_11	A
g22124	scaffold_11	A
g22125	scaffold_11	A
g22126	scaffold_11	A
g22127	scaffold_11	A
g22128	scaffold_11	A
g22129	scaffold_11	A
g2213	scaffold_14	A
g22130	scaffold_11	A
g22131	scaffold_11	A
g22132	scaffold_11	A
g22133	scaffold_11	A
g22134	scaffold_11	A
g22135	scaffold_11	A
g22136	scaffold_11	A
g22137	scaffold_11	A
g22138	scaffold_11	A
g22139	scaffold_11	A
g2214	scaffold_14	A
g22140	scaffold_11	A
g22141	scaffold_11	A
g22142	scaffold_11	A
g22143	scaffold_11	A
g22144	scaffold_11	A
g22145	scaffold_11	A
g22146	scaffold_11	A
g22147	scaffold_11	A
g22148	scaffold_11	A
g22149	scaffold_11	A
g2215	scaffold_14	A
g22150	scaffold_11	A
g22151	scaffold_11	A
g22152	scaffold_11	A
g22153	scaffold_11	A
g22154	scaffold_11	A
g22155	scaffold_11	A
g22156	scaffold_11	A
g22157	scaffold_11	A
g22158	scaffold_11	A
g22159	scaffold_11	A
g2216	scaffold_14	A
g22160	scaffold_11	A
g22161	scaffold_11	A
g22162	scaffold_11	A
g22163	scaffold_11	A
g22164	scaffold_11	A
g22165	scaffold_11	A
g22166	scaffold_11	A
g22167	scaffold_11	A
g22168	scaffold_11	A
g22169	scaffold_11	A
g2217	scaffold_14	A
g22170	scaffold_11	A
g22171	scaffold_11	A
g22172	scaffold_11	A
g22173	scaffold_11	A
g22174	scaffold_11	A
g22175	scaffold_11	A
g22176	scaffold_11	A
g22177	scaffold_11	A
g22178	scaffold_11	A
g22179	scaffold_11	A
g2218	scaffold_14	A
g22180	scaffold_11	A
g22181	scaffold_11	A
g22182	scaffold_11	A
g22183	scaffold_11	A
g22184	scaffold_11	A
g22185	scaffold_11	A
g22186	scaffold_11	A
g22187	scaffold_11	A
g22188	scaffold_11	A
g22189	scaffold_11	A
g2219	scaffold_14	A
g22190	scaffold_11	A
g22191	scaffold_11	A
g22192	scaffold_11	A
g22193	scaffold_11	A
g22194	scaffold_11	A
g22195	scaffold_11	A
g22196	scaffold_11	A
g22197	scaffold_11	A
g22198	scaffold_11	A
g22199	scaffold_11	A
g222	scaffold_360	B-A
g2220	scaffold_14	A
g22200	scaffold_11	A
g22201	scaffold_11	A
g22202	scaffold_11	A
g22203	scaffold_11	A
g22204	scaffold_11	A
g22205	scaffold_11	A
g22206	scaffold_11	A
g22207	scaffold_11	A
g22208	scaffold_11	A
g22209	scaffold_11	A
g2221	scaffold_14	A
g22210	scaffold_11	A
g22211	scaffold_11	A
g22212	scaffold_11	A
g22213	scaffold_11	A
g22214	scaffold_11	A
g22215	scaffold_11	A
g22216	scaffold_11	A
g22217	scaffold_11	A
g22218	scaffold_11	A
g22219	scaffold_11	A
g2222	scaffold_14	A
g22220	scaffold_11	A
g22221	scaffold_11	A
g22222	scaffold_11	A
g22223	scaffold_11	A
g22224	scaffold_11	A
g22225	scaffold_11	A
g22226	scaffold_11	A
g22227	scaffold_11	A
g22228	scaffold_11	A
g22229	scaffold_11	A
g2223	scaffold_14	A
g22230	scaffold_11	A
g22231	scaffold_11	A
g22232	scaffold_11	A
g22233	scaffold_618	A
g22234	scaffold_618	A
g22235	scaffold_2068	A
g22236	scaffold_661	A
g22237	scaffold_661	A
g22238	scaffold_661	A
g22239	scaffold_661	A
g2224	scaffold_14	A
g22240	scaffold_661	A
g22241	scaffold_1078	A
g22242	scaffold_956	A
g22243	scaffold_956	A
g22244	scaffold_874	Bc
g22245	scaffold_874	Bc
g22246	scaffold_376	A
g22247	scaffold_376	A
g22248	scaffold_376	A
g22249	scaffold_376	A
g2225	scaffold_14	A
g22250	scaffold_376	A
g22251	scaffold_376	A
g22252	scaffold_376	A
g22253	scaffold_376	A
g22254	scaffold_376	A
g22255	scaffold_376	A
g22256	scaffold_376	A
g22257	scaffold_376	A
g22258	scaffold_376	A
g22259	scaffold_376	A
g2226	scaffold_14	A
g22260	scaffold_376	A
g22261	scaffold_376	A
g22262	scaffold_376	A
g22263	scaffold_376	A
g22264	scaffold_376	A
g22265	scaffold_376	A
g22266	scaffold_376	A
g22267	scaffold_376	A
g22268	scaffold_376	A
g22269	scaffold_1855	A
g2227	scaffold_14	A
g22270	scaffold_1855	A
g22271	scaffold_945	A
g22272	scaffold_2044	A
g22273	scaffold_1179	A
g22274	scaffold_488	A
g22275	scaffold_488	A
g22276	scaffold_488	A
g22277	scaffold_488	A
g22278	scaffold_488	A
g22279	scaffold_488	A
g2228	scaffold_14	A
g22280	scaffold_488	A
g22281	scaffold_488	A
g22282	scaffold_488	A
g22283	scaffold_488	A
g22284	scaffold_488	A
g22285	scaffold_488	A
g22286	scaffold_488	A
g22287	scaffold_488	A
g22288	scaffold_488	A
g22289	scaffold_488	A
g2229	scaffold_14	A
g22290	scaffold_488	A
g22291	scaffold_488	A
g22292	scaffold_488	A
g22293	scaffold_488	A
g22294	scaffold_488	A
g22295	scaffold_488	A
g22296	scaffold_488	A
g22297	scaffold_488	A
g22298	scaffold_488	A
g22299	scaffold_488	A
g223	scaffold_360	B-A
g2230	scaffold_14	A
g22300	scaffold_989	A
g22301	scaffold_650	A
g22302	scaffold_650	A
g22303	scaffold_650	A
g22304	scaffold_650	A
g22305	scaffold_650	A
g22306	scaffold_650	A
g22307	scaffold_650	A
g22308	scaffold_650	A
g22309	scaffold_650	A
g2231	scaffold_14	A
g22310	scaffold_650	A
g22311	scaffold_650	A
g22312	scaffold_650	A
g22313	scaffold_745	A
g22314	scaffold_745	A
g22315	scaffold_745	A
g22316	scaffold_745	A
g22317	scaffold_745	A
g22318	scaffold_2139	A
g22319	scaffold_30	A
g2232	scaffold_14	A
g22320	scaffold_30	A
g22321	scaffold_30	A
g22322	scaffold_30	A
g22323	scaffold_30	A
g22324	scaffold_30	A
g22325	scaffold_30	A
g22326	scaffold_30	A
g22327	scaffold_30	A
g22328	scaffold_30	A
g22329	scaffold_30	A
g2233	scaffold_14	A
g22330	scaffold_30	A
g22331	scaffold_30	A
g22332	scaffold_30	A
g22333	scaffold_30	A
g22334	scaffold_30	A
g22335	scaffold_30	A
g22336	scaffold_30	A
g22337	scaffold_30	A
g22338	scaffold_30	A
g22339	scaffold_30	A
g2234	scaffold_14	A
g22340	scaffold_30	A
g22341	scaffold_30	A
g22342	scaffold_30	A
g22343	scaffold_30	A
g22344	scaffold_30	A
g22345	scaffold_30	A
g22346	scaffold_30	A
g22347	scaffold_30	A
g22348	scaffold_30	A
g22349	scaffold_30	A
g2235	scaffold_14	A
g22350	scaffold_30	A
g22351	scaffold_30	A
g22352	scaffold_30	A
g22353	scaffold_30	A
g22354	scaffold_30	A
g22355	scaffold_30	A
g22356	scaffold_30	A
g22357	scaffold_30	A
g22358	scaffold_30	A
g22359	scaffold_30	A
g2236	scaffold_14	A
g22360	scaffold_30	A
g22361	scaffold_30	A
g22362	scaffold_30	A
g22363	scaffold_30	A
g22364	scaffold_30	A
g22365	scaffold_30	A
g22366	scaffold_30	A
g22367	scaffold_30	A
g22368	scaffold_30	A
g22369	scaffold_30	A
g2237	scaffold_14	A
g22370	scaffold_30	A
g22371	scaffold_30	A
g22372	scaffold_30	A
g22373	scaffold_30	A
g22374	scaffold_30	A
g22375	scaffold_30	A
g22376	scaffold_30	A
g22377	scaffold_30	A
g22378	scaffold_30	A
g22379	scaffold_30	A
g2238	scaffold_14	A
g22380	scaffold_30	A
g22381	scaffold_30	A
g22382	scaffold_30	A
g22383	scaffold_30	A
g22384	scaffold_30	A
g22385	scaffold_30	A
g22386	scaffold_30	A
g22387	scaffold_30	A
g22388	scaffold_30	A
g22389	scaffold_30	A
g2239	scaffold_14	A
g22390	scaffold_30	A
g22391	scaffold_30	A
g22392	scaffold_30	A
g22393	scaffold_30	A
g22394	scaffold_30	A
g22395	scaffold_30	A
g22396	scaffold_109	A
g22397	scaffold_109	A
g22398	scaffold_109	A
g22399	scaffold_109	A
g224	scaffold_360	B-A
g2240	scaffold_14	A
g22400	scaffold_109	A
g22401	scaffold_109	A
g22402	scaffold_109	A
g22403	scaffold_109	A
g22404	scaffold_109	A
g22405	scaffold_109	A
g22406	scaffold_109	A
g22407	scaffold_109	A
g22408	scaffold_109	A
g22409	scaffold_109	A
g2241	scaffold_14	A
g22410	scaffold_109	A
g22411	scaffold_109	A
g22412	scaffold_109	A
g22413	scaffold_109	A
g22414	scaffold_109	A
g22415	scaffold_109	A
g22416	scaffold_109	A
g22417	scaffold_109	A
g22418	scaffold_109	A
g22419	scaffold_109	A
g2242	scaffold_14	A
g22420	scaffold_109	A
g22421	scaffold_109	A
g22422	scaffold_109	A
g22423	scaffold_109	A
g22424	scaffold_109	A
g22425	scaffold_109	A
g22426	scaffold_109	A
g22427	scaffold_109	A
g22428	scaffold_109	A
g22429	scaffold_109	A
g2243	scaffold_14	A
g22430	scaffold_109	A
g22431	scaffold_109	A
g22432	scaffold_109	A
g22433	scaffold_109	A
g22434	scaffold_109	A
g22435	scaffold_109	A
g22436	scaffold_109	A
g22437	scaffold_109	A
g22438	scaffold_109	A
g22439	scaffold_109	A
g2244	scaffold_14	A
g22440	scaffold_109	A
g22441	scaffold_109	A
g22442	scaffold_109	A
g22443	scaffold_109	A
g22444	scaffold_109	A
g22445	scaffold_109	A
g22446	scaffold_109	A
g22447	scaffold_109	A
g22448	scaffold_109	A
g22449	scaffold_109	A
g2245	scaffold_14	A
g22450	scaffold_109	A
g22451	scaffold_109	A
g22452	scaffold_109	A
g22453	scaffold_109	A
g22454	scaffold_109	A
g22455	scaffold_109	A
g22456	scaffold_109	A
g22457	scaffold_109	A
g22458	scaffold_109	A
g22459	scaffold_109	A
g2246	scaffold_14	A
g22460	scaffold_109	A
g22461	scaffold_109	A
g22462	scaffold_109	A
g22463	scaffold_109	A
g22464	scaffold_109	A
g22465	scaffold_109	A
g22466	scaffold_109	A
g22467	scaffold_960	A
g22468	scaffold_228	A
g22469	scaffold_228	A
g2247	scaffold_14	A
g22470	scaffold_228	A
g22471	scaffold_228	A
g22472	scaffold_228	A
g22473	scaffold_228	A
g22474	scaffold_228	A
g22475	scaffold_228	A
g22476	scaffold_228	A
g22477	scaffold_228	A
g22478	scaffold_228	A
g22479	scaffold_228	A
g2248	scaffold_14	A
g22480	scaffold_228	A
g22481	scaffold_228	A
g22482	scaffold_228	A
g22483	scaffold_228	A
g22484	scaffold_228	A
g22485	scaffold_228	A
g22486	scaffold_228	A
g22487	scaffold_228	A
g22488	scaffold_228	A
g22489	scaffold_228	A
g2249	scaffold_14	A
g22490	scaffold_228	A
g22491	scaffold_228	A
g22492	scaffold_228	A
g22493	scaffold_228	A
g22494	scaffold_228	A
g22495	scaffold_228	A
g22496	scaffold_228	A
g22497	scaffold_228	A
g22498	scaffold_228	A
g22499	scaffold_228	A
g225	scaffold_360	B-A
g2250	scaffold_14	A
g22500	scaffold_228	A
g22501	scaffold_228	A
g22502	scaffold_228	A
g22503	scaffold_228	A
g22504	scaffold_228	A
g22505	scaffold_228	A
g22506	scaffold_228	A
g22507	scaffold_228	A
g22508	scaffold_228	A
g22509	scaffold_228	A
g2251	scaffold_14	A
g22510	scaffold_228	A
g22511	scaffold_527	A
g22512	scaffold_527	A
g22513	scaffold_527	A
g22514	scaffold_527	A
g22515	scaffold_527	A
g22516	scaffold_527	A
g22517	scaffold_527	A
g22518	scaffold_527	A
g22519	scaffold_527	A
g2252	scaffold_14	A
g22520	scaffold_527	A
g22521	scaffold_527	A
g22522	scaffold_527	A
g22523	scaffold_527	A
g22524	scaffold_1248	A
g22525	scaffold_551	Bc
g22526	scaffold_551	Bc
g22527	scaffold_551	Bc
g22528	scaffold_551	Bc
g22529	scaffold_551	Bc
g2253	scaffold_14	A
g22530	scaffold_551	Bc
g22531	scaffold_551	Bc
g22532	scaffold_551	Bc
g22533	scaffold_551	Bc
g22534	scaffold_551	Bc
g22535	scaffold_551	Bc
g22536	scaffold_739	A
g22537	scaffold_587	A
g22538	scaffold_587	A
g22539	scaffold_587	A
g2254	scaffold_14	A
g22540	scaffold_587	A
g22541	scaffold_587	A
g22542	scaffold_587	A
g22543	scaffold_587	A
g22544	scaffold_587	A
g22545	scaffold_587	A
g22546	scaffold_587	A
g22547	scaffold_587	A
g22548	scaffold_587	A
g22549	scaffold_587	A
g2255	scaffold_14	A
g22550	scaffold_587	A
g22551	scaffold_587	A
g22552	scaffold_587	A
g22553	scaffold_6	A
g22554	scaffold_6	A
g22555	scaffold_6	A
g22556	scaffold_6	A
g22557	scaffold_6	A
g22558	scaffold_6	A
