gene,seq,b.status.final,transcripts
g19747,scaffold_280,A,g19747.t1
g19733,scaffold_280,A,g19733.t1
g19737,scaffold_280,A,g19737.t1
g19737,scaffold_280,A,g19737.t2
g19749,scaffold_280,A,g19749.t1
g19729,scaffold_280,A,g19729.t1
g19743,scaffold_280,A,g19743.t1
g19730,scaffold_280,A,g19730.t1
g19748,scaffold_280,A,g19748.t1
g19756,scaffold_280,A,g19756.t1
g19742,scaffold_280,A,g19742.t1
g19759,scaffold_280,A,g19759.t1
g19759,scaffold_280,A,g19759.t2
g19759,scaffold_280,A,g19759.t3
g19746,scaffold_280,A,g19746.t1
g19745,scaffold_280,A,g19745.t1
g19744,scaffold_280,A,g19744.t1
g19732,scaffold_280,A,g19732.t1
g4912,scaffold_281,A,g4912.t1
g4902,scaffold_281,A,g4902.t1
g4896,scaffold_281,A,g4896.t1
g4923,scaffold_281,A,g4923.t1
g4924,scaffold_281,A,g4924.t1
g4913,scaffold_281,A,g4913.t1
g4914,scaffold_281,A,g4914.t1
g4903,scaffold_281,A,g4903.t1
g4897,scaffold_281,A,g4897.t1
g4905,scaffold_281,A,g4905.t1
g4909,scaffold_281,A,g4909.t1
g4895,scaffold_281,A,g4895.t1
g4899,scaffold_281,A,g4899.t1
g4910,scaffold_281,A,g4910.t1
g4911,scaffold_281,A,g4911.t1
g4921,scaffold_281,A,g4921.t1
g4901,scaffold_281,A,g4901.t1
g4915,scaffold_281,A,g4915.t1
g4904,scaffold_281,A,g4904.t1
g4925,scaffold_281,A,g4925.t1
g4928,scaffold_281,A,g4928.t1
g4908,scaffold_281,A,g4908.t1
g4898,scaffold_281,A,g4898.t1
g4907,scaffold_281,A,g4907.t1
g4918,scaffold_281,A,g4918.t1
g4900,scaffold_281,A,g4900.t1
g4922,scaffold_281,A,g4922.t1
g4916,scaffold_281,A,g4916.t1
g4917,scaffold_281,A,g4917.t1
g4927,scaffold_281,A,g4927.t1
g4906,scaffold_281,A,g4906.t1
g4919,scaffold_281,A,g4919.t1
g4920,scaffold_281,A,g4920.t1
g4926,scaffold_281,A,g4926.t1
g12103,scaffold_282,A,g12103.t1
g12103,scaffold_282,A,g12103.t2
g12119,scaffold_282,A,g12119.t1
g12122,scaffold_282,A,g12122.t1
g12104,scaffold_282,A,g12104.t1
g12104,scaffold_282,A,g12104.t2
g12114,scaffold_282,A,g12114.t1
g12116,scaffold_282,A,g12116.t1
g12118,scaffold_282,A,g12118.t1
g12107,scaffold_282,A,g12107.t1
g12121,scaffold_282,A,g12121.t1
g12110,scaffold_282,A,g12110.t1
g12112,scaffold_282,A,g12112.t1
g12105,scaffold_282,A,g12105.t1
g12111,scaffold_282,A,g12111.t1
g12115,scaffold_282,A,g12115.t1
g12106,scaffold_282,A,g12106.t1
g12109,scaffold_282,A,g12109.t1
g12113,scaffold_282,A,g12113.t1
g12117,scaffold_282,A,g12117.t1
g12120,scaffold_282,A,g12120.t1
g12108,scaffold_282,A,g12108.t1
g12102,scaffold_282,A,g12102.t1
g12497,scaffold_283,A,g12497.t1
g12510,scaffold_283,A,g12510.t1
g12496,scaffold_283,A,g12496.t1
g12509,scaffold_283,A,g12509.t1
g12491,scaffold_283,A,g12491.t1
g12503,scaffold_283,A,g12503.t1
g12512,scaffold_283,A,g12512.t1
g12512,scaffold_283,A,g12512.t2
g12505,scaffold_283,A,g12505.t1
g12502,scaffold_283,A,g12502.t1
g12513,scaffold_283,A,g12513.t1
g12501,scaffold_283,A,g12501.t1
g12511,scaffold_283,A,g12511.t1
g12521,scaffold_283,A,g12521.t1
g12493,scaffold_283,A,g12493.t1
g12494,scaffold_283,A,g12494.t1
g12515,scaffold_283,A,g12515.t1
g12498,scaffold_283,A,g12498.t1
g12507,scaffold_283,A,g12507.t1
g12499,scaffold_283,A,g12499.t1
g12523,scaffold_283,A,g12523.t1
g12506,scaffold_283,A,g12506.t1
g12514,scaffold_283,A,g12514.t1
g12517,scaffold_283,A,g12517.t1
g12525,scaffold_283,A,g12525.t1
g12520,scaffold_283,A,g12520.t1
g12492,scaffold_283,A,g12492.t1
g12526,scaffold_283,A,g12526.t1
g12519,scaffold_283,A,g12519.t1
g12495,scaffold_283,A,g12495.t1
g12522,scaffold_283,A,g12522.t1
g12516,scaffold_283,A,g12516.t1
g12524,scaffold_283,A,g12524.t1
g12500,scaffold_283,A,g12500.t1
g12508,scaffold_283,A,g12508.t1
g12504,scaffold_283,A,g12504.t1
g12518,scaffold_283,A,g12518.t1
g1227,scaffold_284,A,g1227.t1
g1239,scaffold_284,A,g1239.t1
g1228,scaffold_284,A,g1228.t1
g1226,scaffold_284,A,g1226.t1
g1243,scaffold_284,A,g1243.t1
g1243,scaffold_284,A,g1243.t2
g1243,scaffold_284,A,g1243.t3
g1223,scaffold_284,A,g1223.t1
g1229,scaffold_284,A,g1229.t1
g1224,scaffold_284,A,g1224.t1
g1240,scaffold_284,A,g1240.t1
g1235,scaffold_284,A,g1235.t1
g1234,scaffold_284,A,g1234.t1
g1232,scaffold_284,A,g1232.t1
g1233,scaffold_284,A,g1233.t1
g1233,scaffold_284,A,g1233.t2
g1237,scaffold_284,A,g1237.t1
g1221,scaffold_284,A,g1221.t1
g1230,scaffold_284,A,g1230.t1
g1231,scaffold_284,A,g1231.t1
g1242,scaffold_284,A,g1242.t1
g1225,scaffold_284,A,g1225.t1
g1238,scaffold_284,A,g1238.t1
g1244,scaffold_284,A,g1244.t1
g1222,scaffold_284,A,g1222.t1
g1241,scaffold_284,A,g1241.t1
g1236,scaffold_284,A,g1236.t1
g4513,scaffold_285,A,g4513.t1
g4510,scaffold_285,A,g4510.t1
g4537,scaffold_285,A,g4537.t1
g4539,scaffold_285,A,g4539.t1
g4512,scaffold_285,A,g4512.t1
g4530,scaffold_285,A,g4530.t1
g4518,scaffold_285,A,g4518.t1
g4538,scaffold_285,A,g4538.t1
g4519,scaffold_285,A,g4519.t1
g4532,scaffold_285,A,g4532.t1
g4508,scaffold_285,A,g4508.t1
g4509,scaffold_285,A,g4509.t1
g4535,scaffold_285,A,g4535.t1
g4520,scaffold_285,A,g4520.t1
g4521,scaffold_285,A,g4521.t1
g4523,scaffold_285,A,g4523.t1
g4529,scaffold_285,A,g4529.t1
g4525,scaffold_285,A,g4525.t1
g4525,scaffold_285,A,g4525.t2
g4540,scaffold_285,A,g4540.t1
g4531,scaffold_285,A,g4531.t1
g4533,scaffold_285,A,g4533.t1
g4507,scaffold_285,A,g4507.t1
g4534,scaffold_285,A,g4534.t1
g4522,scaffold_285,A,g4522.t1
g4528,scaffold_285,A,g4528.t1
g4536,scaffold_285,A,g4536.t1
g4524,scaffold_285,A,g4524.t1
g4526,scaffold_285,A,g4526.t1
g4542,scaffold_285,A,g4542.t1
g4527,scaffold_285,A,g4527.t1
g4517,scaffold_285,A,g4517.t1
g4541,scaffold_285,A,g4541.t1
g4515,scaffold_285,A,g4515.t1
g4514,scaffold_285,A,g4514.t1
g4516,scaffold_285,A,g4516.t1
g4511,scaffold_285,A,g4511.t1
g18082,scaffold_286,A,g18082.t1
g18103,scaffold_286,A,g18103.t1
g18076,scaffold_286,A,g18076.t1
g18109,scaffold_286,A,g18109.t1
g18109,scaffold_286,A,g18109.t2
g18099,scaffold_286,A,g18099.t1
g18079,scaffold_286,A,g18079.t1
g18091,scaffold_286,A,g18091.t1
g18078,scaffold_286,A,g18078.t1
g18100,scaffold_286,A,g18100.t1
g18100,scaffold_286,A,g18100.t2
g18095,scaffold_286,A,g18095.t1
g18110,scaffold_286,A,g18110.t1
g18084,scaffold_286,A,g18084.t1
g18097,scaffold_286,A,g18097.t1
g18085,scaffold_286,A,g18085.t1
g18090,scaffold_286,A,g18090.t1
g18096,scaffold_286,A,g18096.t1
g18096,scaffold_286,A,g18096.t2
g18098,scaffold_286,A,g18098.t1
g18111,scaffold_286,A,g18111.t1
g18088,scaffold_286,A,g18088.t1
g18102,scaffold_286,A,g18102.t1
g18101,scaffold_286,A,g18101.t1
g18113,scaffold_286,A,g18113.t1
g18093,scaffold_286,A,g18093.t1
g18083,scaffold_286,A,g18083.t1
g18106,scaffold_286,A,g18106.t1
g18105,scaffold_286,A,g18105.t1
g18087,scaffold_286,A,g18087.t1
g18108,scaffold_286,A,g18108.t1
g18092,scaffold_286,A,g18092.t1
g18094,scaffold_286,A,g18094.t1
g18112,scaffold_286,A,g18112.t1
g18112,scaffold_286,A,g18112.t2
g18089,scaffold_286,A,g18089.t1
g18086,scaffold_286,A,g18086.t1
g18086,scaffold_286,A,g18086.t2
g18077,scaffold_286,A,g18077.t1
g18107,scaffold_286,A,g18107.t1
g18114,scaffold_286,A,g18114.t1
g18114,scaffold_286,A,g18114.t2
g18114,scaffold_286,A,g18114.t3
g18081,scaffold_286,A,g18081.t1
g18080,scaffold_286,A,g18080.t1
g18104,scaffold_286,A,g18104.t1
g18115,scaffold_286,A,g18115.t1
g9602,scaffold_287,A,g9602.t1
g9604,scaffold_287,A,g9604.t1
g9605,scaffold_287,A,g9605.t1
g9599,scaffold_287,A,g9599.t1
g9600,scaffold_287,A,g9600.t1
g9603,scaffold_287,A,g9603.t1
g9601,scaffold_287,A,g9601.t1
g9608,scaffold_287,A,g9608.t1
g9607,scaffold_287,A,g9607.t1
g9606,scaffold_287,A,g9606.t1
g20483,scaffold_288,A,g20483.t1
g20483,scaffold_288,A,g20483.t2
g20481,scaffold_288,A,g20481.t1
g20481,scaffold_288,A,g20481.t2
g20476,scaffold_288,A,g20476.t1
g20476,scaffold_288,A,g20476.t2
g20487,scaffold_288,A,g20487.t1
g20470,scaffold_288,A,g20470.t1
g20485,scaffold_288,A,g20485.t1
g20478,scaffold_288,A,g20478.t1
g20469,scaffold_288,A,g20469.t1
g20484,scaffold_288,A,g20484.t1
g20474,scaffold_288,A,g20474.t1
g20480,scaffold_288,A,g20480.t1
g20479,scaffold_288,A,g20479.t1
g20486,scaffold_288,A,g20486.t1
g20486,scaffold_288,A,g20486.t2
g20482,scaffold_288,A,g20482.t1
g20477,scaffold_288,A,g20477.t1
g20475,scaffold_288,A,g20475.t1
g20488,scaffold_288,A,g20488.t1
g20472,scaffold_288,A,g20472.t1
g20489,scaffold_288,A,g20489.t1
g20473,scaffold_288,A,g20473.t1
g20471,scaffold_288,A,g20471.t1
g11604,scaffold_289,A,g11604.t1
g11614,scaffold_289,A,g11614.t1
g11610,scaffold_289,A,g11610.t1
g11600,scaffold_289,A,g11600.t1
g11617,scaffold_289,A,g11617.t1
g11611,scaffold_289,A,g11611.t1
g11602,scaffold_289,A,g11602.t1
g11606,scaffold_289,A,g11606.t1
g11607,scaffold_289,A,g11607.t1
g11601,scaffold_289,A,g11601.t1
g11612,scaffold_289,A,g11612.t1
g11609,scaffold_289,A,g11609.t1
g11605,scaffold_289,A,g11605.t1
g11613,scaffold_289,A,g11613.t1
g11608,scaffold_289,A,g11608.t1
g11616,scaffold_289,A,g11616.t1
g11603,scaffold_289,A,g11603.t1
g11615,scaffold_289,A,g11615.t1
g15466,scaffold_29,A,g15466.t1
g15458,scaffold_29,A,g15458.t1
g15476,scaffold_29,A,g15476.t1
g15485,scaffold_29,A,g15485.t1
g15475,scaffold_29,A,g15475.t1
g15437,scaffold_29,A,g15437.t1
g15429,scaffold_29,A,g15429.t1
g15438,scaffold_29,A,g15438.t1
g15486,scaffold_29,A,g15486.t1
g15465,scaffold_29,A,g15465.t1
g15481,scaffold_29,A,g15481.t1
g15450,scaffold_29,A,g15450.t1
g15463,scaffold_29,A,g15463.t1
g15448,scaffold_29,A,g15448.t1
g15428,scaffold_29,A,g15428.t1
g15488,scaffold_29,A,g15488.t1
g15433,scaffold_29,A,g15433.t1
g15523,scaffold_29,A,g15523.t1
g15430,scaffold_29,A,g15430.t1
g15494,scaffold_29,A,g15494.t1
g15507,scaffold_29,A,g15507.t1
g15435,scaffold_29,A,g15435.t1
g15423,scaffold_29,A,g15423.t1
g15509,scaffold_29,A,g15509.t1
g15426,scaffold_29,A,g15426.t1
g15510,scaffold_29,A,g15510.t1
g15427,scaffold_29,A,g15427.t1
g15479,scaffold_29,A,g15479.t1
g15478,scaffold_29,A,g15478.t1
g15456,scaffold_29,A,g15456.t1
g15469,scaffold_29,A,g15469.t1
g15480,scaffold_29,A,g15480.t1
g15480,scaffold_29,A,g15480.t2
g15483,scaffold_29,A,g15483.t1
g15436,scaffold_29,A,g15436.t1
g15484,scaffold_29,A,g15484.t1
g15474,scaffold_29,A,g15474.t1
g15447,scaffold_29,A,g15447.t1
g15473,scaffold_29,A,g15473.t1
g15487,scaffold_29,A,g15487.t1
g15455,scaffold_29,A,g15455.t1
g15453,scaffold_29,A,g15453.t1
g15454,scaffold_29,A,g15454.t1
g15451,scaffold_29,A,g15451.t1
g15490,scaffold_29,A,g15490.t1
g15446,scaffold_29,A,g15446.t1
g15492,scaffold_29,A,g15492.t1
g15482,scaffold_29,A,g15482.t1
g15457,scaffold_29,A,g15457.t1
g15521,scaffold_29,A,g15521.t1
g15497,scaffold_29,A,g15497.t1
g15425,scaffold_29,A,g15425.t1
g15464,scaffold_29,A,g15464.t1
g15461,scaffold_29,A,g15461.t1
g15498,scaffold_29,A,g15498.t1
g15498,scaffold_29,A,g15498.t2
g15511,scaffold_29,A,g15511.t1
g15501,scaffold_29,A,g15501.t1
g15501,scaffold_29,A,g15501.t2
g15501,scaffold_29,A,g15501.t3
g15501,scaffold_29,A,g15501.t4
g15501,scaffold_29,A,g15501.t5
g15467,scaffold_29,A,g15467.t1
g15500,scaffold_29,A,g15500.t1
g15432,scaffold_29,A,g15432.t1
g15459,scaffold_29,A,g15459.t1
g15472,scaffold_29,A,g15472.t1
g15506,scaffold_29,A,g15506.t1
g15471,scaffold_29,A,g15471.t1
g15519,scaffold_29,A,g15519.t1
g15508,scaffold_29,A,g15508.t1
g15439,scaffold_29,A,g15439.t1
g15440,scaffold_29,A,g15440.t1
g15445,scaffold_29,A,g15445.t1
g15477,scaffold_29,A,g15477.t1
g15443,scaffold_29,A,g15443.t1
g15516,scaffold_29,A,g15516.t1
g15449,scaffold_29,A,g15449.t1
g15444,scaffold_29,A,g15444.t1
g15517,scaffold_29,A,g15517.t1
g15505,scaffold_29,A,g15505.t1
g15499,scaffold_29,A,g15499.t1
g15424,scaffold_29,A,g15424.t1
g15522,scaffold_29,A,g15522.t1
g15496,scaffold_29,A,g15496.t1
g15434,scaffold_29,A,g15434.t1
g15442,scaffold_29,A,g15442.t1
g15489,scaffold_29,A,g15489.t1
g15493,scaffold_29,A,g15493.t1
g15518,scaffold_29,A,g15518.t1
g15470,scaffold_29,A,g15470.t1
g15503,scaffold_29,A,g15503.t1
g15462,scaffold_29,A,g15462.t1
g15462,scaffold_29,A,g15462.t2
g15452,scaffold_29,A,g15452.t1
g15441,scaffold_29,A,g15441.t1
g15504,scaffold_29,A,g15504.t1
g15514,scaffold_29,A,g15514.t1
g15431,scaffold_29,A,g15431.t1
g15495,scaffold_29,A,g15495.t1
g15512,scaffold_29,A,g15512.t1
g15520,scaffold_29,A,g15520.t1
g15460,scaffold_29,A,g15460.t1
g15515,scaffold_29,A,g15515.t1
g15491,scaffold_29,A,g15491.t1
g15502,scaffold_29,A,g15502.t1
g15513,scaffold_29,A,g15513.t1
g15468,scaffold_29,A,g15468.t1
g8278,scaffold_290,A,g8278.t1
g8283,scaffold_290,A,g8283.t1
g8293,scaffold_290,A,g8293.t1
g8276,scaffold_290,A,g8276.t1
g8295,scaffold_290,A,g8295.t1
g8277,scaffold_290,A,g8277.t1
g8291,scaffold_290,A,g8291.t1
g8288,scaffold_290,A,g8288.t1
g8290,scaffold_290,A,g8290.t1
g8282,scaffold_290,A,g8282.t1
g8284,scaffold_290,A,g8284.t1
g8294,scaffold_290,A,g8294.t1
g8292,scaffold_290,A,g8292.t1
g8287,scaffold_290,A,g8287.t1
g8289,scaffold_290,A,g8289.t1
g8296,scaffold_290,A,g8296.t1
g8285,scaffold_290,A,g8285.t1
g8279,scaffold_290,A,g8279.t1
g8281,scaffold_290,A,g8281.t1
g8275,scaffold_290,A,g8275.t1
g8280,scaffold_290,A,g8280.t1
g8286,scaffold_290,A,g8286.t1
g18455,scaffold_291,A,g18455.t1
g18460,scaffold_291,A,g18460.t1
g18458,scaffold_291,A,g18458.t1
g18461,scaffold_291,A,g18461.t1
g18456,scaffold_291,A,g18456.t1
g18463,scaffold_291,A,g18463.t1
g18454,scaffold_291,A,g18454.t1
g18462,scaffold_291,A,g18462.t1
g18457,scaffold_291,A,g18457.t1
g18459,scaffold_291,A,g18459.t1
g19328,scaffold_292,A,g19328.t1
g19351,scaffold_292,A,g19351.t1
g19334,scaffold_292,A,g19334.t1
g19334,scaffold_292,A,g19334.t2
g19338,scaffold_292,A,g19338.t1
g19347,scaffold_292,A,g19347.t1
g19346,scaffold_292,A,g19346.t1
g19330,scaffold_292,A,g19330.t1
g19336,scaffold_292,A,g19336.t1
g19332,scaffold_292,A,g19332.t1
g19329,scaffold_292,A,g19329.t1
g19345,scaffold_292,A,g19345.t1
g19348,scaffold_292,A,g19348.t1
g19343,scaffold_292,A,g19343.t1
g19349,scaffold_292,A,g19349.t1
g19327,scaffold_292,A,g19327.t1
g19353,scaffold_292,A,g19353.t1
g19352,scaffold_292,A,g19352.t1
g19331,scaffold_292,A,g19331.t1
g19331,scaffold_292,A,g19331.t2
g19339,scaffold_292,A,g19339.t1
g19333,scaffold_292,A,g19333.t1
g19344,scaffold_292,A,g19344.t1
g19350,scaffold_292,A,g19350.t1
g19335,scaffold_292,A,g19335.t1
g19337,scaffold_292,A,g19337.t1
g19337,scaffold_292,A,g19337.t2
g19340,scaffold_292,A,g19340.t1
g19341,scaffold_292,A,g19341.t1
g19354,scaffold_292,A,g19354.t1
g19355,scaffold_292,A,g19355.t1
g19342,scaffold_292,A,g19342.t1
g19342,scaffold_292,A,g19342.t2
g21455,scaffold_293,A,g21455.t1
g21467,scaffold_293,A,g21467.t1
g21469,scaffold_293,A,g21469.t1
g21470,scaffold_293,A,g21470.t1
g21466,scaffold_293,A,g21466.t1
g21466,scaffold_293,A,g21466.t2
g21461,scaffold_293,A,g21461.t1
g21452,scaffold_293,A,g21452.t1
g21453,scaffold_293,A,g21453.t1
g21458,scaffold_293,A,g21458.t1
g21458,scaffold_293,A,g21458.t2
g21456,scaffold_293,A,g21456.t1
g21477,scaffold_293,A,g21477.t1
g21478,scaffold_293,A,g21478.t1
g21474,scaffold_293,A,g21474.t1
g21457,scaffold_293,A,g21457.t1
g21476,scaffold_293,A,g21476.t1
g21464,scaffold_293,A,g21464.t1
g21454,scaffold_293,A,g21454.t1
g21472,scaffold_293,A,g21472.t1
g21468,scaffold_293,A,g21468.t1
g21465,scaffold_293,A,g21465.t1
g21463,scaffold_293,A,g21463.t1
g21460,scaffold_293,A,g21460.t1
g21459,scaffold_293,A,g21459.t1
g21462,scaffold_293,A,g21462.t1
g21475,scaffold_293,A,g21475.t1
g21471,scaffold_293,A,g21471.t1
g21473,scaffold_293,A,g21473.t1
g15208,scaffold_294,A,g15208.t1
g15210,scaffold_294,A,g15210.t1
g15198,scaffold_294,A,g15198.t1
g15200,scaffold_294,A,g15200.t1
g15205,scaffold_294,A,g15205.t1
g15213,scaffold_294,A,g15213.t1
g15209,scaffold_294,A,g15209.t1
g15209,scaffold_294,A,g15209.t2
g15218,scaffold_294,A,g15218.t1
g15206,scaffold_294,A,g15206.t1
g15217,scaffold_294,A,g15217.t1
g15196,scaffold_294,A,g15196.t1
g15207,scaffold_294,A,g15207.t1
g15212,scaffold_294,A,g15212.t1
g15220,scaffold_294,A,g15220.t1
g15220,scaffold_294,A,g15220.t2
g15201,scaffold_294,A,g15201.t1
g15216,scaffold_294,A,g15216.t1
g15203,scaffold_294,A,g15203.t1
g15211,scaffold_294,A,g15211.t1
g15199,scaffold_294,A,g15199.t1
g15202,scaffold_294,A,g15202.t1
g15221,scaffold_294,A,g15221.t1
g15197,scaffold_294,A,g15197.t1
g15219,scaffold_294,A,g15219.t1
g15215,scaffold_294,A,g15215.t1
g15195,scaffold_294,A,g15195.t1
g15214,scaffold_294,A,g15214.t1
g15204,scaffold_294,A,g15204.t1
g17793,scaffold_295,B2,g17793.t1
g17804,scaffold_295,B2,g17804.t1
g17809,scaffold_295,B2,g17809.t1
g17796,scaffold_295,B2,g17796.t1
g17802,scaffold_295,B2,g17802.t1
g17787,scaffold_295,B2,g17787.t1
g17798,scaffold_295,B2,g17798.t1
g17797,scaffold_295,B2,g17797.t1
g17807,scaffold_295,B2,g17807.t1
g17795,scaffold_295,B2,g17795.t1
g17792,scaffold_295,B2,g17792.t1
g17791,scaffold_295,B2,g17791.t1
g17790,scaffold_295,B2,g17790.t1
g17817,scaffold_295,B2,g17817.t1
g17806,scaffold_295,B2,g17806.t1
g17805,scaffold_295,B2,g17805.t1
g17803,scaffold_295,B2,g17803.t1
g17818,scaffold_295,B2,g17818.t1
g17813,scaffold_295,B2,g17813.t1
g17808,scaffold_295,B2,g17808.t1
g17808,scaffold_295,B2,g17808.t2
g17788,scaffold_295,B2,g17788.t1
g17794,scaffold_295,B2,g17794.t1
g17811,scaffold_295,B2,g17811.t1
g17810,scaffold_295,B2,g17810.t1
g17801,scaffold_295,B2,g17801.t1
g17801,scaffold_295,B2,g17801.t2
g17814,scaffold_295,B2,g17814.t1
g17789,scaffold_295,B2,g17789.t1
g17815,scaffold_295,B2,g17815.t1
g17816,scaffold_295,B2,g17816.t1
g17812,scaffold_295,B2,g17812.t1
g17799,scaffold_295,B2,g17799.t1
g17800,scaffold_295,B2,g17800.t1
g17346,scaffold_296,A,g17346.t1
g17344,scaffold_296,A,g17344.t1
g17358,scaffold_296,A,g17358.t1
g17354,scaffold_296,A,g17354.t1
g17345,scaffold_296,A,g17345.t1
g17353,scaffold_296,A,g17353.t1
g17353,scaffold_296,A,g17353.t2
g17350,scaffold_296,A,g17350.t1
g17359,scaffold_296,A,g17359.t1
g17359,scaffold_296,A,g17359.t2
g17347,scaffold_296,A,g17347.t1
g17349,scaffold_296,A,g17349.t1
g17348,scaffold_296,A,g17348.t1
g17356,scaffold_296,A,g17356.t1
g17357,scaffold_296,A,g17357.t1
g17357,scaffold_296,A,g17357.t2
g17355,scaffold_296,A,g17355.t1
g17361,scaffold_296,A,g17361.t1
g17343,scaffold_296,A,g17343.t1
g17351,scaffold_296,A,g17351.t1
g17360,scaffold_296,A,g17360.t1
g17352,scaffold_296,A,g17352.t1
g13389,scaffold_297,A,g13389.t1
g13392,scaffold_297,A,g13392.t1
g13403,scaffold_297,A,g13403.t1
g13398,scaffold_297,A,g13398.t1
g13386,scaffold_297,A,g13386.t1
g13393,scaffold_297,A,g13393.t1
g13400,scaffold_297,A,g13400.t1
g13397,scaffold_297,A,g13397.t1
g13396,scaffold_297,A,g13396.t1
g13395,scaffold_297,A,g13395.t1
g13388,scaffold_297,A,g13388.t1
g13390,scaffold_297,A,g13390.t1
g13387,scaffold_297,A,g13387.t1
g13394,scaffold_297,A,g13394.t1
g13404,scaffold_297,A,g13404.t1
g13402,scaffold_297,A,g13402.t1
g13399,scaffold_297,A,g13399.t1
g13391,scaffold_297,A,g13391.t1
g13401,scaffold_297,A,g13401.t1
g15088,scaffold_298,A,g15088.t1
g15097,scaffold_298,A,g15097.t1
g15086,scaffold_298,A,g15086.t1
g15083,scaffold_298,A,g15083.t1
g15096,scaffold_298,A,g15096.t1
g15087,scaffold_298,A,g15087.t1
g15098,scaffold_298,A,g15098.t1
g15092,scaffold_298,A,g15092.t1
g15100,scaffold_298,A,g15100.t1
g15093,scaffold_298,A,g15093.t1
g15085,scaffold_298,A,g15085.t1
g15084,scaffold_298,A,g15084.t1
g15094,scaffold_298,A,g15094.t1
g15089,scaffold_298,A,g15089.t1
g15099,scaffold_298,A,g15099.t1
g15095,scaffold_298,A,g15095.t1
g15091,scaffold_298,A,g15091.t1
g15090,scaffold_298,A,g15090.t1
g16411,scaffold_299,A,g16411.t1
g16438,scaffold_299,A,g16438.t1
g16415,scaffold_299,A,g16415.t1
g16445,scaffold_299,A,g16445.t1
g16407,scaffold_299,A,g16407.t1
g16412,scaffold_299,A,g16412.t1
g16421,scaffold_299,A,g16421.t1
g16435,scaffold_299,A,g16435.t1
g16429,scaffold_299,A,g16429.t1
g16447,scaffold_299,A,g16447.t1
g16439,scaffold_299,A,g16439.t1
g16430,scaffold_299,A,g16430.t1
g16419,scaffold_299,A,g16419.t1
g16426,scaffold_299,A,g16426.t1
g16443,scaffold_299,A,g16443.t1
g16423,scaffold_299,A,g16423.t1
g16448,scaffold_299,A,g16448.t1
g16448,scaffold_299,A,g16448.t2
g16448,scaffold_299,A,g16448.t3
g16449,scaffold_299,A,g16449.t1
g16437,scaffold_299,A,g16437.t1
g16424,scaffold_299,A,g16424.t1
g16413,scaffold_299,A,g16413.t1
g16428,scaffold_299,A,g16428.t1
g16451,scaffold_299,A,g16451.t1
g16418,scaffold_299,A,g16418.t1
g16416,scaffold_299,A,g16416.t1
g16406,scaffold_299,A,g16406.t1
g16406,scaffold_299,A,g16406.t2
g16405,scaffold_299,A,g16405.t1
g16422,scaffold_299,A,g16422.t1
g16431,scaffold_299,A,g16431.t1
g16408,scaffold_299,A,g16408.t1
g16446,scaffold_299,A,g16446.t1
g16446,scaffold_299,A,g16446.t2
g16409,scaffold_299,A,g16409.t1
g16436,scaffold_299,A,g16436.t1
g16425,scaffold_299,A,g16425.t1
g16425,scaffold_299,A,g16425.t2
g16425,scaffold_299,A,g16425.t3
g16414,scaffold_299,A,g16414.t1
g16427,scaffold_299,A,g16427.t1
g16417,scaffold_299,A,g16417.t1
g16420,scaffold_299,A,g16420.t1
g16452,scaffold_299,A,g16452.t1
g16444,scaffold_299,A,g16444.t1
g16433,scaffold_299,A,g16433.t1
g16441,scaffold_299,A,g16441.t1
g16440,scaffold_299,A,g16440.t1
g16450,scaffold_299,A,g16450.t1
g16434,scaffold_299,A,g16434.t1
g16432,scaffold_299,A,g16432.t1
g16442,scaffold_299,A,g16442.t1
g16410,scaffold_299,A,g16410.t1
g14129,scaffold_3,A,g14129.t1
g14269,scaffold_3,A,g14269.t1
g14249,scaffold_3,A,g14249.t1
g14149,scaffold_3,A,g14149.t1
g14162,scaffold_3,A,g14162.t1
g14239,scaffold_3,A,g14239.t1
g14153,scaffold_3,A,g14153.t1
g14238,scaffold_3,A,g14238.t1
g14145,scaffold_3,A,g14145.t1
g14134,scaffold_3,A,g14134.t1
g14229,scaffold_3,A,g14229.t1
g14256,scaffold_3,A,g14256.t1
g14248,scaffold_3,A,g14248.t1
g14175,scaffold_3,A,g14175.t1
g14281,scaffold_3,A,g14281.t1
g14165,scaffold_3,A,g14165.t1
g14140,scaffold_3,A,g14140.t1
g14140,scaffold_3,A,g14140.t2
g14275,scaffold_3,A,g14275.t1
g14199,scaffold_3,A,g14199.t1
g14169,scaffold_3,A,g14169.t1
g14217,scaffold_3,A,g14217.t1
g14216,scaffold_3,A,g14216.t1
g14144,scaffold_3,A,g14144.t1
g14219,scaffold_3,A,g14219.t1
g14245,scaffold_3,A,g14245.t1
g14139,scaffold_3,A,g14139.t1
g14210,scaffold_3,A,g14210.t1
g14138,scaffold_3,A,g14138.t1
g14137,scaffold_3,A,g14137.t1
g14224,scaffold_3,A,g14224.t1
g14262,scaffold_3,A,g14262.t1
g14253,scaffold_3,A,g14253.t1
g14179,scaffold_3,A,g14179.t1
g14155,scaffold_3,A,g14155.t1
g14192,scaffold_3,A,g14192.t1
g14158,scaffold_3,A,g14158.t1
g14159,scaffold_3,A,g14159.t1
g14258,scaffold_3,A,g14258.t1
g14148,scaffold_3,A,g14148.t1
g14234,scaffold_3,A,g14234.t1
g14308,scaffold_3,A,g14308.t1
g14161,scaffold_3,A,g14161.t1
