gene	gene_len	seq
g11666	3264	scaffold_152
g11667	1517	scaffold_152
g11668	398	scaffold_152
g11669	219	scaffold_152
g11670	862	scaffold_152
g11671	954	scaffold_152
g11672	1090	scaffold_152
g11673	1495	scaffold_152
g11674	1744	scaffold_152
g11675	1647	scaffold_152
g11676	889	scaffold_152
g11677	839	scaffold_152
g11678	1657	scaffold_152
g11679	801	scaffold_152
g11680	2231	scaffold_152
g11681	879	scaffold_152
g11682	1407	scaffold_152
g11683	3188	scaffold_152
g11684	824	scaffold_152
g11685	1168	scaffold_152
g11686	1203	scaffold_152
g11687	1344	scaffold_770
g11688	710	scaffold_770
g11689	281	scaffold_770
g11690	391	scaffold_770
g11691	454	scaffold_1307
g11692	252	scaffold_1155
g11693	388	scaffold_1155
g11694	197	scaffold_1903
g11695	2243	scaffold_964
g11696	4538	scaffold_1032
g11697	533	scaffold_168
g11698	293	scaffold_168
g11699	3099	scaffold_168
g11700	624	scaffold_168
g11701	653	scaffold_168
g11702	392	scaffold_168
g11703	1564	scaffold_168
g11704	6044	scaffold_168
g11705	1020	scaffold_168
g11706	1062	scaffold_168
g11707	1042	scaffold_168
g11708	322	scaffold_168
g11709	199	scaffold_168
g11710	1883	scaffold_168
g11711	1168	scaffold_168
g11712	1353	scaffold_168
g11713	2357	scaffold_168
g11714	1229	scaffold_168
g11715	958	scaffold_168
g11716	1328	scaffold_168
g11717	2785	scaffold_168
g11718	6145	scaffold_168
g11719	1275	scaffold_168
g11720	359	scaffold_168
g11721	499	scaffold_168
g11722	418	scaffold_168
g11723	434	scaffold_168
g11724	464	scaffold_168
g11725	747	scaffold_168
g11726	503	scaffold_168
g11727	1733	scaffold_168
g11728	382	scaffold_168
g11729	361	scaffold_168
g11730	1580	scaffold_168
g11731	378	scaffold_168
g11732	396	scaffold_168
g11733	677	scaffold_168
g11734	716	scaffold_168
g11735	449	scaffold_168
g11736	1746	scaffold_168
g11737	4570	scaffold_168
g11738	371	scaffold_168
g11739	824	scaffold_168
g11740	1100	scaffold_168
g11741	202	scaffold_168
g11742	319	scaffold_168
g11743	324	scaffold_168
g11744	6097	scaffold_86
g11745	2006	scaffold_86
g11746	1403	scaffold_86
g11747	2589	scaffold_86
g11748	205	scaffold_86
g11749	430	scaffold_86
g11750	1728	scaffold_86
g11751	930	scaffold_86
g11752	206	scaffold_86
g11753	5212	scaffold_86
g11754	1764	scaffold_86
g11755	1750	scaffold_86
g11756	202	scaffold_86
g11757	685	scaffold_86
g11758	1313	scaffold_86
g11759	245	scaffold_86
g11760	367	scaffold_86
g11761	274	scaffold_86
g11762	659	scaffold_86
g11763	782	scaffold_86
g11764	1283	scaffold_86
g11765	1202	scaffold_86
g11766	226	scaffold_86
g11767	2131	scaffold_86
g11768	2488	scaffold_86
g11769	414	scaffold_86
g11770	242	scaffold_86
g11771	845	scaffold_86
g11772	489	scaffold_86
g11773	532	scaffold_86
g11774	362	scaffold_86
g11775	3068	scaffold_86
g11776	480	scaffold_86
g11777	383	scaffold_86
g11778	1499	scaffold_86
g11779	224	scaffold_86
g11780	2696	scaffold_86
g11781	445	scaffold_86
g11782	412	scaffold_86
g11783	389	scaffold_86
g11784	389	scaffold_86
g11785	436	scaffold_86
g11786	736	scaffold_86
g11787	1599	scaffold_86
g11788	724	scaffold_86
g11789	1585	scaffold_86
g11790	605	scaffold_86
g11791	227	scaffold_86
g11792	1037	scaffold_86
g11793	259	scaffold_86
g11794	785	scaffold_86
g11795	257	scaffold_86
g11796	285	scaffold_86
g11797	1116	scaffold_86
g11798	333	scaffold_86
g11799	1607	scaffold_86
g11800	287	scaffold_86
g11801	1434	scaffold_86
g11802	918	scaffold_86
g11803	67	scaffold_1122
g11804	2389	scaffold_1122
g11805	1000	scaffold_1122
g11806	3074	scaffold_74
g11807	867	scaffold_74
g11808	1816	scaffold_74
g11809	3910	scaffold_74
g11810	2052	scaffold_74
g11811	1704	scaffold_74
g11812	888	scaffold_74
g11813	999	scaffold_74
g11814	529	scaffold_74
g11815	372	scaffold_74
g11816	656	scaffold_74
g11817	464	scaffold_74
g11818	485	scaffold_74
g11819	313	scaffold_74
g11820	284	scaffold_74
g11821	421	scaffold_74
g11822	356	scaffold_74
g11823	3454	scaffold_74
g11824	1125	scaffold_74
g11825	1037	scaffold_74
g11826	1747	scaffold_74
g11827	1260	scaffold_74
g11828	1998	scaffold_74
g11829	616	scaffold_74
g11830	638	scaffold_74
g11831	1483	scaffold_74
g11832	2249	scaffold_74
g11833	392	scaffold_74
g11834	284	scaffold_74
g11835	284	scaffold_74
g11836	2222	scaffold_74
g11837	5603	scaffold_74
g11838	2942	scaffold_74
g11839	781	scaffold_74
g11840	4682	scaffold_74
g11841	2885	scaffold_74
g11842	3266	scaffold_74
g11843	3257	scaffold_74
g11844	3260	scaffold_74
g11845	4118	scaffold_74
g11846	1379	scaffold_74
g11847	638	scaffold_74
g11848	1180	scaffold_74
g11849	761	scaffold_74
g11850	4135	scaffold_74
g11851	3433	scaffold_74
g11852	4625	scaffold_74
g11853	510	scaffold_74
g11854	504	scaffold_74
g11855	604	scaffold_74
g11856	1591	scaffold_74
g11857	1919	scaffold_74
g11858	426	scaffold_74
g11859	1312	scaffold_74
g11860	359	scaffold_74
g11861	365	scaffold_74
g11862	1710	scaffold_74
g11863	797	scaffold_74
g11864	197	scaffold_74
g11865	910	scaffold_74
g11866	424	scaffold_74
g11867	331	scaffold_74
g11868	3955	scaffold_74
g11869	469	scaffold_74
g11870	338	scaffold_74
g11871	934	scaffold_74
g11872	394	scaffold_74
g11873	611	scaffold_74
g11874	486	scaffold_74
g11875	605	scaffold_74
g11876	254	scaffold_74
g11877	1484	scaffold_74
g11878	479	scaffold_74
g11879	3757	scaffold_74
g11880	1262	scaffold_74
g11881	596	scaffold_74
g11882	581	scaffold_74
g11883	320	scaffold_74
g11884	779	scaffold_74
g11885	395	scaffold_74
g11886	370	scaffold_74
g11887	213	scaffold_74
g11888	930	scaffold_74
g11889	534	scaffold_74
g11890	1783	scaffold_74
g11891	361	scaffold_74
g11892	855	scaffold_74
g11893	957	scaffold_74
g11894	1079	scaffold_74
g11895	936	scaffold_74
g11896	882	scaffold_74
g11897	843	scaffold_74
g11898	1018	scaffold_74
g11899	4005	scaffold_74
g11900	2043	scaffold_74
g11901	2167	scaffold_74
g11902	1452	scaffold_74
g11903	1361	scaffold_74
g11904	1071	scaffold_74
g11905	867	scaffold_74
g11906	1452	scaffold_74
g11907	714	scaffold_74
g11908	449	scaffold_74
g11909	1466	scaffold_74
g11910	1540	scaffold_74
g11911	1326	scaffold_74
g11912	3761	scaffold_513
g11913	785	scaffold_513
g11914	878	scaffold_513
g11915	882	scaffold_513
g11916	274	scaffold_513
g11917	470	scaffold_513
g11918	233	scaffold_363
g11919	1561	scaffold_363
g11920	869	scaffold_363
g11921	1235	scaffold_363
g11922	935	scaffold_363
g11923	1382	scaffold_363
g11924	236	scaffold_363
g11925	350	scaffold_363
g11926	401	scaffold_363
g11927	347	scaffold_363
g11928	344	scaffold_363
g11929	344	scaffold_363
g11930	356	scaffold_363
g11931	350	scaffold_363
g11932	380	scaffold_363
g11933	485	scaffold_363
g11934	858	scaffold_363
g11935	2110	scaffold_363
g11936	2921	scaffold_363
g11937	344	scaffold_363
g11938	245	scaffold_363
g11939	627	scaffold_363
g11940	444	scaffold_363
g11941	411	scaffold_363
g11942	1995	scaffold_363
g11943	694	scaffold_1237
g11944	1020	scaffold_1237
g11945	605	scaffold_1886
g11946	839	scaffold_268
g11947	899	scaffold_268
g11948	939	scaffold_268
g11949	3206	scaffold_268
g11950	522	scaffold_268
g11951	818	scaffold_268
g11952	3304	scaffold_268
g11953	1137	scaffold_268
g11954	777	scaffold_268
g11955	673	scaffold_268
g11956	970	scaffold_268
g11957	3655	scaffold_268
g11958	941	scaffold_268
g11959	3404	scaffold_268
g11960	479	scaffold_268
g11961	301	scaffold_268
g11962	1590	scaffold_321
g11963	3376	scaffold_321
g11964	380	scaffold_321
g11965	385	scaffold_321
g11966	356	scaffold_321
g11967	195	scaffold_321
g11968	1998	scaffold_321
g11969	1319	scaffold_321
g11970	2190	scaffold_321
g11971	530	scaffold_321
g11972	2162	scaffold_321
g11973	272	scaffold_321
g11974	199	scaffold_321
g11975	345	scaffold_321
g11976	799	scaffold_321
g11977	1440	scaffold_321
g11978	1005	scaffold_321
g11979	230	scaffold_321
g11980	2524	scaffold_156
g11981	1258	scaffold_156
g11982	396	scaffold_156
g11983	2021	scaffold_156
g11984	314	scaffold_156
g11985	538	scaffold_156
g11986	1350	scaffold_156
g11987	593	scaffold_156
g11988	758	scaffold_156
g11989	419	scaffold_156
g11990	997	scaffold_156
g11991	704	scaffold_156
g11992	514	scaffold_156
g11993	752	scaffold_156
g11994	2917	scaffold_156
g11995	1752	scaffold_156
g11996	1557	scaffold_156
g11997	864	scaffold_156
g11998	212	scaffold_156
g11999	266	scaffold_156
g12000	456	scaffold_156
g12001	942	scaffold_156
g12002	432	scaffold_156
g12003	980	scaffold_156
g12004	866	scaffold_156
g12005	239	scaffold_156
g12006	527	scaffold_156
g12007	623	scaffold_156
g12008	278	scaffold_156
g12009	316	scaffold_156
g12010	238	scaffold_156
g12011	388	scaffold_156
g12012	371	scaffold_156
g12013	413	scaffold_156
g12014	274	scaffold_156
g12015	206	scaffold_156
g12016	572	scaffold_156
g12017	292	scaffold_156
g12018	307	scaffold_156
g12019	265	scaffold_156
g12020	689	scaffold_156
g12021	390	scaffold_156
g12022	344	scaffold_156
g12023	328	scaffold_156
g12024	313	scaffold_156
g12025	475	scaffold_156
g12026	421	scaffold_156
g12027	335	scaffold_156
g12028	563	scaffold_156
g12029	1422	scaffold_156
g12030	867	scaffold_156
g12031	2786	scaffold_156
g12032	352	scaffold_156
g12033	1278	scaffold_156
g12034	856	scaffold_156
g12035	2659	scaffold_156
g12036	2761	scaffold_156
g12037	375	scaffold_156
g12038	394	scaffold_156
g12039	1406	scaffold_156
g12040	402	scaffold_156
g12041	600	scaffold_156
g12042	575	scaffold_156
g12043	695	scaffold_156
g12044	648	scaffold_156
g12045	573	scaffold_156
g12046	716	scaffold_156
g12047	714	scaffold_156
g12048	396	scaffold_156
g12049	2318	scaffold_238
g12050	1331	scaffold_238
g12051	1901	scaffold_238
g12052	1922	scaffold_238
g12053	1871	scaffold_238
g12054	1874	scaffold_238
g12055	317	scaffold_238
g12056	331	scaffold_238
g12057	1613	scaffold_238
g12058	1607	scaffold_238
g12059	1802	scaffold_238
g12060	695	scaffold_238
g12061	745	scaffold_238
g12062	1426	scaffold_238
g12063	695	scaffold_238
g12064	719	scaffold_238
g12065	695	scaffold_238
g12066	406	scaffold_238
g12067	462	scaffold_238
g12068	2126	scaffold_238
g12069	1811	scaffold_238
g12070	2293	scaffold_238
g12071	1991	scaffold_238
g12072	2162	scaffold_238
g12073	1880	scaffold_238
g12074	1874	scaffold_238
g12075	1874	scaffold_238
g12076	667	scaffold_238
g12077	625	scaffold_238
g12078	1379	scaffold_238
g12079	7286	scaffold_1995
g12080	1834	scaffold_1373
g12081	275	scaffold_320
g12082	256	scaffold_320
g12083	322	scaffold_320
g12084	332	scaffold_320
g12085	290	scaffold_320
g12086	262	scaffold_320
g12087	1049	scaffold_320
g12088	847	scaffold_320
g12089	464	scaffold_320
g12090	301	scaffold_320
g12091	1307	scaffold_320
g12092	1288	scaffold_320
g12093	1286	scaffold_320
g12094	342	scaffold_320
g12095	392	scaffold_1683
g12096	168	scaffold_1482
g12097	222	scaffold_1482
g12098	931	scaffold_1482
g12099	57	scaffold_1113
g12100	318	scaffold_1113
g12101	360	scaffold_1113
g12102	193	scaffold_282
g12103	222	scaffold_282
g12104	209	scaffold_282
g12105	230	scaffold_282
g12106	359	scaffold_282
g12107	1624	scaffold_282
g12108	322	scaffold_282
g12109	309	scaffold_282
g12110	215	scaffold_282
g12111	590	scaffold_282
g12112	345	scaffold_282
g12113	278	scaffold_282
g12114	367	scaffold_282
g12115	253	scaffold_282
g12116	251	scaffold_282
g12117	309	scaffold_282
g12118	617	scaffold_282
g12119	300	scaffold_282
g12120	679	scaffold_282
g12121	384	scaffold_282
g12122	458	scaffold_282
g12123	2612	scaffold_510
g12124	206	scaffold_510
g12125	532	scaffold_510
g12126	325	scaffold_510
g12127	632	scaffold_510
g12128	2884	scaffold_510
g12129	3632	scaffold_311
g12130	496	scaffold_311
g12131	511	scaffold_311
g12132	894	scaffold_311
g12133	656	scaffold_311
g12134	359	scaffold_311
g12135	760	scaffold_311
g12136	624	scaffold_311
g12137	804	scaffold_311
g12138	661	scaffold_311
g12139	2394	scaffold_311
g12140	841	scaffold_311
g12141	2706	scaffold_311
g12142	330	scaffold_311
g12143	291	scaffold_311
g12144	1942	scaffold_563
g12145	344	scaffold_563
g12146	1575	scaffold_563
g12147	872	scaffold_563
g12148	485	scaffold_563
g12149	520	scaffold_563
g12150	1819	scaffold_563
g12151	1370	scaffold_563
g12152	1394	scaffold_563
g12153	4816	scaffold_563
g12154	1827	scaffold_563
g12155	977	scaffold_563
g12156	1813	scaffold_563
g12157	3982	scaffold_563
g12158	2257	scaffold_563
g12159	1076	scaffold_1269
g12160	1038	scaffold_1269
g12161	369	scaffold_1269
g12162	2477	scaffold_170
g12163	1421	scaffold_170
g12164	502	scaffold_170
g12165	406	scaffold_170
g12166	298	scaffold_170
g12167	1136	scaffold_170
g12168	244	scaffold_170
g12169	544	scaffold_170
g12170	1321	scaffold_170
g12171	1261	scaffold_170
g12172	687	scaffold_170
g12173	1068	scaffold_170
g12174	426	scaffold_170
g12175	248	scaffold_170
g12176	343	scaffold_170
g12177	339	scaffold_170
g12178	260	scaffold_170
g12179	238	scaffold_170
g12180	254	scaffold_170
g12181	302	scaffold_170
g12182	239	scaffold_170
g12183	417	scaffold_170
g12184	414	scaffold_170
g12185	414	scaffold_170
g12186	465	scaffold_170
g12187	1851	scaffold_170
g12188	422	scaffold_170
g12189	470	scaffold_170
g12190	1682	scaffold_170
g12191	1004	scaffold_170
g12192	364	scaffold_170
g12193	334	scaffold_170
g12194	634	scaffold_170
g12195	637	scaffold_170
g12196	510	scaffold_170
g12197	250	scaffold_170
g12198	1034	scaffold_1216
g12199	373	scaffold_449
g12200	2013	scaffold_449
g12201	201	scaffold_449
g12202	1374	scaffold_449
g12203	1475	scaffold_449
g12204	2535	scaffold_449
g12205	1081	scaffold_449
g12206	1464	scaffold_449
g12207	1394	scaffold_449
g12208	1420	scaffold_449
g12209	1501	scaffold_449
g12210	1160	scaffold_449
g12211	1511	scaffold_449
g12212	1025	scaffold_449
g12213	301	scaffold_167
g12214	212	scaffold_167
g12215	929	scaffold_167
g12216	976	scaffold_167
g12217	2876	scaffold_167
g12218	446	scaffold_167
g12219	2492	scaffold_167
g12220	15729	scaffold_167
g12221	1274	scaffold_167
g12222	2256	scaffold_167
g12223	289	scaffold_167
g12224	2401	scaffold_167
g12225	2814	scaffold_167
g12226	600	scaffold_167
g12227	3958	scaffold_167
g12228	712	scaffold_167
g12229	511	scaffold_167
g12230	565	scaffold_167
g12231	367	scaffold_167
g12232	796	scaffold_167
g12233	327	scaffold_167
g12234	424	scaffold_167
g12235	895	scaffold_167
g12236	610	scaffold_167
g12237	556	scaffold_167
g12238	301	scaffold_167
g12239	3028	scaffold_167
g12240	5396	scaffold_167
g12241	291	scaffold_167
g12242	1274	scaffold_167
g12243	998	scaffold_167
g12244	1743	scaffold_167
g12245	873	scaffold_167
g12246	3488	scaffold_209
g12247	1690	scaffold_209
g12248	1560	scaffold_209
g12249	3347	scaffold_209
g12250	994	scaffold_209
g12251	3517	scaffold_209
g12252	2065	scaffold_209
g12253	1455	scaffold_209
g12254	996	scaffold_209
g12255	405	scaffold_209
g12256	1682	scaffold_209
g12257	1642	scaffold_209
g12258	770	scaffold_209
g12259	2822	scaffold_209
g12260	963	scaffold_209
g12261	1933	scaffold_209
g12262	831	scaffold_209
g12263	2329	scaffold_209
g12264	856	scaffold_209
g12265	1294	scaffold_209
g12266	690	scaffold_209
g12267	1722	scaffold_209
g12268	224	scaffold_209
g12269	209	scaffold_209
g12270	1064	scaffold_209
g12271	840	scaffold_209
g12272	667	scaffold_209
g12273	667	scaffold_209
g12274	443	scaffold_209
g12275	385	scaffold_209
g12276	415	scaffold_209
g12277	346	scaffold_209
g12278	824	scaffold_209
g12279	989	scaffold_209
g12280	992	scaffold_209
g12281	948	scaffold_209
g12282	681	scaffold_209
g12283	810	scaffold_209
g12284	731	scaffold_209
g12285	1264	scaffold_209
g12286	761	scaffold_209
g12287	677	scaffold_209
g12288	713	scaffold_209
g12289	710	scaffold_209
g12290	1145	scaffold_209
g12291	1076	scaffold_209
g12292	746	scaffold_209
g12293	200	scaffold_209
g12294	1435	scaffold_209
g12295	236	scaffold_492
g12296	202	scaffold_492
g12297	897	scaffold_492
g12298	452	scaffold_492
g12299	986	scaffold_492
g12300	834	scaffold_492
g12301	472	scaffold_492
g12302	1454	scaffold_492
g12303	1172	scaffold_492
g12304	2412	scaffold_492
g12305	1040	scaffold_393
g12306	264	scaffold_393
g12307	216	scaffold_393
g12308	1461	scaffold_393
g12309	2305	scaffold_393
g12310	500	scaffold_393
g12311	481	scaffold_393
g12312	1313	scaffold_393
g12313	1108	scaffold_393
g12314	1871	scaffold_393
g12315	1883	scaffold_393
g12316	1504	scaffold_393
g12317	1889	scaffold_393
g12318	2180	scaffold_393
g12319	364	scaffold_393
g12320	382	scaffold_393
g12321	680	scaffold_393
g12322	496	scaffold_393
g12323	658	scaffold_393
g12324	451	scaffold_393
g12325	394	scaffold_393
g12326	385	scaffold_393
g12327	2314	scaffold_393
g12328	662	scaffold_393
g12329	1655	scaffold_393
g12330	2453	scaffold_393
g12331	676	scaffold_393
g12332	4877	scaffold_393
g12333	3159	scaffold_1188
g12334	513	scaffold_1188
g12335	576	scaffold_1297
g12336	1198	scaffold_1733
g12337	700	scaffold_1097
g12338	987	scaffold_1097
g12339	1049	scaffold_1097
g12340	750	scaffold_1283
g12341	1065	scaffold_231
g12342	877	scaffold_231
g12343	1498	scaffold_231
g12344	2038	scaffold_231
g12345	1227	scaffold_231
g12346	488	scaffold_231
g12347	562	scaffold_231
g12348	809	scaffold_231
g12349	1489	scaffold_231
g12350	761	scaffold_231
g12351	611	scaffold_231
g12352	470	scaffold_231
g12353	317	scaffold_231
g12354	410	scaffold_231
g12355	287	scaffold_231
g12356	427	scaffold_231
g12357	245	scaffold_231
g12358	1275	scaffold_231
g12359	1467	scaffold_231
g12360	1645	scaffold_231
g12361	195	scaffold_231
g12362	1667	scaffold_231
g12363	1664	scaffold_231
g12364	1646	scaffold_231
g12365	1776	scaffold_231
g12366	2985	scaffold_231
g12367	2158	scaffold_231
g12368	1746	scaffold_231
g12369	744	scaffold_231
g12370	2399	scaffold_231
g12371	1474	scaffold_231
g12372	812	scaffold_231
g12373	502	scaffold_231
g12374	869	scaffold_231
g12375	1504	scaffold_231
g12376	680	scaffold_231
g12377	1385	scaffold_231
g12378	1309	scaffold_231
g12379	830	scaffold_231
g12380	556	scaffold_231
g12381	271	scaffold_231
g12382	1669	scaffold_231
g12383	1238	scaffold_599
g12384	1064	scaffold_599
g12385	897	scaffold_50
g12386	1399	scaffold_50
g12387	965	scaffold_50
g12388	2838	scaffold_50
g12389	2823	scaffold_50
g12390	4959	scaffold_50
g12391	1408	scaffold_50
g12392	1391	scaffold_50
g12393	2626	scaffold_50
g12394	1203	scaffold_50
g12395	2365	scaffold_50
g12396	2049	scaffold_50
g12397	791	scaffold_50
g12398	196	scaffold_50
g12399	1517	scaffold_50
g12400	521	scaffold_50
g12401	1298	scaffold_50
g12402	609	scaffold_50
g12403	1124	scaffold_50
g12404	590	scaffold_50
g12405	584	scaffold_50
g12406	584	scaffold_50
g12407	715	scaffold_50
g12408	623	scaffold_50
g12409	599	scaffold_50
g12410	887	scaffold_50
g12411	438	scaffold_50
g12412	605	scaffold_50
g12413	653	scaffold_50
g12414	1371	scaffold_50
g12415	307	scaffold_50
g12416	528	scaffold_50
g12417	295	scaffold_50
g12418	584	scaffold_50
g12419	545	scaffold_50
g12420	593	scaffold_50
g12421	527	scaffold_50
g12422	712	scaffold_50
g12423	507	scaffold_50
g12424	605	scaffold_50
g12425	2583	scaffold_50
g12426	1402	scaffold_50
g12427	1324	scaffold_50
g12428	1295	scaffold_50
g12429	1001	scaffold_50
g12430	1591	scaffold_50
g12431	1237	scaffold_50
g12432	1202	scaffold_50
g12433	1479	scaffold_50
g12434	1496	scaffold_50
g12435	2737	scaffold_50
g12436	911	scaffold_50
g12437	1336	scaffold_50
g12438	1442	scaffold_50
g12439	1796	scaffold_50
g12440	3212	scaffold_50
g12441	1880	scaffold_50
g12442	3789	scaffold_50
g12443	707	scaffold_50
g12444	701	scaffold_50
g12445	2480	scaffold_50
g12446	863	scaffold_50
g12447	875	scaffold_50
g12448	1496	scaffold_50
g12449	667	scaffold_50
g12450	5481	scaffold_50
g12451	3482	scaffold_50
g12452	5212	scaffold_50
g12453	4708	scaffold_50
g12454	316	scaffold_50
g12455	133	scaffold_50
g12456	431	scaffold_50
g12457	278	scaffold_50
g12458	430	scaffold_50
g12459	362	scaffold_50
g12460	323	scaffold_50
g12461	989	scaffold_50
g12462	276	scaffold_50
g12463	353	scaffold_50
g12464	215	scaffold_50
g12465	383	scaffold_50
g12466	1027	scaffold_50
g12467	326	scaffold_50
g12468	940	scaffold_50
g12469	1714	scaffold_50
g12470	966	scaffold_50
g12471	3678	scaffold_50
g12472	329	scaffold_50
g12473	342	scaffold_50
g12474	258	scaffold_50
g12475	385	scaffold_50
g12476	197	scaffold_50
g12477	358	scaffold_332
g12478	214	scaffold_332
g12479	632	scaffold_332
g12480	245	scaffold_332
g12481	794	scaffold_332
g12482	1587	scaffold_332
g12483	1193	scaffold_332
g12484	184	scaffold_1433
g12485	462	scaffold_714
g12486	230	scaffold_714
g12487	1934	scaffold_714
g12488	763	scaffold_714
g12489	2207	scaffold_714
g12490	460	scaffold_1086
g12491	88	scaffold_283
g12492	248	scaffold_283
g12493	1973	scaffold_283
g12494	899	scaffold_283
g12495	1162	scaffold_283
g12496	900	scaffold_283
g12497	783	scaffold_283
g12498	1604	scaffold_283
g12499	1377	scaffold_283
g12500	433	scaffold_283
g12501	496	scaffold_283
g12502	997	scaffold_283
g12503	420	scaffold_283
g12504	566	scaffold_283
g12505	529	scaffold_283
g12506	1218	scaffold_283
g12507	1097	scaffold_283
g12508	1582	scaffold_283
g12509	1074	scaffold_283
g12510	1895	scaffold_283
g12511	581	scaffold_283
g12512	3855	scaffold_283
g12513	1030	scaffold_283
g12514	1315	scaffold_283
g12515	441	scaffold_283
g12516	1289	scaffold_283
g12517	3312	scaffold_283
g12518	4000	scaffold_283
g12519	2595	scaffold_283
g12520	921	scaffold_283
g12521	1835	scaffold_283
g12522	1611	scaffold_283
g12523	1738	scaffold_283
g12524	1651	scaffold_283
g12525	1722	scaffold_283
g12526	1054	scaffold_283
g12527	1430	scaffold_469
g12528	2002	scaffold_469
g12529	878	scaffold_469
g12530	301	scaffold_469
g12531	1143	scaffold_469
g12532	313	scaffold_469
g12533	272	scaffold_469
g12534	410	scaffold_469
g12535	892	scaffold_469
g12536	349	scaffold_469
g12537	317	scaffold_469
g12538	595	scaffold_469
g12539	275	scaffold_469
g12540	365	scaffold_469
g12541	1166	scaffold_2066
g12542	1444	scaffold_246
g12543	355	scaffold_246
g12544	440	scaffold_246
g12545	2375	scaffold_246
g12546	2294	scaffold_246
g12547	2243	scaffold_246
g12548	343	scaffold_246
g12549	317	scaffold_246
g12550	3153	scaffold_246
g12551	1040	scaffold_246
g12552	1199	scaffold_246
g12553	1333	scaffold_246
g12554	286	scaffold_246
g12555	2774	scaffold_246
g12556	1297	scaffold_246
g12557	1816	scaffold_246
g12558	1725	scaffold_246
g12559	443	scaffold_246
g12560	1444	scaffold_246
g12561	686	scaffold_246
g12562	710	scaffold_246
g12563	2135	scaffold_246
g12564	2341	scaffold_246
g12565	1093	scaffold_326
g12566	1573	scaffold_326
g12567	1398	scaffold_326
g12568	1574	scaffold_326
g12569	1586	scaffold_326
g12570	1601	scaffold_326
g12571	1410	scaffold_326
g12572	1446	scaffold_326
g12573	1129	scaffold_326
g12574	1616	scaffold_326
g12575	1835	scaffold_326
g12576	212	scaffold_326
g12577	341	scaffold_326
g12578	2721	scaffold_636
g12579	1766	scaffold_636
g12580	1879	scaffold_636
g12581	1596	scaffold_636
g12582	373	scaffold_1088
g12583	1751	scaffold_1088
g12584	552	scaffold_1088
g12585	709	scaffold_116
g12586	484	scaffold_116
g12587	2012	scaffold_116
g12588	891	scaffold_116
g12589	1730	scaffold_116
g12590	917	scaffold_116
g12591	283	scaffold_116
g12592	652	scaffold_116
g12593	1111	scaffold_116
g12594	1260	scaffold_116
g12595	508	scaffold_116
g12596	685	scaffold_116
g12597	280	scaffold_116
g12598	1072	scaffold_116
g12599	1405	scaffold_116
g12600	520	scaffold_116
g12601	1402	scaffold_116
g12602	1379	scaffold_116
g12603	614	scaffold_116
g12604	669	scaffold_116
g12605	766	scaffold_116
g12606	526	scaffold_116
g12607	499	scaffold_116
g12608	703	scaffold_116
g12609	400	scaffold_116
g12610	1178	scaffold_116
g12611	529	scaffold_116
g12612	461	scaffold_116
g12613	562	scaffold_116
g12614	5402	scaffold_116
g12615	14144	scaffold_116
g12616	278	scaffold_116
g12617	484	scaffold_116
g12618	1126	scaffold_116
g12619	1153	scaffold_116
g12620	511	scaffold_116
g12621	2835	scaffold_116
g12622	275	scaffold_116
g12623	1625	scaffold_116
g12624	1123	scaffold_116
g12625	900	scaffold_116
g12626	493	scaffold_116
g12627	1735	scaffold_116
g12628	2161	scaffold_116
g12629	1205	scaffold_116
g12630	438	scaffold_116
g12631	1339	scaffold_116
g12632	1459	scaffold_116
g12633	2860	scaffold_116
g12634	912	scaffold_116
g12635	2009	scaffold_116
g12636	230	scaffold_116
g12637	4763	scaffold_116
g12638	4615	scaffold_116
g12639	3152	scaffold_116
g12640	1716	scaffold_116
g12641	872	scaffold_471
g12642	1197	scaffold_471
g12643	229	scaffold_471
g12644	4026	scaffold_471
g12645	602	scaffold_471
g12646	4102	scaffold_471
g12647	666	scaffold_471
g12648	5131	scaffold_471
g12649	432	scaffold_471
g12650	1811	scaffold_471
g12651	662	scaffold_471
g12652	1078	scaffold_471
g12653	945	scaffold_471
g12654	594	scaffold_471
g12655	245	scaffold_746
g12656	620	scaffold_746
g12657	530	scaffold_746
g12658	1354	scaffold_746
g12659	1233	scaffold_272
g12660	655	scaffold_272
g12661	1673	scaffold_272
g12662	227	scaffold_272
g12663	4095	scaffold_272
g12664	389	scaffold_272
g12665	1175	scaffold_272
g12666	312	scaffold_272
g12667	2483	scaffold_272
g12668	2198	scaffold_272
g12669	2362	scaffold_272
g12670	1820	scaffold_272
g12671	617	scaffold_272
g12672	947	scaffold_272
g12673	530	scaffold_272
g12674	13999	scaffold_272
g12675	302	scaffold_272
g12676	302	scaffold_272
g12677	1514	scaffold_272
g12678	278	scaffold_272
g12679	1939	scaffold_272
g12680	429	scaffold_272
g12681	4039	scaffold_272
g12682	1932	scaffold_272
g12683	513	scaffold_272
g12684	424	scaffold_1018
g12685	847	scaffold_2062
g12686	744	scaffold_868
g12687	2710	scaffold_778
g12688	999	scaffold_778
g12689	607	scaffold_418
g12690	535	scaffold_418
g12691	538	scaffold_418
g12692	482	scaffold_418
g12693	1556	scaffold_418
g12694	277	scaffold_418
g12695	6906	scaffold_418
g12696	3213	scaffold_418
g12697	539	scaffold_418
g12698	519	scaffold_418
g12699	3702	scaffold_418
g12700	306	scaffold_1692
g12701	724	scaffold_1692
g12702	521	scaffold_1692
g12703	620	scaffold_2095
g12704	467	scaffold_2095
